commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,F010_Personal_consumption_expenditures,F02E_Nonresidential_private_fixed_investment_in_equipment,F02N_Nonresidential_private_fixed_investment_in_intellectual_property_products,F02R_Residential_private_fixed_investment,F02S_Nonresidential_private_fixed_investment_in_structures,F030_Change_in_private_inventories,F040_Exports_of_goods_and_services,F050_Imports_of_goods_and_services,F06C_Federal_national_defense_Consumption_expenditures,F06E_Federal_national_defense_Gross_investment_in_equipment,F06N_Federal_national_defense_Gross_investment_in_intellectual_property_products,F06S_Federal_national_defense_Gross_investment_in_structures,F07C_Federal_national_nondefense_Consumption_expenditures,F07E_Federal_national_nondefense_Gross_investment_in_equipment,F07N_Federal_national_nondefense_Gross_investment_in_intellectual_property_products,F07S_Federal_national_nondefense_Gross_investment_in_structures,F10C_State_and_local_Consumption_expenditures,F10E_State_and_local_Gross_investment_in_equipment,F10N_State_and_local_Gross_investment_in_intellectual_property_products,F10S_State_and_local_Gross_investment_in_structures,GFE_Federal_government_enterprises,GFG_Federal_general_government
321_Wood_products,343,34,0,89,134,0,36522,252,59,2,18001,4244,6,0,289,1644,477,367,206,929,596,223,2230,300,6516,1081,1949,1238,1479,89,1889,98,3726,204,461,2,481,57,1215,132,337,763,348,3896,0,0,5416,241,-1861,4425,-14771,0,0,0,0,0,11,0,0,0,0,0,0,1,36
322_Paper_products,349,1,34,206,101,18,2061,23681,580,84,587,45706,10639,100,6460,4548,1647,1488,2156,2149,1411,1098,1871,619,1182,2771,4080,2953,3114,191,4089,2251,484,469,3089,595,3054,299,3706,264,1612,2077,1024,23950,0,0,0,0,-638,20111,-25103,0,0,0,0,0,0,0,0,0,0,0,0,54,1530
323_Printing_and_related_support_activities,41,0,9,9,0,34,43,334,0,103,19,0,3300,4,1194,0,0,0,2,16,0,4,3,0,0,0,6790,3397,563,7,14216,6899,50,486,6584,1437,2828,1230,4947,1323,762,674,1842,3360,0,0,0,0,-537,2194,-2471,0,0,0,0,0,0,0,0,0,0,0,0,130,2396
324_Petroleum_and_coal_products,10982,927,2986,6918,4244,36350,53545,4545,436,78,1612,3292,4511,20530,29115,1932,1798,4507,1778,3214,725,1467,790,493,435,963,4819,2723,93245,330,1514,12855,3128,2223,3123,1966,8108,1113,5794,1652,1135,3567,5366,258416,0,0,0,0,-645,68151,-128410,0,0,0,0,0,0,0,0,0,0,0,0,3731,29460
325_Chemical_products,23286,2488,3779,3018,1835,1540,8657,6494,11579,378,2510,12897,5676,4066,235925,60317,5157,2330,8101,4324,6241,2998,5577,1914,1965,8822,1569,816,562,373,1694,354,6352,261,8983,1812,6624,955,66911,750,88,337,4425,213919,4006,0,0,0,-5824,138616,-202110,0,0,0,0,0,0,0,0,0,0,0,0,131,3542
326_Plastics_and_rubber_products,1531,88,39,1438,753,9,22767,16667,515,291,894,2779,668,94,11517,16464,1363,943,2450,7100,4292,1756,17931,3367,4101,6389,7304,5251,3802,227,4349,893,345,788,4556,266,1781,475,10000,243,106,3906,3805,29321,116,0,21,0,-2210,21180,-35536,0,0,0,0,0,19,0,0,0,0,0,0,25,1947
327_Nonmetallic_mineral_products,5,40,494,323,628,33,57978,4391,303,0,966,354,2,347,1900,1636,14470,2778,1316,2337,884,1546,5118,348,380,998,231,845,94,81,2280,107,75,184,3039,118,934,118,2912,137,63,1469,1105,10612,0,0,0,0,-1434,7649,-20762,0,0,0,0,0,0,0,0,0,0,0,0,0,303
331_Primary_metals,131,0,3233,776,787,1,4706,5150,333,0,563,410,42,16,52,1660,1089,86884,88887,38850,9068,18957,36589,13608,4259,10733,1604,1318,1713,0,412,2,869,91,1254,49,1007,192,487,342,18,68,489,1138,0,0,0,0,-1410,34735,-100875,0,0,0,0,0,0,0,0,0,0,0,0,0,333
332_Fabricated_metal_products,2164,138,2386,1122,1303,2322,79306,14274,860,249,3434,5093,1717,171,9522,7238,3230,6038,42900,29479,13272,9602,32541,10945,3531,6950,1717,1695,5842,285,10797,322,898,700,5612,741,3973,402,1849,903,502,2367,3046,12859,13661,0,0,0,-1693,26214,-50988,0,2258,0,0,0,1005,0,0,0,1330,0,0,786,5426
333_Machinery,4683,395,4159,4149,4796,366,24457,2588,31,8,507,1019,1584,53,2660,1240,162,1337,3444,35072,876,1637,17541,4299,118,1681,1781,772,1721,247,1869,157,82,657,2280,115,4304,1432,749,120,49,484,3565,8770,192920,0,0,0,1139,113491,-122935,0,1045,0,0,0,545,0,0,0,5513,0,0,22,856
334_Computer_and_electronic_products,96,1,17,35,419,34,4693,1483,455,60,546,649,1108,72,3588,1562,709,1327,3085,6373,78141,3301,9560,10076,747,2192,4265,2303,469,117,18201,1910,379,200,10128,7212,3134,807,3785,123,392,125,2762,88579,179632,0,343,0,3910,120478,-265733,0,24300,0,0,0,6836,0,0,0,13797,0,0,0,14872
335_Electrical_equipment_appliances_and_components,469,295,31,26,136,17,29046,676,54,7,1145,342,104,66,776,999,119,2518,2414,11975,6294,9123,4271,2463,78,1281,356,789,363,390,3124,387,336,168,4567,124,2357,539,982,176,226,582,2858,33040,24124,0,3499,0,-585,27509,-68059,0,566,0,0,0,1269,0,0,0,2793,0,0,33,2054
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,852,88,310,798,461,17,1456,2033,121,2,643,765,208,50,1005,397,556,672,1106,12310,1387,453,128122,3682,326,621,3862,8212,4388,1405,1792,64,0,457,1873,489,4831,486,1524,173,76,420,13084,162647,151514,0,0,0,-6608,84976,-212487,0,5442,0,0,0,359,0,0,0,12471,0,0,1425,3707
3364OT_Other_transportation_equipment,0,93,0,57,0,0,4,0,0,0,57,0,0,0,0,0,0,0,54,427,0,0,286,54806,0,0,8,20,4691,0,2,0,0,0,367,19,59,0,214,9,0,0,113,23793,48283,0,0,0,-1912,84013,-43476,0,39968,0,0,0,4852,0,0,0,1881,0,0,26,24221
337_Furniture_and_related_products,4,0,0,0,0,0,14191,0,0,0,1127,0,0,0,0,405,0,0,0,471,330,2,32,167,4107,282,183,716,10,0,469,0,1685,0,183,10,2,0,469,537,3,272,151,40867,27026,0,411,0,201,3494,-28756,0,1,0,0,0,29,0,0,0,2223,0,0,479,0
339_Miscellaneous_manufacturing,127,2,12,31,23,0,733,47,111,258,13,1,10,2,722,118,694,51,37,2509,13,794,1195,35,54,7120,965,643,244,146,173,453,204,33,1225,17,2184,362,34658,745,270,383,2232,99309,45883,0,0,0,325,31271,-84196,0,59,0,0,0,102,0,0,0,775,0,0,0,421
42_Wholesale_trade,22856,2001,2569,3625,2369,7146,52479,49288,3096,2045,6524,10146,3461,14581,36693,10914,4726,19655,15979,22226,17850,8085,33904,7853,4994,8942,31195,15045,19137,775,15818,5093,2462,8958,10103,2952,7107,2522,38539,2301,2143,9786,8282,400987,122965,10555,1569,27,-1902,136703,29243,0,6976,232,0,0,2314,330,0,0,5397,536,0,1305,10320
441_Motor_vehicle_and_parts_dealers,11,1,31,93,72,7,1052,452,29,0,87,156,46,0,253,74,124,85,166,1418,142,1,969,492,64,153,120,1910,549,37,248,16,163,121,233,0,568,0,0,7,11,40,2860,92701,11657,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445_Food_and_beverage_stores,72,0,0,0,0,104,137,11,0,0,0,1,43,0,38,2,3,0,1,3,1,1,8,0,6,7,15,179,439,0,7,22,78,5,14,0,85,25,26,79,65,1774,39,172049,147,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452_General_merchandise_stores,162,1,5,8,5,134,1419,143,153,0,10,23,410,2,223,22,13,7,22,126,18,12,116,32,66,87,97,355,595,3,54,124,654,22,100,0,216,131,99,39,148,717,432,183358,2947,171,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
481_Air_transportation,58,2,9,36,380,1123,383,1151,89,38,262,269,449,60,446,586,355,365,940,686,412,68,330,238,324,516,3074,226,4589,24,2911,10914,4148,1081,7309,334,4004,607,3001,349,216,929,621,98360,298,27,2,0,-6,37955,-33206,0,33,1,0,0,7,1,0,0,16,1,0,766,7358
482_Rail_transportation,1572,61,220,1683,136,4863,1696,6059,120,7,727,2850,178,290,4354,1270,2346,4838,1028,510,175,301,872,282,265,302,233,229,3674,34,313,271,99,30,500,37,290,56,478,53,71,365,133,6606,1823,0,29,0,-12,10691,122,0,119,0,0,0,7,0,0,0,160,0,0,133,700
483_Water_transportation,603,17,654,213,82,253,1279,1663,42,1,11,184,6,59,1056,164,343,619,118,66,61,97,52,48,20,76,57,59,116,1,30,14,31,16,1093,117,100,335,258,21,13,53,63,14261,20,0,0,0,8,7783,14131,0,8,0,0,0,1,0,0,0,1,0,0,1006,3014
484_Truck_transportation,4226,387,504,720,452,789,15827,19448,875,346,1820,3050,894,4850,6158,2426,2754,6220,3263,3365,2128,1198,4571,1500,1285,1529,2860,12428,12870,103,2285,691,516,219,2158,543,1248,464,3739,739,417,1657,1595,80296,21672,642,528,10,-264,28150,1199,0,676,10,0,0,157,15,0,0,965,24,0,357,2161
485_Transit_and_ground_passenger_transportation,0,2,1,6,80,226,365,224,13,7,57,58,98,13,86,122,75,83,211,158,86,13,64,46,71,142,340,64,420,2,870,3766,1200,354,2774,94,1195,209,1654,1359,62,294,142,29509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28
486_Pipeline_transportation,143,11,4782,50,25,12918,226,33,9,1,8,21,27,5313,379,18,11,17,11,20,5,8,5,3,3,8,32,18,562,2,9,77,21,14,17,13,56,7,41,10,8,23,34,1570,0,0,0,0,31,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,314,177
487OS_Other_transportation_and_support_activities,0,134,11,751,7,4476,0,495,72,0,712,317,386,193,111,325,535,113,76,11,4,3,6,0,213,284,25973,7682,85866,686,4721,7149,0,2025,9128,356,2686,355,3176,1023,94,349,1334,13293,0,0,0,0,0,10204,3156,0,0,0,0,0,0,0,0,0,0,0,0,670,37
493_Warehousing_and_storage,543,0,3,199,0,783,0,46,22,15,28,35,149,3,92,47,25,15,226,126,543,15,34,14,23,114,15454,38073,4301,6203,1942,157,40,545,1044,5,1169,177,1296,263,668,1098,605,115,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,403
4A0_Other_retail,1763,6,26,167,6,2065,62333,933,479,3,133,114,1434,28,2559,114,14,18,106,391,81,96,466,44,495,623,496,3160,9279,5,187,523,4731,52,419,0,750,177,547,691,728,6676,1945,540191,28264,2694,5155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38
511_Publishing_industries_except_internet_includes_software,67,1,8,0,2,131,304,12,0,0,1,3,59,0,65,8,6,7,35,29,63,10,14,64,8,58,853,943,144,45,16186,1657,219,999,4020,1538,1041,560,2581,75,98,113,616,75247,0,63283,0,0,-164,32963,-4510,0,0,1208,0,0,0,1719,0,0,0,2799,0,202,1711
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,403,95,0,51354,41,41,145,986,184,26,1196,305,183,369,828,754,28899,0,31900,0,0,-43,15224,-4740,0,0,0,0,0,0,0,0,0,0,0,0,8,1705
513_Broadcasting_and_telecommunications,523,33,506,241,695,1637,7350,1321,142,87,355,360,574,69,1541,729,419,327,1209,1182,1846,262,512,568,539,970,12381,9010,4124,361,94085,27228,9803,1950,17445,5876,7899,2434,8945,1308,1334,3743,4721,255177,8219,19187,0,0,0,12603,-164,0,0,0,0,0,0,0,0,0,0,0,0,753,8170
514_Data_processing_internet_publishing_and_other_information_services,0,0,18,5,15,1424,609,731,80,46,258,258,163,13,414,318,309,241,766,745,414,107,170,477,296,457,2037,4416,315,47,6170,12301,303,3337,9176,3183,7483,1806,2309,639,267,1608,2855,18533,0,13114,0,0,0,3381,-604,0,0,481,0,0,0,507,0,0,0,1452,0,245,12013
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,1259,117,956,635,1592,9070,6542,3502,330,227,376,425,527,149,1721,1334,860,1052,1816,1503,1142,424,730,563,696,1220,16898,18673,11744,441,6169,105280,85867,21775,18151,13345,5969,2081,9761,2232,1399,2918,15180,200493,0,0,0,0,0,26637,-47,0,0,0,0,0,0,0,0,0,0,0,0,4407,326
523_Securities_commodity_contracts_and_investments,317,51,976,1069,3076,924,2128,273,22,10,41,25,80,16,48,135,97,2232,3327,2829,720,507,1317,935,1142,2148,1436,1171,9984,30,1184,171718,3191,893,2938,5505,1291,391,5670,518,1365,1512,9072,164520,0,0,0,0,0,53445,-59,0,0,0,0,0,0,0,0,0,0,0,0,89,97
524_Insurance_carriers_and_related_activities,2897,640,2496,723,2357,695,391,1179,252,261,127,178,130,39,1436,320,484,336,564,900,968,531,566,795,323,588,14168,5847,14702,577,2400,254021,29815,4216,9160,213,4936,1018,48813,2374,1057,2782,2731,286117,0,0,9644,0,0,14065,-57870,0,0,0,0,0,0,0,0,0,0,0,0,462,41758
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12563,0,0,0,11,0,0,0,0,0,0,0,126171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,3452,155,2797,1642,3827,1419,15815,5199,183,287,431,1041,1008,252,5096,1216,965,1181,3184,2685,3498,712,1751,1467,362,2440,15953,9323,22810,488,18577,20850,4613,5795,16166,16745,6407,3273,12662,2953,1478,6179,3273,74830,0,0,0,0,0,62216,0,0,0,0,0,0,0,0,0,0,0,0,0,538,558
5411_Legal_services,384,130,2262,801,2317,6103,6144,993,143,53,236,248,284,133,3412,536,358,292,789,1175,2674,249,1090,5248,274,1275,8620,3562,1766,154,8079,36675,11327,778,16843,8758,4775,400,12241,2951,2600,2281,2572,90790,0,0,19606,0,0,10441,-2313,0,0,0,0,0,0,0,0,0,0,0,0,1641,1778
5412OP_Miscellaneous_professional_scientific_and_technical_services,1357,784,2673,2646,6795,14184,46315,9959,968,870,1882,2152,2450,502,13309,3931,2336,3337,6896,5651,8141,1428,3338,6547,2599,7166,57235,52404,11072,881,84255,134910,40594,7936,141984,40959,29139,5422,50600,15353,7215,23675,19576,55373,46969,285495,2062,0,0,87917,-67985,0,0,63428,0,0,0,59606,0,0,0,15092,0,2031,55530
5415_Computer_systems_design_and_related_services,305,45,892,101,34,1665,3407,757,105,52,183,192,459,94,984,371,199,252,821,1123,1325,89,323,999,231,571,6018,3928,1225,134,9608,20111,992,565,16528,12942,5465,1160,7347,796,408,1271,1742,0,13710,136892,0,0,0,10212,-16908,0,1191,5468,0,0,0,13481,0,0,672,8371,0,414,31551
55_Management_of_companies_and_enterprises,0,0,8088,3719,1953,22,6752,6433,350,256,282,853,342,307,10894,806,587,328,2350,4731,8884,434,4364,6653,211,1627,57592,45858,10463,408,14779,29381,1616,6130,32875,85,29674,4085,32795,4300,17094,47158,10102,0,0,0,0,0,0,3762,0,0,0,0,0,0,0,0,0,0,0,0,0,766,0
561_Administrative_and_support_services,742,89,550,716,1762,6701,7615,4226,469,1024,826,1636,3542,402,4515,1944,1482,2963,8545,2940,6056,528,2150,3765,593,1866,34815,22166,18176,1359,22593,45235,111464,14092,56379,7518,20193,2734,41305,5088,4941,8529,9823,47217,0,0,0,0,0,1306,-741,0,0,0,0,0,0,0,0,0,0,0,0,3221,20670
562_Waste_management_and_remediation_services,309,27,602,380,408,1021,2645,2156,180,40,191,426,196,118,3167,491,321,481,714,399,496,141,407,330,259,325,2035,2641,825,489,406,2858,6570,465,1587,678,10208,528,3753,870,1060,2595,1634,17922,0,0,0,0,0,34,-89,0,0,0,0,0,0,0,0,0,0,0,0,246,943
61_Educational_services,134,46,0,0,0,189,3,0,0,0,0,0,55,3,0,1,0,0,0,0,0,0,0,0,0,0,826,2603,80,0,436,47,0,0,82,0,311,2998,77,1511,0,0,1441,264653,0,0,0,0,0,1566,-1001,0,0,0,0,0,0,0,0,0,0,0,0,130,1801
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,39,0,20072,51,0,0,37,737596,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289
622_Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,0,0,0,0,694791,0,0,0,0,0,443,-1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623_Nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,44,4,0,0,14,148,86,147,14,5,32,40,41,14,35,75,34,59,95,74,25,7,30,23,29,55,930,864,403,41,22349,2311,2281,282,2811,2426,1110,574,894,13412,270,1295,1632,59293,0,4380,0,0,0,1369,-292,0,0,0,0,0,0,0,0,0,0,0,0,61,1399
713_Amusements_gambling_and_recreation_industries,42,1,0,2,29,91,137,74,3,1,19,19,34,4,24,42,24,26,70,49,27,3,20,15,24,44,336,398,3,1,305,1172,412,85,926,724,563,77,444,132,247,301,60,151087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1643
721_Accommodation,2,0,2,17,207,1082,318,575,44,19,144,146,402,33,216,383,187,207,532,397,217,37,156,116,178,362,1031,321,276,63,2667,10088,3691,998,7082,538,3379,431,2442,212,280,927,435,105143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1595
722_Food_services_and_drinking_places,498,48,18,51,195,2392,324,953,91,42,232,245,327,82,343,458,268,361,725,588,334,84,224,172,235,483,2762,3490,8038,93,3017,17561,13813,1799,15622,2296,7435,1237,23628,1755,2835,2811,2314,505085,0,0,0,0,0,2424,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,636
81_Other_services_except_government,393,442,91,121,767,2227,6647,2416,188,48,375,976,548,143,2464,882,701,1381,1429,888,1221,258,703,433,226,500,15704,10123,12264,584,5867,25377,16879,4191,9638,4728,8111,2276,16133,2469,1611,7702,7076,484434,0,0,0,0,0,261,-2593,0,0,0,0,0,0,0,0,0,0,0,0,1532,3678
GFE_Federal_government_enterprises,30,9,0,14,0,481,11,0,6,0,0,0,176,37,91,0,0,38,82,809,67,377,0,0,0,83,15377,5426,7057,333,3150,12256,302,1242,3965,369,1777,684,3266,351,1094,4192,1883,10846,0,0,0,0,0,328,-513,0,0,0,0,0,0,0,0,0,0,0,0,5,172
GFGD_Federal_general_government_defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583200,0,0,0,0,0,0,0,0,0,0,0,0,0
GFGN_Federal_general_government_nondefense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297071,0,0,0,0,0,0,0,0,0
