commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,F010_Personal_consumption_expenditures,F02E_Private_fixed_investment_in_equipment,F02N_Private_fixed_investment_in_intellectual_property_products,F02T_Private_fixed_investment_in_structures,F030_Change_in_private_inventories,F040_Exports_of_goods_and_services,F050_Imports_of_goods_and_services,F06C_National_defense_Consumption_expenditures,F06E_National_defense_Gross_investment_except_structures,F06S_National_defense_Gross_investment_in_structures,F07C_Nondefense_Consumption_expenditures,F07E_Nondefense_Gross_investment_except_structures,F07S_Nondefense_Gross_investment_in_structures,F10C_State_and_local_government_consumption_expenditures,F10E_State_and_local_government_gross_investment_except_structures,F10S_State_and_local_government_gross_investment_in_structures,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,T001_Total_Intermediate,T004_Total_Final_Uses_GDP
327_Nonmetallic_mineral_products,46,1,21,60,94,359,5293,581,20,1,62,16,0,55,227,27,1375,62,205,96,260,218,347,34,55,116,12,182,44,0,212,2,72,134,4,2,5,5,34,5,6,0,181,525,0,0,0,154,253,-202,0,0,0,0,0,0,0,0,0,11,28,83,58,10714,730
331_Primary_metals,5,23,18,173,412,187,2406,2,6,7,95,47,11,79,418,61,163,9454,6940,2500,816,2045,3717,1182,284,706,1,7,233,0,98,3,61,0,8,0,2,2,17,1,3,0,9,70,0,0,0,234,1104,-2195,0,0,0,0,0,0,0,0,0,5,81,54,4,32349,-787
332_Fabricated_metal_products,87,161,47,167,91,445,6574,1456,12,44,184,194,16,236,755,61,123,857,1877,1686,1008,633,2901,1536,328,249,4,224,323,1,263,3,144,33,7,9,4,9,48,5,8,0,282,665,791,0,0,249,855,-294,0,497,0,0,2,0,0,34,0,13,427,91,21,23651,2798
333_Machinery,198,5,24,283,120,134,1830,32,84,10,47,75,171,16,225,13,87,292,379,1789,308,245,666,477,2,17,19,100,94,2,266,64,75,1,195,1,75,22,110,4,4,0,621,556,11236,0,0,308,3436,-593,0,501,0,0,35,0,0,127,0,4,192,49,167,9593,15607
334_Computer_and_electronic_products,1,1,8,4,0,22,324,1,0,0,0,0,1,1,0,0,0,20,90,131,5548,145,267,964,0,43,228,12,49,0,276,6,11,0,45,102,6,7,4,1,1,0,432,1684,4510,0,0,258,1522,-459,0,2998,0,0,209,0,0,227,0,1,1846,7,27,10636,10949
335_Electrical_equipment_appliances_and_components,30,29,29,55,6,211,2385,2,1,0,37,2,0,5,31,1,16,167,57,690,729,1281,282,159,2,65,20,130,166,0,107,5,69,16,45,3,45,4,22,3,8,0,261,3098,2080,0,0,328,575,-186,0,146,0,0,7,0,0,45,0,5,152,66,71,7467,6093
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,48,2,8,201,1,21,311,115,1,1,34,2,1,2,30,11,7,3,109,1065,304,173,14073,339,14,54,69,2245,329,1,20,5,5,214,21,5,16,3,50,1,2,0,166,13570,7532,0,0,762,1910,-1013,0,722,0,0,17,0,0,517,0,33,156,11,207,20494,24016
3364OT_Other_transportation_equipment,3,19,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,6,3277,0,0,2,0,469,0,0,0,0,0,4,0,4,1,3,9,0,0,16,427,1875,0,0,395,1406,-217,0,5483,0,0,575,0,0,22,0,0,4676,5,9,8572,9967
337_Furniture_and_related_products,0,0,4,10,0,74,1090,0,0,0,42,0,0,1,2,0,0,3,1,0,326,0,12,11,142,29,0,3,4,0,44,0,9,0,0,0,0,0,6,0,1,0,2,2699,1305,0,0,82,33,-34,0,13,0,0,12,0,0,78,0,2,7,11,2,1841,4186
339_Miscellaneous_manufacturing,7,2,1,3,1,20,171,22,76,559,8,13,49,7,25,19,42,71,57,28,59,74,15,17,8,1191,24,199,29,0,35,139,27,0,297,0,40,75,738,82,3,0,684,3183,840,0,0,73,298,-599,0,10,0,0,3,0,0,47,0,1,70,14,280,5287,3856
42_Wholesale_trade,1655,64,29,195,59,372,2995,3576,606,594,497,424,177,837,1148,273,310,517,472,829,799,431,2108,429,308,463,363,1104,852,3,310,102,143,99,195,23,124,61,395,60,21,1223,570,15005,3979,0,125,0,159,1226,0,0,0,0,0,0,0,93,0,44,5,101,136,26100,20587
44RT_Retail_trade,329,20,8,64,8,107,858,659,191,192,75,187,69,63,285,75,88,330,180,280,368,141,1012,200,60,140,59,401,270,1,132,46,31,36,70,0,31,25,112,15,6,150,176,64854,1755,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7550,66627
481_Air_transportation,41,6,1,14,1,6,74,112,49,65,5,19,21,11,98,27,12,22,28,29,53,26,51,31,6,32,7,40,50,13,36,213,6,3,81,4,32,27,28,4,1,19,62,2314,110,0,0,19,431,-282,0,32,0,0,2,0,0,4,0,67,34,3,22,1586,2630
482_Rail_transportation,268,34,6,221,20,270,878,904,141,55,183,306,79,98,424,75,372,1154,253,146,93,109,381,85,83,109,29,173,116,0,108,27,35,16,18,2,20,11,57,8,3,126,59,1758,274,0,39,89,698,-25,0,53,0,0,4,0,0,11,0,244,111,39,67,8016,2901
483_Water_transportation,58,11,4,40,3,94,104,133,18,6,28,23,3,199,49,8,41,136,14,10,6,8,14,5,6,11,7,45,45,0,9,3,8,1,6,1,6,3,9,1,1,11,12,461,15,0,0,14,1113,10,0,2,0,0,0,0,0,0,0,3,23,8,16,1246,1616
484_Truck_transportation,296,44,4,80,55,118,997,1194,195,169,103,166,46,93,209,47,120,443,151,111,99,84,276,64,43,90,139,218,1723,10,83,21,102,14,29,4,23,20,66,9,2,116,76,2096,317,0,0,82,482,0,0,35,0,0,3,0,0,13,0,291,65,28,59,8394,3028
485_Transit_and_ground_passenger_transportation,8,5,3,7,0,31,90,31,11,18,6,15,24,9,56,12,16,20,43,33,64,22,20,34,7,20,79,96,118,1,69,79,19,18,338,2,26,27,140,36,15,0,74,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,2,456,2213,2208
486_Pipeline_transportation,12,0,17,1,0,247,9,1,0,0,0,2,0,990,5,0,1,3,1,1,1,1,1,1,0,0,2,15,25,0,1,1,1,0,2,0,2,1,1,0,0,0,3,122,0,0,1,5,58,0,0,0,0,0,0,0,0,0,0,1,7,3,5,1367,186
487OS_Other_transportation_and_support_activities,1,1,1,11,0,6,17,11,8,10,3,6,7,3,16,3,8,7,15,11,16,7,5,8,3,10,513,1033,3893,27,13,87,4,4,63,1,5,5,104,59,214,0,15,109,0,0,0,0,501,4,0,0,0,0,0,0,0,0,0,4,0,3,0,6242,614
493_Warehousing_and_storage,383,0,0,1,0,1,1,1,1,0,0,0,2,2,12,0,0,0,7,0,2,0,1,1,0,0,64,864,202,16,12,20,25,27,76,0,11,4,14,3,3,3,9,19,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,17,15,60,1859,60
511_Publishing_industries_except_internet_includes_software,12,0,0,0,0,5,4,4,1,3,1,2,203,2,5,1,2,3,5,5,10,2,3,6,1,2,6,19,8,1,428,37,3,0,159,9,9,159,72,30,5,0,59,2947,0,471,0,51,157,-47,0,0,0,0,0,0,0,0,0,0,23,3,283,1598,3578
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,933,3,0,0,3,2,0,11,3,0,0,0,1,1466,0,1562,0,6,337,0,0,0,0,0,0,0,0,0,0,0,27,0,8,1003,3371
513_Broadcasting_and_telecommunications,74,2,1,4,5,76,156,54,23,45,12,32,26,19,67,13,32,76,79,57,97,30,34,83,14,32,201,683,265,2,1607,690,79,21,320,986,61,164,182,29,28,1,158,6238,475,593,0,0,78,0,0,0,0,0,0,0,0,0,0,1,128,18,229,6998,7383
514_Data_processing_internet_publishing_and_other_information_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,91,61,0,0,225,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,177,12,523,1328,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,317,19,28,101,13,401,452,204,79,119,49,83,79,375,229,41,108,205,199,169,176,85,107,63,36,76,347,3163,493,6,297,2848,1340,0,434,192,93,23,215,78,122,0,209,3915,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,25,1,0,13699,3924
523_Securities_commodity_contracts_and_investments,0,0,0,2,0,15,3,3,1,1,0,1,1,12,5,0,1,5,2,2,3,1,4,1,0,1,1,5,8,0,8,954,6,0,2,129,2,0,0,0,0,0,1,1978,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,26,1210,1979
524_Insurance_carriers_and_related_activities,263,18,10,43,7,68,323,115,23,35,18,34,17,68,59,17,42,124,83,50,36,17,33,39,30,14,212,740,532,1,61,4002,798,327,117,10,77,58,99,75,52,4,252,8827,0,0,187,0,30,53,0,0,0,0,0,0,0,0,0,1,13,91,150,9255,9097
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,1199,48,123,5,0,38,0,11,0,0,0,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,725
531_Real_estate,829,14,0,107,6,97,156,62,34,72,21,41,92,216,71,19,28,27,95,66,90,28,19,31,34,45,314,2825,383,16,402,698,897,122,796,67,81,522,566,203,52,0,735,56231,0,0,2101,0,0,0,0,0,0,0,0,0,0,0,0,12,36,17,178,11222,58332
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,207,16,2997,24,27,57,199,37,8,3,12,15,11,12,26,6,19,11,26,23,37,11,254,10,1,10,196,140,559,6,135,113,45,39,280,155,83,59,73,13,22,0,196,1446,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,4,12,12,100,6299,1851
5411_Legal_services,32,2,3,11,6,45,1132,31,7,7,5,11,7,4,6,1,13,28,13,3,45,6,7,17,1,1,131,217,99,6,44,365,32,29,1036,110,12,18,22,30,17,0,115,2642,0,0,340,0,55,0,0,0,0,0,0,0,0,0,0,1,90,31,92,3944,3037
5412OP_Miscellaneous_professional_scientific_and_technical_services,127,5,3,37,12,212,1617,1329,72,138,35,114,55,397,1397,108,105,147,196,136,268,240,203,60,53,273,866,4198,344,12,443,1813,460,58,1520,661,129,94,160,178,107,0,319,1226,0,6087,24,0,213,0,0,7358,0,0,3924,0,0,280,0,25,215,58,224,19220,19113
5415_Computer_systems_design_and_related_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,39,34,0,0,512,523,0,0,0,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,17,289,38,190,1690,433
55_Management_of_companies_and_enterprises,0,5,113,132,208,8,67,1800,214,359,46,292,128,110,814,190,175,363,370,632,510,218,471,410,83,129,914,2206,294,0,205,203,35,35,114,0,94,16,165,42,66,1,178,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,3,6,1,12425,153
561_Administrative_and_support_services,242,7,6,15,24,181,173,65,24,35,16,42,23,89,88,17,42,73,75,55,95,29,51,91,10,24,273,292,128,17,107,366,184,4,179,68,109,56,75,31,47,0,74,1863,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,325,47,243,4237,1883
562_Waste_management_and_remediation_services,141,0,2,29,1,102,83,46,17,10,5,77,7,64,67,10,34,60,24,14,22,14,23,22,3,6,67,453,114,0,37,153,32,11,191,2,29,103,195,18,23,0,116,233,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,29,21,14,114,2604,235
61_Educational_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,56,4947,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,371,0,18,447,4971
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,11726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,249,320,11726
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,2,0,119,9640
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135
711AS_Performing_arts_spectator_sports_museums_and_related_activities,1,1,0,1,0,4,13,4,2,3,1,2,3,1,8,2,2,3,6,5,9,3,3,5,1,3,15,258,5,0,310,31,3,0,46,36,1,8,15,352,4,0,41,1597,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,1260,1695
713_Amusements_gambling_and_recreation_industries,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,2,39,19,0,51,4,0,0,6,11,0,1,3,2,1,0,6,2501,0,0,0,0,104,1,0,0,0,0,0,0,0,0,0,0,7,0,0,164,2607
721_Accommodation,7,5,3,5,0,26,74,25,9,15,5,12,20,7,47,10,13,17,36,27,53,18,17,28,5,17,65,86,29,2,57,96,16,13,281,14,21,23,89,30,12,0,61,2183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,236,1,290,1926,2183
722_Food_services_and_drinking_places,23,16,10,18,0,90,261,88,30,51,18,42,70,25,164,34,46,58,124,94,183,62,59,97,19,59,228,292,104,2,194,307,55,30,818,60,72,141,312,101,43,0,207,20312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,5,38,4785,20312
81_Other_services_except_government,472,20,16,46,6,247,525,280,43,58,31,87,55,116,171,33,80,117,155,102,157,51,281,183,20,47,389,1337,763,2,282,643,254,35,437,306,135,136,467,78,186,0,624,24477,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,558,65,421,10524,24489
GFE_Federal_government_enterprises,6,1,1,6,1,100,21,29,14,38,4,12,38,16,30,7,10,16,24,23,39,13,26,22,6,20,77,548,82,2,182,728,284,2,317,5,195,81,189,9,11,1,268,884,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,56,5,150,3712,980
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50516,0,0,10690,0,0,0,0,0,0,0,0,0,0,61206
GSLE_State_and_local_government_enterprises,1,1,1,3,1,7,22,8,2,1,1,3,0,2,5,1,2,6,2,1,1,1,2,1,0,1,13,38,42,0,8,10,3,4,15,1,4,6,19,1,2,0,11,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,13,338,910
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41549,0,0,0,0,0,0,0,41549
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,328,0,0,0,4,0,0,0,0,0,0,0,0,0,45,0,0,0,0,14,11,5,0,0,0,0,20,0,1358,0,194,346,0,0,0,24,0,0,0,36,0,0,0,1449,0,0,0,33,2169,-8024,0,0,0,0,0,0,0,0,0,102,2524,0,5,5016,-4373
T005_Total_Intermediate,20715,2234,3897,3764,1333,8336,39149,54375,12598,15122,4994,10000,4141,15896,17746,4293,5960,20819,14022,11900,13832,7721,29575,10579,3275,6082,7794,33569,17473,254,11476,18527,9829,2048,10543,4079,2535,2882,7286,2133,1300,11310,10207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,15621,2329,10794,525563,0
