commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,F010_Personal_consumption_expenditures,F02E_Private_fixed_investment_in_equipment,F02N_Private_fixed_investment_in_intellectual_property_products,F02T_Private_fixed_investment_in_structures,F030_Change_in_private_inventories,F040_Exports_of_goods_and_services,F050_Imports_of_goods_and_services,F06C_National_defense_Consumption_expenditures,F06E_National_defense_Gross_investment_except_structures,F06S_National_defense_Gross_investment_in_structures,F07C_Nondefense_Consumption_expenditures,F07E_Nondefense_Gross_investment_except_structures,F07S_Nondefense_Gross_investment_in_structures,F10C_State_and_local_government_consumption_expenditures,F10E_State_and_local_government_gross_investment_except_structures,F10S_State_and_local_government_gross_investment_in_structures,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,T001_Total_Intermediate,T004_Total_Final_Uses_GDP
321_Wood_products,129,27,58,52,6,228,10393,70,69,40,3725,499,2,11,47,62,145,237,299,157,46,127,335,158,1332,389,49,10,117,1,172,4,207,7,16,1,34,15,64,15,27,2,38,296,7,0,4011,623,758,-2593,0,0,0,0,0,0,0,0,0,15,14,189,25,19667,3101
322_Paper_products,125,159,5,42,1,47,580,3665,440,422,130,8429,3454,212,1402,593,691,108,620,319,292,407,328,44,224,702,429,1133,130,3,2448,377,48,52,222,19,100,108,274,21,70,457,214,2175,0,0,0,257,1419,-2398,0,0,0,0,0,0,0,0,0,13,79,41,542,30223,1452
323_Printing_and_related_support_activities,3,14,1,3,0,45,45,647,8,103,5,15,1082,2,99,6,15,27,259,13,119,17,412,56,5,16,180,117,123,1,2422,1525,65,50,527,62,109,161,134,37,47,39,430,481,0,0,0,134,117,-65,0,0,0,0,0,0,0,0,0,25,179,26,848,10123,666
324_Petroleum_and_coal_products,1097,292,71,258,60,1243,2330,240,102,63,136,326,38,1770,561,103,213,419,235,246,96,84,176,141,36,90,202,785,3013,7,226,188,414,25,264,46,289,177,273,44,94,16,249,17510,0,0,0,267,1084,-5045,0,0,0,0,0,0,0,0,0,32,667,456,1342,19236,13815
325_Chemical_products,3646,292,118,290,104,230,373,695,4494,393,416,1291,402,904,12042,4218,733,1277,953,462,367,749,560,269,178,596,140,105,193,0,260,31,254,6,107,44,173,81,1979,37,91,113,342,15005,327,0,0,725,5473,-2465,0,0,0,0,0,0,0,0,0,24,609,529,1304,42474,19065
326_Plastics_and_rubber_products,438,83,15,210,22,168,1412,1192,433,425,173,521,193,59,1232,1068,348,226,715,1066,858,800,2763,246,726,853,166,285,637,1,176,42,298,234,232,6,145,36,749,28,91,143,388,3700,57,0,0,474,944,-1180,0,0,0,0,0,0,0,0,0,16,125,151,217,20411,3995
327_Nonmetallic_mineral_products,30,22,66,92,113,346,11146,1455,64,9,267,38,6,65,339,135,2299,373,341,221,336,341,1029,132,138,148,38,94,205,0,239,10,261,30,49,5,49,61,117,17,53,68,125,1240,0,0,0,379,621,-1213,0,0,0,0,0,0,0,0,0,17,17,286,111,21403,1027
331_Primary_metals,12,29,137,289,497,102,3693,42,18,23,334,130,73,51,756,213,191,18351,15364,7344,1503,4425,10067,2410,639,1699,1,5,172,0,74,3,86,4,11,1,15,7,42,4,7,10,16,190,3,0,0,577,2632,-7030,0,0,0,0,0,0,0,0,0,6,123,73,9,69064,-3628
332_Fabricated_metal_products,172,595,243,385,74,465,19147,3696,91,123,797,221,51,320,1157,394,312,1636,4387,4130,1813,1199,5578,2174,831,547,72,199,661,2,358,10,406,17,227,18,217,34,193,23,37,96,493,1612,2755,0,0,1053,2135,-1911,0,460,0,0,27,0,0,107,0,31,869,365,124,54991,6238
333_Machinery,432,90,146,615,143,392,1857,128,204,43,334,132,300,43,537,132,131,909,667,3442,214,258,902,711,26,47,90,139,272,3,393,59,214,221,392,2,255,53,483,25,29,21,729,1767,34001,0,0,1177,10022,-4139,0,298,0,0,154,0,0,568,0,14,251,272,301,17054,43847
334_Computer_and_electronic_products,2,13,23,6,2,87,697,7,25,2,20,25,3,15,160,20,21,141,76,438,12355,452,802,2632,7,164,489,46,173,1,1127,98,48,86,194,206,85,77,65,6,6,0,475,5077,12355,0,0,586,6927,-5841,0,1657,0,0,487,0,0,434,0,3,2170,61,67,23683,21681
335_Electrical_equipment_appliances_and_components,80,39,112,103,29,357,5362,22,14,25,237,16,4,10,54,28,68,633,310,2231,1069,2456,948,254,17,134,31,91,347,0,230,26,231,55,99,7,83,49,74,18,29,7,216,7326,4457,0,0,783,1644,-1705,0,65,0,0,35,0,0,109,0,15,118,317,75,16733,12714
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,71,123,56,166,6,23,134,7,0,8,208,1,3,10,9,23,21,285,115,2364,30,85,27659,785,7,4,131,2557,563,1,36,13,11,245,45,11,47,3,4,3,3,0,2400,32782,20614,0,0,1259,7616,-11015,0,280,0,0,71,0,0,1057,0,6,102,41,81,38503,52663
3364OT_Other_transportation_equipment,0,201,4,13,0,6,5,1,1,0,13,1,0,1,1,1,0,50,37,2,1,5,75,8540,0,15,17,0,2231,0,24,27,7,37,74,0,54,6,31,31,3,0,76,2840,6844,0,0,440,5996,-2069,0,3130,0,0,574,0,0,134,0,5,6908,35,16,18557,17889
337_Furniture_and_related_products,2,1,10,7,0,44,1919,3,1,0,166,2,0,1,4,1,3,29,3,3,398,5,48,83,94,1,0,1,20,0,32,0,38,1,1,0,4,3,6,1,3,0,6,6460,3460,0,0,332,95,-297,0,17,0,0,45,0,0,218,0,2,8,34,12,3004,10331
339_Miscellaneous_manufacturing,13,34,9,42,2,51,97,20,63,878,39,24,133,9,96,59,87,104,95,178,151,87,100,65,55,1488,82,140,96,1,71,162,50,46,395,0,106,117,1556,69,53,79,722,8530,2250,0,0,501,1325,-2379,0,21,0,0,12,0,0,124,0,8,135,40,700,8605,10384
42_Wholesale_trade,3140,412,104,395,75,797,4966,7154,1727,1787,914,1328,511,1103,2423,941,627,2207,1670,2145,1668,1064,3554,1044,489,964,887,801,1631,4,712,221,337,112,368,60,237,165,1019,94,175,1703,749,29394,7521,0,329,1400,6756,3271,0,299,0,0,81,0,0,216,0,40,870,381,1286,55061,49266
44RT_Retail_trade,694,54,28,65,12,239,2549,354,188,77,491,176,36,44,365,138,159,236,227,338,199,175,1121,140,204,108,71,215,483,1,96,32,83,22,71,0,48,36,165,15,30,147,150,124532,1343,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,17,0,10097,125894
481_Air_transportation,21,107,46,37,5,38,160,257,119,141,74,154,110,60,409,217,124,200,490,263,273,123,157,209,70,107,217,89,122,2,438,808,33,61,791,9,136,107,241,13,3,26,69,7193,88,0,0,14,1394,-1186,0,10,0,0,2,0,0,3,0,118,424,17,12,7709,7518
482_Rail_transportation,427,38,18,316,17,418,1368,1259,221,72,391,440,130,88,621,182,455,1562,355,251,96,149,697,118,111,165,66,112,312,0,134,29,58,34,84,3,67,31,114,11,22,205,87,2725,530,0,0,204,1285,-76,0,17,0,0,4,0,0,20,0,157,251,87,124,11951,4709
483_Water_transportation,138,26,15,81,16,129,308,299,44,14,50,48,9,293,133,33,79,320,48,32,14,19,46,17,11,31,15,32,76,0,20,9,22,2,12,4,11,9,29,62,6,24,16,1123,56,0,18,38,1828,116,0,1,0,0,0,0,0,1,0,40,196,28,47,2913,3182
484_Truck_transportation,544,84,17,222,100,354,2400,1814,321,275,145,308,170,115,472,152,360,972,402,319,239,174,574,177,85,288,235,551,5126,20,260,109,164,65,343,7,278,116,379,31,35,330,172,5119,740,0,28,218,1032,0,0,19,0,0,6,0,0,28,0,233,594,108,166,20409,7189
485_Transit_and_ground_passenger_transportation,1,47,12,35,2,17,61,124,82,95,44,95,45,8,189,102,72,158,184,94,172,86,104,132,54,85,168,33,193,1,285,102,9,29,585,4,53,17,126,18,6,7,42,4152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,4,839,4651,4152
486_Pipeline_transportation,13,3,132,3,0,494,13,2,1,1,2,4,0,3016,51,1,4,12,3,3,1,1,2,1,0,1,3,10,65,0,1,2,5,0,3,1,3,2,3,0,1,0,3,224,0,0,0,13,86,0,0,0,0,0,0,0,0,0,0,1,9,5,15,3899,324
487OS_Other_transportation_and_support_activities,0,4,1,0,22,2,175,1,1,2,0,2,2,1,7,3,0,2,3,3,10,2,3,16,0,0,1072,1374,10529,48,10,280,101,34,56,2,4,3,7,129,97,0,33,329,0,0,0,0,864,-38,0,0,0,0,0,0,0,0,0,49,296,12,16,14410,1155
493_Warehousing_and_storage,594,1,0,2,0,2,3,3,2,1,1,1,4,3,26,1,1,1,18,1,5,0,2,2,1,1,261,2135,430,26,29,44,38,15,74,0,55,7,24,5,8,13,13,58,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,56,22,107,4035,170
511_Publishing_industries_except_internet_includes_software,27,4,2,2,0,14,23,8,5,13,3,12,58,2,16,6,4,27,16,13,28,8,10,18,15,9,43,40,26,3,326,158,22,17,633,24,34,385,259,34,28,1,187,6522,0,949,0,96,354,-197,0,0,0,0,0,0,0,0,0,7,23,20,1051,3662,7724
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,5,0,11,2,3,4,0,5,2,6,0,2,3,0,8,14,2,9,1,0,0,44,14,27,0,3213,18,0,0,0,6,0,87,46,0,1,0,44,2884,0,2431,0,-105,573,-19,0,0,0,0,0,0,0,0,0,7,73,0,50,3706,5765
513_Broadcasting_and_telecommunications,181,25,21,6,3,106,597,71,75,120,39,48,92,38,112,53,53,84,154,192,167,75,95,131,31,82,793,908,598,5,4956,1481,194,119,1314,2370,368,154,354,69,46,104,402,16987,2701,1074,0,0,552,0,0,0,0,0,0,0,0,0,0,12,298,33,684,17912,21314
514_Data_processing_internet_publishing_and_other_information_services,0,4,12,5,5,27,34,23,7,9,1,2,18,10,0,2,6,14,16,13,43,14,11,52,6,4,51,4,43,42,416,660,2,7,473,457,18,21,68,2,6,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,578,43,1818,5080,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,1482,140,121,218,19,345,1901,622,210,365,256,164,145,299,518,197,265,434,546,569,541,287,526,355,129,263,849,2596,1803,10,662,7467,2193,105,1565,424,331,124,663,226,339,617,259,12812,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,89,758,12,2807,34814,12860
523_Securities_commodity_contracts_and_investments,0,2,2,6,0,32,1,17,3,4,6,6,3,3,17,6,5,9,8,13,15,3,13,8,3,12,5,11,8,0,27,2485,12,3,15,184,7,12,4,1,1,2,7,3138,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7,37,3025,3157
524_Insurance_carriers_and_related_activities,573,68,32,55,43,72,859,143,30,33,68,29,81,39,91,33,52,158,120,65,43,32,111,50,60,27,317,808,986,2,136,11484,1795,156,280,20,101,63,644,126,130,154,252,21179,0,0,573,0,277,-270,0,0,0,0,0,0,0,0,0,4,4,21,331,20780,21758
525_Funds_trusts_and_other_financial_vehicles,0,1,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,2957,90,91,10,0,50,0,11,0,0,0,0,2762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240,2762
531_Real_estate,2866,112,0,456,4,203,843,181,155,179,86,197,115,126,591,120,160,103,355,284,469,172,113,155,97,174,744,4509,654,42,1141,1676,5201,304,2274,162,387,1127,1830,335,465,847,1229,118599,0,0,6312,0,0,0,0,0,0,0,0,0,0,0,0,58,121,55,767,32239,124911
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,211,154,4028,139,54,101,1062,165,63,89,93,74,91,41,163,50,103,150,162,151,133,78,376,156,49,62,661,540,1805,5,414,971,224,111,884,370,229,128,378,96,106,100,316,2665,0,0,0,0,2432,0,0,0,0,0,0,0,0,0,0,30,240,32,416,16054,5097
5411_Legal_services,49,35,27,6,2,47,3620,31,23,37,24,20,36,11,145,18,36,85,123,84,76,51,48,151,13,43,281,524,204,10,128,705,380,54,1020,252,82,36,440,29,23,87,194,6948,0,0,1051,0,195,0,0,0,0,0,0,0,0,0,0,3,60,23,742,10114,8194
5412OP_Miscellaneous_professional_scientific_and_technical_services,296,193,101,169,21,256,8202,2216,294,389,182,276,249,402,2987,381,269,504,612,509,356,413,915,456,175,637,2216,5146,1401,20,1737,3711,1257,304,3650,1557,448,385,1025,426,446,654,1012,3708,0,14807,77,0,916,-33,0,9347,0,0,9036,0,0,810,0,51,843,554,1847,50149,38668
5415_Computer_systems_design_and_related_services,0,2,7,3,3,13,17,6,4,6,1,3,10,5,9,3,4,8,11,10,28,8,8,28,4,3,48,28,24,77,545,345,1,4,753,751,6,10,49,1,3,2,9,0,0,3220,0,0,0,0,0,35,0,0,46,0,0,287,0,12,382,57,267,3576,3587
55_Management_of_companies_and_enterprises,0,12,217,274,282,14,165,3175,453,776,127,546,258,229,1669,480,348,732,809,1659,1101,466,1047,784,204,277,1507,4845,510,0,474,530,58,43,194,0,349,37,598,184,129,2,312,0,0,0,0,0,483,0,0,0,0,0,0,0,0,0,0,0,4,11,3,25895,483
561_Administrative_and_support_services,155,97,56,115,45,118,699,227,130,138,70,101,113,66,356,77,97,213,247,225,259,112,191,235,67,94,982,683,540,51,366,1654,402,109,906,169,234,185,1142,146,314,174,505,3180,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,43,556,167,474,14103,3352
562_Waste_management_and_remediation_services,302,8,43,68,1,67,390,130,103,19,34,152,14,56,170,49,57,187,93,50,32,41,78,37,25,32,176,194,218,0,87,338,197,40,187,7,987,107,402,40,110,251,149,569,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,11,35,42,171,5988,582
61_Educational_services,0,13,2,9,0,10,13,7,12,5,7,6,6,11,83,16,13,36,39,14,20,14,43,13,20,6,10,58,17,0,12,29,4,2,20,0,4,10,19,2,1,9,154,15098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1332,6,55,2165,15098
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,4,450,816,30173
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,23,38575
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4588
711AS_Performing_arts_spectator_sports_museums_and_related_activities,1,2,2,1,0,2,38,5,2,4,2,3,3,2,14,3,3,4,8,12,21,6,10,26,4,7,52,44,7,1,430,79,6,0,278,77,5,50,13,1127,34,511,47,3499,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1,2,2990,3698
713_Amusements_gambling_and_recreation_industries,0,0,0,0,0,1,8,1,0,0,0,1,1,0,2,0,0,1,2,2,3,1,1,3,0,2,19,8,99,0,53,9,1,0,38,27,0,18,2,3,4,59,6,5447,0,0,0,0,115,-2,0,0,0,0,0,0,0,0,0,1,15,0,9,402,5560
721_Accommodation,8,38,11,14,1,26,80,63,56,83,28,61,38,3,146,80,37,114,132,71,287,77,119,243,27,65,251,57,45,3,338,194,12,46,1119,27,123,5,143,16,5,0,68,5728,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,344,3,389,5098,5734
722_Food_services_and_drinking_places,24,48,68,20,4,66,835,149,74,103,54,81,96,54,396,89,87,120,250,302,459,122,164,637,46,121,911,483,421,2,445,1057,225,73,880,134,148,190,506,113,35,0,412,48021,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,112,38,178,10841,48030
81_Other_services_except_government,389,187,32,101,35,247,949,435,158,140,149,151,101,47,315,137,148,190,290,223,408,208,605,192,81,157,1172,1056,1419,3,434,801,355,146,1270,572,362,252,992,223,291,649,921,46836,0,0,0,1,85,-50,0,0,0,0,0,0,0,0,0,39,118,29,611,17794,46870
GFE_Federal_government_enterprises,11,12,7,15,0,122,96,105,40,107,16,29,52,23,69,21,27,48,63,80,94,37,94,90,19,47,185,740,105,3,535,1947,402,77,538,11,244,67,373,16,37,47,262,1886,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,21,182,14,381,7513,2042
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84868,0,0,29665,0,0,0,0,0,0,0,0,0,0,114534
GSLE_State_and_local_government_enterprises,0,6,5,14,0,8,24,19,4,2,5,24,2,12,34,2,5,52,4,4,3,1,4,3,2,9,44,70,143,1,26,30,47,11,16,2,12,17,28,6,18,29,41,2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,1,36,839,2459
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124592,0,0,0,0,0,0,0,124592
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,5,6,20,6,0,8,144,67,12,14,8,15,12,26,212,14,20,20,34,76,212,54,43,84,6,28,106,62,1783,0,771,496,24,10,147,39,17,9,34,40,7,0,52,1951,0,0,0,-69,4658,-13611,0,0,0,0,0,0,0,0,0,200,2328,3,5,7281,-7071
T005_Total_Intermediate,44537,8033,7485,8173,1842,14432,95220,110657,23714,22413,15439,19508,8829,26917,35838,12480,11716,44359,33188,31532,27618,16054,64658,25073,7420,12049,18833,40479,42470,466,28852,47042,27357,3544,24157,8671,7698,5821,22617,4911,5235,26685,16881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783,25818,6843,35297,1130645,0
