commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,F010_Personal_consumption_expenditures,F02E_Private_fixed_investment_in_equipment,F02N_Private_fixed_investment_in_intellectual_property_products,F02T_Private_fixed_investment_in_structures,F030_Change_in_private_inventories,F040_Exports_of_goods_and_services,F050_Imports_of_goods_and_services,F06C_National_defense_Consumption_expenditures,F06E_National_defense_Gross_investment_except_structures,F06S_National_defense_Gross_investment_in_structures,F07C_Nondefense_Consumption_expenditures,F07E_Nondefense_Gross_investment_except_structures,F07S_Nondefense_Gross_investment_in_structures,F10C_State_and_local_government_consumption_expenditures,F10E_State_and_local_government_gross_investment_except_structures,F10S_State_and_local_government_gross_investment_in_structures,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,T001_Total_Intermediate,T004_Total_Final_Uses_GDP
325_Chemical_products,1895,26,73,237,44,174,986,402,2354,256,157,864,398,690,8049,1928,393,576,550,179,242,398,271,68,125,377,169,183,179,0,117,39,309,92,100,27,183,55,1502,73,45,10,475,7498,0,0,0,468,2537,-782,0,0,0,0,0,0,0,0,0,9,648,175,585,26689,9720
326_Plastics_and_rubber_products,162,15,21,147,11,52,641,342,148,323,42,249,84,38,439,454,162,54,212,350,349,449,857,176,298,433,114,376,275,1,63,15,114,193,183,4,92,9,130,9,22,0,347,1496,26,0,0,147,343,-140,0,0,0,0,1,0,0,0,0,7,136,27,153,8781,1874
327_Nonmetallic_mineral_products,43,1,48,76,100,354,6015,732,31,2,75,19,0,61,255,33,1548,105,193,148,281,238,413,38,67,112,39,208,78,0,227,3,106,85,18,3,12,5,41,7,12,0,192,602,0,0,0,172,316,-269,0,0,0,0,0,0,0,0,0,18,21,93,62,12214,823
331_Primary_metals,6,26,75,260,485,170,2380,8,5,4,109,67,27,80,573,61,198,12334,8707,3629,902,2672,5170,1380,357,931,1,7,245,0,99,3,72,0,8,0,5,3,22,1,4,0,12,90,0,0,0,455,1321,-3306,0,0,0,0,0,0,0,0,0,7,119,55,4,41287,-1439
332_Fabricated_metal_products,109,246,174,260,94,518,8070,1732,12,62,214,200,19,201,850,115,146,1022,2325,1871,955,689,3681,1504,358,284,14,293,488,2,309,6,218,20,196,10,62,12,71,8,12,2,633,831,1079,0,0,401,1075,-458,0,622,0,0,7,0,0,59,0,25,813,137,33,29073,3616
333_Machinery,225,5,73,293,121,126,1956,77,104,18,51,106,202,57,339,33,106,456,463,2160,297,261,814,474,8,25,36,98,101,3,226,69,90,8,325,1,111,30,162,4,4,0,585,713,16173,0,0,631,3990,-1052,0,442,0,0,63,0,0,165,0,6,201,56,186,11155,21126
334_Computer_and_electronic_products,1,1,17,5,0,28,468,2,1,1,0,1,1,14,14,1,1,41,103,192,7047,201,349,1061,0,110,517,20,91,0,386,12,15,5,107,130,26,15,9,2,1,0,493,2358,5452,0,0,566,1705,-814,0,2113,0,0,334,0,0,244,0,1,1899,10,38,13436,11958
335_Electrical_equipment_appliances_and_components,42,19,88,72,6,263,3227,3,2,4,46,3,1,13,42,1,31,271,73,932,799,1583,397,134,2,81,33,111,177,0,138,10,126,12,77,4,57,12,29,6,10,0,242,3503,2458,0,0,379,706,-330,0,132,0,0,15,0,0,46,0,10,166,79,82,9516,6908
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,54,11,37,208,2,15,255,135,1,2,73,1,2,1,42,24,18,77,190,1471,351,243,19797,444,14,56,128,2795,343,2,17,5,5,173,77,8,49,3,51,2,3,0,617,17380,9309,0,0,569,2104,-1132,0,557,0,0,39,0,0,614,0,28,201,23,184,28240,29442
3364OT_Other_transportation_equipment,6,21,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,2,27,0,4,3971,0,0,7,0,712,0,0,0,0,0,9,0,7,1,2,8,1,0,16,634,3587,0,0,1154,1742,-407,0,3910,0,0,839,0,0,19,0,1,4095,3,8,8920,11479
337_Furniture_and_related_products,0,0,7,11,0,63,1095,0,0,0,47,0,0,1,2,0,0,3,0,0,380,0,10,8,187,23,0,3,3,0,42,0,8,0,0,0,0,0,6,0,1,0,2,3300,1597,0,0,87,35,-49,0,15,0,0,20,0,0,87,0,3,10,10,7,1933,5092
339_Miscellaneous_manufacturing,8,7,2,4,1,19,202,30,74,519,12,16,57,7,29,41,56,74,48,45,66,70,29,19,13,1205,49,231,43,1,41,162,51,1,317,0,43,118,916,80,18,0,757,3927,861,0,0,114,360,-794,0,15,0,0,6,0,0,47,0,2,101,15,333,5928,4536
42_Wholesale_trade,1680,125,66,223,63,383,3203,4069,773,1089,475,699,316,862,1330,351,367,904,671,948,820,533,2272,410,295,552,708,1121,1012,4,390,151,188,65,276,30,138,91,507,59,51,1288,676,17466,4578,0,150,773,2715,1612,0,310,0,0,44,0,0,105,0,44,708,118,589,31693,27754
44RT_Retail_trade,316,19,22,66,10,115,1168,599,171,145,178,173,60,57,379,99,101,277,184,289,324,140,1167,170,108,124,87,365,274,1,114,37,46,23,80,0,35,25,131,12,12,182,177,73550,1921,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8063,75500
481_Air_transportation,54,8,3,11,1,8,95,143,56,70,17,24,27,11,113,29,12,25,29,36,65,28,119,35,7,38,13,63,88,11,37,266,8,5,72,4,47,36,42,7,20,23,57,3058,177,0,0,31,584,-355,0,28,0,0,4,0,0,7,0,100,51,4,73,2094,3535
482_Rail_transportation,265,36,16,261,21,276,982,885,148,55,181,308,85,84,475,85,381,1253,282,177,94,128,510,88,82,100,48,166,190,0,105,28,42,12,36,2,30,12,73,8,8,134,72,1915,331,0,61,119,700,-23,0,40,0,0,6,0,0,13,0,248,104,40,70,8684,3161
483_Water_transportation,62,14,6,53,3,116,120,156,19,6,31,30,4,244,61,10,48,174,19,11,6,9,18,5,5,10,11,43,49,0,9,3,11,1,6,1,6,4,11,1,3,14,14,478,12,0,3,26,1237,2,0,1,0,0,0,0,0,0,0,13,24,8,21,1497,1760
484_Truck_transportation,313,41,11,101,59,138,1055,1295,201,176,85,190,59,94,246,61,176,505,181,137,105,97,354,66,44,93,258,235,2223,14,102,35,231,12,102,5,51,34,100,14,18,134,105,2413,375,0,11,115,499,0,0,28,0,0,4,0,0,14,0,258,90,51,144,10095,3458
485_Transit_and_ground_passenger_transportation,9,5,7,7,0,29,116,39,11,18,6,14,22,7,62,14,17,21,50,42,69,26,24,39,7,21,161,104,103,1,71,99,23,11,353,2,31,29,140,33,18,0,85,2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,551,2516,2326
486_Pipeline_transportation,11,1,23,1,1,305,9,1,0,0,0,1,0,1203,6,0,1,2,1,1,1,1,1,1,0,0,3,14,26,0,1,1,2,0,2,0,2,1,1,0,1,0,4,138,0,0,1,13,61,0,0,0,0,0,0,0,0,0,0,1,9,3,7,1650,213
487OS_Other_transportation_and_support_activities,1,1,1,7,0,4,17,12,5,6,2,5,8,2,13,3,5,5,11,9,13,6,4,7,2,8,861,1078,4519,34,11,202,3,2,54,1,5,5,79,49,213,0,13,130,0,0,0,0,501,1,0,0,0,0,0,0,0,0,0,29,0,2,4,7324,632
493_Warehousing_and_storage,466,0,0,1,0,1,1,1,1,0,0,0,2,3,14,0,0,0,7,0,2,0,1,1,0,0,144,941,270,21,13,26,32,16,79,0,21,5,17,4,4,5,11,21,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,25,18,68,2221,70
511_Publishing_industries_except_internet_includes_software,15,0,1,0,0,5,6,6,2,3,1,3,115,2,6,2,4,10,7,6,10,3,4,7,1,3,13,19,10,2,319,50,5,1,203,11,14,216,111,20,7,0,95,3267,0,555,0,95,177,-58,0,0,0,0,0,0,0,0,0,1,15,4,527,1865,4037
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,3,5,0,1108,4,0,0,5,2,1,9,5,0,1,0,11,1722,0,1755,0,-17,360,0,0,0,0,0,0,0,0,0,0,1,30,0,16,1215,3820
513_Broadcasting_and_telecommunications,80,1,2,7,6,78,209,79,26,48,14,36,32,17,77,19,39,80,92,83,117,40,49,97,16,35,401,698,296,3,1896,739,100,16,359,1167,100,177,234,31,38,4,165,7451,683,714,0,0,92,0,0,0,0,0,0,0,0,0,0,4,124,22,262,8215,8941
514_Data_processing_internet_publishing_and_other_information_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,128,82,0,0,283,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,175,15,655,1627,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,403,30,68,117,15,368,601,243,93,140,60,83,77,345,249,48,118,228,209,208,177,95,156,70,38,83,652,3410,555,9,322,3942,1703,5,559,229,171,32,261,85,222,5,231,4750,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,37,28,11,0,16795,4781
523_Securities_commodity_contracts_and_investments,0,0,0,3,0,13,3,4,1,1,1,3,1,17,7,1,2,5,3,3,4,1,4,1,0,2,2,5,5,0,9,1135,6,0,2,139,3,0,1,0,0,0,2,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,1416,2474
524_Insurance_carriers_and_related_activities,301,14,15,55,8,68,423,113,23,35,20,31,18,56,57,17,51,139,82,53,33,20,38,35,30,17,414,807,586,2,68,5490,1179,206,145,12,107,63,211,76,66,8,308,10611,0,0,222,0,24,62,0,0,0,0,0,0,0,0,0,4,11,125,201,11841,10920
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,1436,61,69,5,0,44,0,12,0,0,0,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644,932
531_Real_estate,1003,28,0,199,8,88,272,137,61,100,31,84,92,253,260,37,81,56,146,145,163,80,63,77,37,72,684,3303,523,25,498,928,1482,84,920,85,174,674,845,211,121,9,826,63352,0,0,2464,0,0,0,0,0,0,0,0,0,0,0,0,27,42,43,225,15302,65815
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,204,14,2632,32,20,49,284,54,11,11,14,20,12,34,44,9,28,48,35,32,35,16,256,29,4,11,308,204,453,5,139,202,100,25,307,184,82,62,94,14,24,0,203,1535,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,10,54,25,135,6570,2058
5411_Legal_services,33,2,17,11,6,39,1214,39,10,9,6,14,7,5,22,3,14,37,20,13,28,10,10,22,2,3,278,204,87,7,54,423,203,19,1021,130,28,23,53,28,21,0,121,3038,0,0,403,0,69,0,0,0,0,0,0,0,0,0,0,1,83,24,110,4513,3511
5412OP_Miscellaneous_professional_scientific_and_technical_services,242,8,31,66,12,188,1929,1478,89,154,44,130,65,380,1587,130,126,254,220,180,242,274,255,101,60,275,1673,4086,385,14,614,2340,917,35,1510,725,141,129,184,175,152,14,387,1691,0,7331,28,0,278,0,0,7318,0,0,5872,0,0,376,0,28,276,81,364,22751,22893
5415_Computer_systems_design_and_related_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,41,34,0,0,531,593,0,0,0,0,0,0,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,49,0,21,262,43,219,1792,726
55_Management_of_companies_and_enterprises,0,5,133,150,238,9,90,2141,255,412,52,326,145,135,948,228,194,450,406,779,559,264,587,424,100,150,1376,2297,327,0,222,256,38,23,108,0,142,19,230,37,75,1,216,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,2,7,2,14558,164
561_Administrative_and_support_services,268,7,16,45,32,119,345,118,31,41,19,58,29,119,150,28,58,143,93,84,105,41,76,102,15,31,654,301,131,28,148,538,254,3,183,80,89,64,96,27,97,0,115,2059,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,23,264,62,281,5611,2086
562_Waste_management_and_remediation_services,187,0,10,27,1,80,69,54,22,11,4,86,9,76,78,12,27,75,26,15,23,17,32,23,3,5,111,502,144,0,46,197,195,7,164,3,27,170,255,19,42,0,153,264,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,23,23,34,127,3217,266
61_Educational_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,36,6271,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,461,0,70,572,6285
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,14724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,7,303,385,14724
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,15,11975
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449
711AS_Performing_arts_spectator_sports_museums_and_related_activities,1,1,1,1,0,4,15,5,1,2,1,2,3,1,8,2,2,3,7,5,9,3,3,5,1,3,29,311,4,1,321,37,7,0,48,44,2,8,16,402,4,0,29,1876,0,103,0,0,2,0,0,0,0,0,0,0,0,0,0,0,46,1,0,1398,1981
713_Amusements_gambling_and_recreation_industries,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,4,46,19,0,53,4,1,0,6,14,0,1,3,1,1,0,5,2685,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,7,0,0,177,2797
721_Accommodation,10,5,9,8,0,30,126,41,11,18,7,14,22,8,65,15,17,22,54,45,73,28,26,42,7,23,181,118,47,4,75,154,24,9,371,16,34,30,118,35,20,0,91,2604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,292,5,308,2660,2605
722_Food_services_and_drinking_places,28,16,30,25,0,72,397,130,35,61,21,45,70,24,226,57,55,70,182,162,263,95,87,154,22,75,375,276,97,2,194,331,55,19,684,74,76,150,305,82,44,0,200,23724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,43,10,44,5473,23724
81_Other_services_except_government,438,27,14,48,7,207,588,304,40,54,32,86,60,82,181,33,78,109,151,104,126,53,514,169,20,45,868,1682,949,3,419,753,232,28,657,385,294,162,659,72,345,10,889,27712,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,19,459,55,388,12900,27720
GFE_Federal_government_enterprises,6,1,3,7,1,102,27,36,16,40,5,13,32,17,34,8,12,19,24,26,37,15,33,22,6,21,129,603,85,2,223,871,343,8,335,7,231,92,225,9,16,4,225,1018,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,1,70,7,168,4216,1114
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53915,0,0,12582,0,0,0,0,0,0,0,0,0,0,66497
GSLE_State_and_local_government_enterprises,1,1,0,2,1,6,29,9,2,1,1,4,0,1,6,1,2,7,2,1,1,2,3,2,0,1,26,49,59,0,8,13,24,3,15,1,4,13,23,2,4,0,17,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3,16,443,1059
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49693,0,0,0,0,0,0,0,49693
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,186,27,0,0,5,0,101,14,14,5,0,0,0,2,60,2,1,1,0,24,54,17,30,21,0,157,41,12,1500,0,247,363,0,0,9,29,0,1,1,30,0,4,32,1600,0,0,0,-21,2626,-9164,0,0,0,0,0,0,0,0,0,200,2439,0,6,5634,-4959
T005_Total_Intermediate,21647,2598,4295,4773,1479,8749,45861,58037,13983,16422,5459,11242,4648,16477,21127,5144,6850,26146,17160,15176,15799,9388,39680,11823,3613,6859,14302,35551,20489,321,13091,23650,13743,1379,12047,4778,3485,3511,9571,2169,2172,12820,12283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,16046,2980,13363,613687,0
