commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,F010_Personal_consumption_expenditures,F02E_Nonresidential_private_fixed_investment_in_equipment,F02N_Nonresidential_private_fixed_investment_in_intellectual_property_products,F02R_Residential_private_fixed_investment,F02S_Nonresidential_private_fixed_investment_in_structures,F030_Change_in_private_inventories,F040_Exports_of_goods_and_services,F050_Imports_of_goods_and_services,F06C_Federal_national_defense_Consumption_expenditures,F06E_Federal_national_defense_Gross_investment_in_equipment,F06N_Federal_national_defense_Gross_investment_in_intellectual_property_products,F06S_Federal_national_defense_Gross_investment_in_structures,F07C_Federal_national_nondefense_Consumption_expenditures,F07E_Federal_national_nondefense_Gross_investment_in_equipment,F07N_Federal_national_nondefense_Gross_investment_in_intellectual_property_products,F07S_Federal_national_nondefense_Gross_investment_in_structures,F10C_State_and_local_Consumption_expenditures,F10E_State_and_local_Gross_investment_in_equipment,F10N_State_and_local_Gross_investment_in_intellectual_property_products,F10S_State_and_local_Gross_investment_in_structures,GFE_Federal_government_enterprises,GFG_Federal_general_government
321_Wood_products,300,29,0,26,19,0,36365,155,110,0,21314,4447,10,0,261,1583,411,154,191,838,816,242,1902,136,7376,1127,1044,869,904,23,2753,48,1359,188,200,1,179,29,735,88,207,593,315,3096,0,0,5001,408,-752,3606,-15584,0,0,0,0,0,6,0,0,0,0,0,0,1,24
322_Paper_products,280,2,33,109,16,19,2891,19546,785,147,470,36512,13711,62,5517,3567,1738,739,1482,1847,2811,1208,1883,576,1162,1906,2628,2237,2256,76,7838,1511,128,338,2145,228,1883,140,3200,156,1012,1460,742,18785,0,0,0,0,-32,12931,-18676,0,0,0,0,0,0,0,0,0,0,0,0,35,1504
323_Printing_and_related_support_activities,54,0,14,9,0,35,44,217,0,1488,19,0,4727,4,1077,0,0,0,4,26,0,8,3,0,0,0,4184,3024,743,3,14799,4904,41,384,7679,955,2695,1014,4718,1260,657,691,1946,2618,0,0,0,0,-267,1513,-1286,0,0,0,0,0,0,0,0,0,0,0,0,128,2422
324_Petroleum_and_coal_products,3136,538,1875,1217,326,16278,21391,1412,122,48,472,659,1697,4438,10505,586,348,1346,1025,1236,752,659,300,172,167,313,1245,1369,21811,27,882,3584,635,470,992,618,4701,279,1144,687,452,1703,1352,82647,0,0,0,0,6220,10909,-37116,0,0,0,0,0,0,0,0,0,0,0,0,851,6853
325_Chemical_products,12107,1313,2059,1536,509,842,6561,5642,13110,341,1911,8178,4747,1595,99125,34740,3677,954,5477,3168,7290,2818,5160,1200,1850,4804,735,488,424,222,2187,307,3275,254,5100,689,2524,709,56903,329,77,229,3169,138428,3390,0,0,0,-586,64403,-100200,0,0,0,0,0,0,0,0,0,0,0,0,89,2736
326_Plastics_and_rubber_products,996,93,55,700,153,10,17491,11505,674,136,712,1637,653,64,7671,12486,1159,464,1744,5822,5740,2057,19362,3389,3306,4117,5119,4100,4771,110,4520,549,243,566,3086,80,1151,284,7005,154,80,2874,2477,25057,202,0,117,0,-1134,14278,-17848,0,0,0,0,0,9,0,0,0,0,0,0,15,1312
327_Nonmetallic_mineral_products,10,40,527,162,103,31,45871,3664,639,0,701,195,3,97,1471,1171,13102,976,775,1366,1268,1572,4966,200,360,738,121,650,61,29,1713,87,14,102,1359,184,435,141,2929,53,77,1208,779,8930,0,0,0,0,-693,6400,-15481,0,0,0,0,0,0,0,0,0,0,0,0,0,264
331_Primary_metals,131,0,1864,282,80,1,2854,4828,103,0,252,295,31,8,28,1006,583,30794,38513,20060,8331,12805,29052,5919,2952,4360,724,339,419,0,397,2,284,33,344,11,205,59,204,97,11,45,195,2354,0,0,0,0,-3910,11726,-38699,0,0,0,0,0,0,0,0,0,0,0,0,0,169
332_Fabricated_metal_products,930,113,2048,484,208,1545,52987,11626,1127,352,2226,3060,1781,89,6697,5374,2279,2893,21155,17657,16758,8384,27418,8078,3084,3500,859,1303,2573,114,9163,112,203,403,2883,352,1533,210,1001,470,251,1592,1809,9447,6888,0,0,0,-2514,16034,-26517,0,874,0,0,0,407,0,0,0,506,0,0,417,2753
333_Machinery,2026,492,3619,2360,968,1563,21017,1751,54,35,363,1003,1440,34,1955,1207,241,1176,2642,25101,1018,1882,15173,3633,84,702,756,560,464,151,2102,351,147,465,1773,53,2076,900,608,84,39,345,3015,8557,140486,0,0,0,-6089,64363,-70396,0,749,0,0,0,251,0,0,0,4573,0,0,18,1118
334_Computer_and_electronic_products,10,1,22,25,25,61,4396,1587,1018,65,538,872,1731,51,2880,1507,918,937,2486,5324,133027,3753,11814,9962,805,1954,2524,1561,245,71,16659,1044,99,137,9429,2032,2147,894,2591,100,477,172,2080,59073,170309,0,142,0,-7936,120604,-190520,0,14857,0,0,0,4663,0,0,0,16759,0,0,0,7679
335_Electrical_equipment_appliances_and_components,304,194,55,14,24,11,22482,592,108,80,916,300,144,31,656,803,112,990,1565,8734,7187,8360,3884,1777,59,661,240,837,223,101,3193,230,104,135,3639,57,1202,578,499,102,193,511,2000,26663,17176,0,3222,0,-1849,19560,-39794,0,423,0,0,0,498,0,0,0,1334,0,0,30,1351
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,741,124,330,536,64,16,959,1657,185,6,560,546,260,23,731,332,464,333,1005,8721,2355,342,131856,3388,276,378,2401,6306,2846,549,2789,35,0,283,1165,259,2928,108,1303,249,54,426,9138,204281,160243,0,0,0,-9244,58377,-175500,0,2922,0,0,0,141,0,0,0,9642,0,0,958,2052
3364OT_Other_transportation_equipment,0,35,0,18,0,0,9,0,0,0,33,0,0,0,0,0,0,0,43,505,0,0,156,38989,0,0,33,3,3409,0,1,0,0,0,49,2,53,0,97,21,0,0,32,18980,44739,0,0,0,282,58728,-35263,0,15954,0,0,0,3019,0,0,0,1395,0,0,5,12767
337_Furniture_and_related_products,11,0,0,0,0,0,11514,0,0,0,651,0,0,0,0,315,0,0,0,334,427,2,21,148,2749,189,135,426,0,0,303,0,24,0,106,26,4,0,439,200,2,208,149,36911,27441,0,372,0,-1335,2422,-16636,0,0,0,0,0,7,0,0,0,1167,0,0,740,0
339_Miscellaneous_manufacturing,149,3,13,21,4,0,949,53,173,469,15,1,37,1,388,151,209,32,38,1956,14,845,1694,102,19,5391,985,711,336,70,291,448,232,33,1340,12,839,430,22728,391,237,485,2822,72976,26474,0,0,0,-1787,17440,-54777,0,43,0,0,0,66,0,0,0,972,0,0,0,322
42_Wholesale_trade,15146,2064,1928,1674,394,7381,35340,31131,3929,4488,5164,8221,3388,5302,20313,7750,3341,9036,8404,13004,24297,6914,28225,5062,3218,5321,21940,11488,8495,223,12217,3052,1202,5534,6490,686,4398,2178,23525,1045,1400,5900,5328,267099,80129,5781,1188,35,-347,67963,20636,0,2940,165,0,0,967,232,0,0,4285,388,0,829,4418
441_Motor_vehicle_and_parts_dealers,8,2,28,55,10,9,651,324,38,1,67,98,51,0,160,53,89,44,92,720,225,1,1095,415,43,82,53,1273,347,15,424,9,45,66,129,0,332,0,0,7,7,28,1767,81155,11422,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445_Food_and_beverage_stores,64,0,0,0,0,202,120,7,0,0,0,1,47,0,23,2,4,0,1,2,1,1,7,0,4,4,9,101,225,0,8,11,15,3,15,0,63,19,18,49,38,1402,32,137332,158,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452_General_merchandise_stores,89,0,4,4,1,120,971,88,152,0,7,12,344,1,115,15,10,3,12,55,21,8,102,22,42,45,46,211,148,1,63,49,79,10,83,0,112,103,65,17,71,375,258,126480,2304,88,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
481_Air_transportation,15,0,6,37,56,1863,149,709,72,48,183,263,598,45,376,548,212,220,941,442,523,91,404,112,203,316,1744,142,1580,6,2516,4092,3468,643,5473,136,2958,359,1933,244,116,609,414,74006,82,8,1,0,-2,21335,-20658,0,5,0,0,0,2,0,0,0,5,1,0,972,3860
482_Rail_transportation,935,62,113,568,18,5384,1235,2940,72,6,654,1594,138,136,2022,853,1069,1620,464,273,206,246,814,129,213,180,141,137,3043,15,270,110,65,17,245,12,141,27,258,19,35,175,81,4411,1432,0,18,0,-17,4556,97,0,38,0,0,0,2,0,0,0,93,0,0,103,291
483_Water_transportation,176,6,104,27,4,91,222,433,18,1,2,39,1,7,211,28,50,123,26,12,37,16,13,12,3,9,15,12,23,0,5,2,3,4,159,30,19,44,62,2,1,7,11,8966,5,0,0,0,1,4913,6933,0,2,0,0,0,0,0,0,0,0,0,0,1222,1768
484_Truck_transportation,3044,393,427,326,134,697,11320,10853,1132,864,1541,2231,946,2371,3337,1514,2037,2095,1515,1879,2565,903,3138,658,943,936,2351,7058,15977,50,2245,423,189,198,1491,143,814,316,2857,333,264,1084,1176,62409,16220,354,421,14,-576,13954,1220,0,321,10,0,0,87,14,0,0,578,24,0,878,1125
485_Transit_and_ground_passenger_transportation,0,1,1,4,12,253,281,150,10,8,41,59,133,10,88,121,45,45,218,101,115,19,94,23,45,82,182,51,157,1,681,1373,1045,206,1984,38,848,120,1001,531,33,193,94,20677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
486_Pipeline_transportation,82,10,2354,19,3,11133,156,22,19,1,5,9,21,3611,295,14,5,10,12,15,10,6,4,2,2,5,16,18,270,0,11,43,10,6,12,8,61,4,19,8,6,21,17,1033,0,0,0,0,581,575,0,0,0,0,0,0,0,0,0,0,0,0,0,96,85
487OS_Other_transportation_and_support_activities,0,71,8,496,1,4212,0,563,55,0,466,387,580,144,91,456,427,87,81,7,0,10,8,0,126,237,18859,7078,51875,340,6013,2464,0,1392,7212,144,2752,296,2906,652,77,334,1377,7584,0,0,0,0,0,4637,1822,0,0,0,0,0,0,0,0,0,0,0,0,401,13
493_Warehousing_and_storage,558,0,2,107,0,954,0,109,58,32,48,66,188,23,214,98,56,42,466,204,716,33,98,29,53,220,5223,15086,2305,2198,1345,62,20,221,692,3,593,86,589,122,255,517,263,549,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,177
4A0_Other_retail,1349,6,19,175,1,3575,50355,601,490,1,161,64,1454,33,1405,88,10,5,67,192,90,66,426,32,325,342,282,1734,4603,2,264,262,550,30,434,0,430,116,454,344,464,5844,1359,398568,24648,2053,5573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
511_Publishing_industries_except_internet_includes_software,45,1,8,0,0,251,287,11,0,0,1,6,93,1,82,16,5,5,60,30,254,24,23,39,5,38,432,507,139,17,24923,729,269,638,3859,799,1174,331,1697,70,79,128,497,61446,0,50480,0,0,-307,17570,-2949,0,0,1220,0,0,0,1719,0,0,0,2872,0,47,933
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,292,71,0,40312,15,38,145,704,77,23,3749,169,229,889,947,587,35766,0,29313,0,0,-68,9456,-2784,0,0,0,0,0,0,0,0,0,0,0,0,3,905
513_Broadcasting_and_telecommunications,440,44,346,131,104,2678,7239,954,143,154,248,356,784,72,956,771,299,268,1564,1232,3014,317,708,331,344,660,9273,8340,4012,131,124915,15506,11100,1457,19295,3012,8394,1493,8149,1276,881,3715,5028,188638,7705,13586,0,0,0,7557,-128,0,0,0,0,0,0,0,0,0,0,0,0,560,4946
514_Data_processing_internet_publishing_and_other_information_services,0,0,20,3,4,2155,465,620,98,85,216,313,259,31,441,377,227,204,988,749,1372,155,236,250,245,399,1245,3391,291,13,5115,5749,271,1007,5803,1104,5197,478,1260,381,116,911,1137,4620,0,5289,0,0,0,1964,-325,0,0,322,0,0,0,336,0,0,0,903,0,274,5880
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,861,172,1251,386,247,14619,6523,2300,278,251,248,399,794,132,1159,1408,558,584,1609,930,1550,358,1197,241,357,608,8678,10854,9002,126,6372,76662,87660,10550,16572,7324,5676,1287,8142,1323,945,2568,15614,123478,0,0,0,0,0,10820,-37,0,0,0,0,0,0,0,0,0,0,0,0,2826,159
523_Securities_commodity_contracts_and_investments,308,71,1191,3234,2511,2436,3032,381,57,35,70,92,213,31,103,290,116,1501,3611,2276,1004,744,1643,489,749,1433,1453,1519,13282,15,1691,114217,4670,1171,3899,3475,1508,1068,5276,468,3692,5237,14176,103306,0,0,0,0,0,16825,-46,0,0,0,0,0,0,0,0,0,0,0,0,156,72
524_Insurance_carriers_and_related_activities,1703,371,1538,318,159,846,184,998,334,456,98,191,157,26,1149,333,379,244,585,788,2707,698,988,266,220,350,4860,3321,5254,127,1909,131642,20362,2179,6069,122,3284,517,16873,1399,473,1493,1438,211662,0,0,11484,0,0,3826,-16403,0,0,0,0,0,0,0,0,0,0,0,0,308,8935
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6169,0,0,0,3,0,0,0,0,0,0,0,90663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,2252,219,12157,1009,537,12571,13878,4188,327,931,334,1140,1354,235,5196,1378,684,783,3635,2286,6064,1107,2176,1000,339,1745,8874,6160,16830,138,18682,9980,1510,3477,14029,7443,5635,1213,5077,1642,899,4369,1352,71434,0,0,0,0,0,30742,0,0,0,0,0,0,0,0,0,0,0,0,0,277,318
5411_Legal_services,194,110,718,356,221,8165,4261,598,109,67,175,212,314,87,1694,482,174,175,651,764,1541,207,1233,1709,171,610,3674,2067,1236,41,6456,11835,8524,345,10736,3288,3152,205,6843,1632,2112,1290,1771,69946,0,0,29802,0,0,4778,-996,0,0,0,0,0,0,0,0,0,0,0,0,768,750
5412OP_Miscellaneous_professional_scientific_and_technical_services,1135,667,1824,1246,810,21369,32594,10469,1218,1657,1570,2298,3410,404,10033,4304,1611,2170,9162,5762,11777,2287,4069,3629,2441,5630,34190,43461,8777,264,76992,53947,27944,4485,103240,19733,20901,2584,32627,10090,4731,18295,13862,35664,33109,204020,3173,0,0,39525,-24438,0,0,36728,0,0,0,45816,0,0,0,9301,0,997,22784
5415_Computer_systems_design_and_related_services,223,57,1029,48,6,2729,2759,834,156,132,167,292,862,132,1067,544,175,239,1216,1585,5025,119,459,588,364,452,3181,3027,976,41,8535,9451,1099,340,12604,5996,4538,558,4898,628,244,992,1453,0,15181,99337,0,0,0,5034,-7539,0,882,4035,0,0,0,9972,0,0,821,5622,0,244,18823
55_Management_of_companies_and_enterprises,0,0,4098,1328,164,13,4006,16206,935,615,514,1749,632,2001,21449,1751,1271,872,5060,9714,10144,886,10974,3279,479,2846,19352,19756,4933,93,8528,7158,897,2045,18215,13,15942,1839,13971,2045,7039,22004,4265,0,0,0,0,0,0,2426,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0
561_Administrative_and_support_services,441,83,381,342,206,13220,5787,3907,707,2913,705,1505,3352,182,3295,2007,1060,2799,4945,3106,7612,702,2387,1966,523,1141,17739,14495,23681,446,28810,20891,60043,7571,42160,3549,17852,1734,27953,3888,2612,5966,7928,31628,0,0,0,0,0,715,-550,0,0,0,0,0,0,0,0,0,0,0,0,1986,9278
562_Waste_management_and_remediation_services,259,44,408,111,36,919,2099,784,84,45,88,255,134,73,783,354,134,379,418,193,563,80,284,92,130,121,925,1771,500,137,437,1361,5493,229,981,304,7793,312,2107,588,616,1865,1161,11060,0,0,0,0,0,17,-68,0,0,0,0,0,0,0,0,0,0,0,0,113,479
61_Educational_services,92,42,0,0,0,216,1,0,0,0,0,0,46,2,0,0,0,0,0,0,0,0,0,0,0,0,282,974,21,1,271,4,0,0,36,0,189,1200,45,361,0,0,797,174595,0,0,0,0,0,788,-599,0,0,0,0,0,0,0,0,0,0,0,0,3,415
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,40,0,17728,69,0,0,63,488032,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
622_Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6741,0,0,0,0,429577,0,0,0,0,0,175,-1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623_Nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,48,7,0,0,3,325,86,112,15,8,24,46,74,12,42,96,25,37,120,58,35,11,45,14,19,41,534,533,366,20,14541,1200,1989,160,3137,1255,1119,334,620,9149,86,1062,989,32418,0,2582,0,0,0,523,-137,0,0,0,0,0,0,0,0,0,0,0,0,37,622
713_Amusements_gambling_and_recreation_industries,34,1,0,1,5,152,124,56,2,3,15,22,52,4,28,47,16,16,81,34,39,6,31,9,17,30,214,218,2,0,282,539,395,56,794,273,426,39,321,48,61,164,44,94752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1528
721_Accommodation,4,0,3,14,46,2252,131,579,56,34,153,220,586,37,335,482,168,167,820,385,434,81,355,88,169,316,741,187,167,21,3034,5758,4362,745,7377,272,3308,368,2246,209,225,860,545,62846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1124
722_Food_services_and_drinking_places,354,61,27,19,46,5392,328,621,73,78,149,228,674,59,292,489,151,175,673,385,724,137,280,75,125,259,2006,2274,5883,14,2391,7174,12069,1370,15922,2424,7535,410,9526,563,8918,1351,1138,354819,0,0,0,0,0,1774,0,0,0,0,0,0,0,0,0,0,0,0,0,652,231
81_Other_services_except_government,473,930,159,121,161,4785,7797,3400,503,142,782,1873,1235,99,3579,1911,1228,2441,2918,1674,3392,705,1635,613,506,716,10553,9031,13376,189,12737,17561,8359,3991,9613,4951,8075,1309,9889,2158,1203,6822,20128,361317,0,0,0,0,0,260,-1896,0,0,0,0,0,0,0,0,0,0,0,0,1589,1940
GFE_Federal_government_enterprises,29,13,0,10,0,1108,7,0,3,0,0,0,362,45,172,0,0,35,119,864,213,740,0,0,0,47,11116,5163,6562,157,4084,6009,375,919,4229,189,1944,466,3138,368,871,4108,2031,8034,0,0,0,0,0,289,-373,0,0,0,0,0,0,0,0,0,0,0,0,7,307
GFGD_Federal_general_government_defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325495,0,0,0,0,0,0,0,0,0,0,0,0,0
GFGN_Federal_general_government_nondefense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180874,0,0,0,0,0,0,0,0,0
