commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,F010_Personal_consumption_expenditures,F02E_Nonresidential_private_fixed_investment_in_equipment,F02N_Nonresidential_private_fixed_investment_in_intellectual_property_products,F02R_Residential_private_fixed_investment,F02S_Nonresidential_private_fixed_investment_in_structures,F030_Change_in_private_inventories,F040_Exports_of_goods_and_services,F050_Imports_of_goods_and_services,F06C_Federal_national_defense_Consumption_expenditures,F06E_Federal_national_defense_Gross_investment_in_equipment,F06N_Federal_national_defense_Gross_investment_in_intellectual_property_products,F06S_Federal_national_defense_Gross_investment_in_structures,F07C_Federal_national_nondefense_Consumption_expenditures,F07E_Federal_national_nondefense_Gross_investment_in_equipment,F07N_Federal_national_nondefense_Gross_investment_in_intellectual_property_products,F07S_Federal_national_nondefense_Gross_investment_in_structures,F10C_State_and_local_Consumption_expenditures,F10E_State_and_local_Gross_investment_in_equipment,F10N_State_and_local_Gross_investment_in_intellectual_property_products,F10S_State_and_local_Gross_investment_in_structures,GFE_Federal_government_enterprises,GFG_Federal_general_government
321_Wood_products,281,24,0,29,27,0,43439,165,113,0,21350,3611,3,0,226,1875,364,203,214,922,546,242,2081,156,7408,1204,1238,939,1018,47,2023,75,1779,213,281,1,250,42,938,107,280,735,365,3211,0,0,4822,289,-167,3429,-17398,0,0,0,0,0,6,0,0,0,0,0,0,0,32
322_Paper_products,302,2,27,116,27,4,3400,17603,933,96,514,35977,11447,35,5473,4029,1662,797,1487,1653,1595,1078,1842,534,1278,2320,2829,2371,2408,125,5882,1495,180,476,2142,300,1820,186,3342,170,1181,1558,770,20477,0,0,0,0,-672,12841,-19411,0,0,0,0,0,0,0,0,0,0,0,0,36,1590
323_Printing_and_related_support_activities,38,0,11,8,0,47,51,229,0,1408,17,0,4416,2,1053,0,0,0,4,19,0,4,3,0,0,0,4841,3371,656,6,12836,5389,40,462,6927,902,2419,1125,4945,1272,640,705,1915,2121,0,0,0,0,-242,1337,-1640,0,0,0,0,0,0,0,0,0,0,0,0,175,2903
324_Petroleum_and_coal_products,4152,622,1683,1507,556,10348,27267,1813,213,48,602,1171,2213,2900,11750,829,551,1592,934,1578,601,785,351,197,222,456,1599,1683,23049,60,827,4506,941,666,1144,685,4988,339,1754,765,537,1927,1632,94006,0,0,0,0,1255,12314,-43219,0,0,0,0,0,0,0,0,0,0,0,0,797,9304
325_Chemical_products,11891,1281,2162,1340,588,378,8060,4479,14361,249,2058,8163,4035,724,116709,40033,3811,1116,5188,2888,6197,2349,5196,1198,2000,5841,755,529,415,221,1795,236,3080,309,5317,1092,2522,666,68139,414,55,283,3416,162190,3025,0,0,0,-277,74888,-122130,0,0,0,0,0,0,0,0,0,0,0,0,88,3524
326_Plastics_and_rubber_products,1163,104,44,841,214,2,21086,12217,772,92,803,1858,540,32,8059,13739,1281,518,1864,5600,4404,1909,19611,3165,3556,4623,5688,4660,5041,191,4462,720,291,769,3142,195,1237,362,8185,170,89,3019,2882,24053,84,0,70,0,-70,14296,-22015,0,0,0,0,0,11,0,0,0,0,0,0,12,1615
327_Nonmetallic_mineral_products,8,31,437,147,145,22,50683,3742,605,0,716,179,2,73,1388,1268,12790,1118,780,1430,931,1199,4713,193,420,812,231,623,65,40,1496,75,36,128,1549,123,433,117,2475,84,63,1194,747,10537,0,0,0,0,76,5211,-16588,0,0,0,0,0,0,0,0,0,0,0,0,0,289
331_Primary_metals,115,0,1586,302,108,0,2978,4665,146,0,245,267,28,3,28,997,580,31623,37377,18061,5950,9115,29673,5275,2801,4468,695,351,619,0,310,2,278,33,354,12,241,62,219,122,11,49,190,1388,0,0,0,0,-1637,11762,-34437,0,0,0,0,0,0,0,0,0,0,0,0,0,196
332_Fabricated_metal_products,1061,128,1776,547,416,1880,52392,12176,1228,205,2334,3027,1434,44,6682,5536,2243,3076,21354,16967,10630,6447,28989,7584,3121,4170,1075,1616,3739,186,8156,128,434,459,2955,376,1734,236,1134,452,318,1718,1913,11679,6885,0,0,0,-478,15250,-30384,0,1421,0,0,0,443,0,0,0,544,0,0,469,3507
333_Machinery,2822,711,4064,2485,1584,1408,19423,1627,45,11,378,677,1279,16,1882,1277,179,1178,2378,23294,820,1574,16084,3507,78,779,880,652,347,309,1744,591,133,497,1854,81,2718,882,595,91,26,378,2998,7660,141351,0,0,0,-884,58645,-75219,0,1015,0,0,0,240,0,0,0,4373,0,0,13,1408
334_Computer_and_electronic_products,9,2,23,29,49,25,4374,1942,1247,61,707,976,1560,25,3298,1854,1042,1196,2808,5301,89317,3142,13262,8304,1023,2542,3552,2500,314,114,17103,1123,179,196,9090,1996,2445,740,2845,108,588,256,2783,64492,145246,0,210,0,3435,101749,-196837,0,16921,0,0,0,3999,0,0,0,10779,0,0,0,11446
335_Electrical_equipment_appliances_and_components,290,307,45,14,37,10,21317,618,112,42,1013,281,115,16,636,837,112,1230,1739,7810,4906,7196,4105,1394,68,796,279,843,216,179,2460,204,157,105,2567,79,1181,575,595,104,135,432,2026,27934,15932,0,3284,0,53,17131,-43320,0,458,0,0,0,682,0,0,0,1318,0,0,9,1649
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,724,146,342,678,140,10,1275,1872,238,4,639,557,228,15,788,373,525,396,1039,9428,1571,339,141567,4193,336,475,3266,8148,4219,1035,2524,39,0,446,1452,309,3657,179,1532,154,70,505,11613,216556,144620,0,0,0,7537,63216,-196734,0,5068,0,0,0,481,0,0,0,15949,0,0,1203,3237
3364OT_Other_transportation_equipment,0,6,0,14,0,0,11,0,0,0,14,0,0,0,0,0,0,0,52,579,0,0,187,31460,0,0,35,3,3689,0,2,0,0,0,71,2,63,0,199,9,0,0,31,20085,29501,0,0,0,-1510,51241,-28799,0,19076,0,0,0,5125,0,0,0,969,0,0,11,16443
337_Furniture_and_related_products,9,0,0,0,0,0,12936,0,0,0,464,0,0,0,0,329,0,0,0,344,318,1,23,232,2977,278,155,472,2,0,192,0,107,0,93,37,2,0,605,273,2,207,148,39376,27955,0,395,0,133,2312,-21775,0,0,0,0,0,9,0,0,0,1151,0,0,604,0
339_Miscellaneous_manufacturing,127,4,11,21,6,0,824,28,185,371,16,0,41,1,468,143,256,40,37,1665,16,631,1659,153,2,5911,1066,897,283,103,224,310,240,36,1361,15,1261,430,26762,508,229,426,2292,82346,31886,0,0,0,1026,17600,-62131,0,54,0,0,0,84,0,0,0,733,0,0,0,380
42_Wholesale_trade,14116,2153,2034,1976,714,4145,41376,35993,3994,3037,5867,7796,2848,4996,22706,8639,3672,9808,8664,13516,18316,5896,29537,5148,3503,6358,23616,13728,9887,373,10747,3323,1529,5935,6661,846,4784,2008,27560,1615,1607,7559,5874,295183,86888,7241,1235,28,1857,71733,21458,0,4481,107,0,0,1286,129,0,0,3927,429,0,728,6197
441_Motor_vehicle_and_parts_dealers,10,2,27,66,20,5,840,358,48,1,77,97,43,0,169,59,98,49,94,749,139,0,1282,496,49,100,67,1581,484,37,346,9,62,97,155,0,387,0,0,7,9,32,2177,109819,15993,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445_Food_and_beverage_stores,77,0,0,0,0,92,150,7,0,0,0,1,42,0,27,2,3,0,1,2,1,1,7,0,5,5,11,108,329,0,7,12,22,4,14,0,66,20,19,45,49,1515,33,141735,134,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452_General_merchandise_stores,136,1,3,5,1,87,1386,100,102,0,7,13,304,1,139,19,11,3,14,62,15,7,124,29,55,57,63,281,334,2,60,64,144,15,89,0,136,108,85,20,95,516,323,144136,2380,154,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
481_Air_transportation,16,0,5,46,79,796,184,761,106,39,265,270,573,11,344,628,279,265,941,480,322,61,374,135,269,383,2039,183,1642,10,2230,4450,4312,769,5768,157,2927,459,2229,246,141,679,470,73928,85,10,1,0,2,20707,-19343,0,7,0,0,0,2,0,0,0,5,1,0,916,5865
482_Rail_transportation,902,63,98,812,28,2928,1479,3488,121,4,745,1971,137,83,2278,943,1443,2377,472,266,169,254,877,131,234,212,126,146,3148,20,248,133,108,25,299,17,188,37,294,33,48,242,94,4726,1320,0,17,0,71,4717,107,0,64,0,0,0,5,0,0,0,125,0,0,109,536
483_Water_transportation,208,7,137,43,8,63,332,649,27,1,3,52,2,6,282,43,75,176,35,16,48,21,19,13,5,16,16,19,32,0,7,4,7,5,170,27,28,51,93,4,2,12,15,9946,5,0,0,0,-3,5345,7918,0,3,0,0,0,1,0,0,0,0,0,0,1043,2171
484_Truck_transportation,2916,412,461,408,200,401,13009,11606,1144,616,1555,2177,806,2516,3712,1662,2148,2549,1618,1926,2079,765,3561,733,1004,1039,2510,8757,14946,73,1962,458,222,226,1562,233,820,359,3045,535,287,1238,1256,63734,17433,442,275,10,454,14495,1212,0,466,7,0,0,119,8,0,0,612,26,0,775,1604
485_Transit_and_ground_passenger_transportation,0,1,1,3,15,153,262,139,13,5,51,51,112,2,71,121,52,46,190,97,62,11,75,25,52,96,181,57,125,1,511,1434,1114,204,1840,38,713,132,946,515,33,189,94,21572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
486_Pipeline_transportation,100,11,3117,23,5,9652,199,26,20,1,7,17,27,3145,463,18,8,15,11,20,8,5,4,2,3,7,21,22,289,1,9,55,16,8,14,9,67,5,28,9,7,25,21,1204,0,0,0,0,357,699,0,0,0,0,0,0,0,0,0,0,0,0,0,74,116
487OS_Other_transportation_and_support_activities,0,112,8,560,1,2427,0,522,93,0,737,410,564,33,107,506,605,89,90,10,0,4,9,0,178,265,21749,8044,56988,502,4880,3054,0,1719,7522,144,2665,339,3145,714,80,359,1413,8192,0,0,0,0,0,5551,2100,0,0,0,0,0,0,0,0,0,0,0,0,403,28
493_Warehousing_and_storage,515,0,2,119,0,538,0,114,69,38,59,75,192,10,242,107,63,49,509,218,672,34,106,31,59,245,7056,19756,2731,3298,1317,96,29,313,848,3,650,99,759,144,303,619,331,572,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,267
4A0_Other_retail,1657,4,16,159,1,1669,55450,653,362,1,88,65,1277,16,1862,101,11,7,71,203,65,57,456,38,419,417,351,2175,6468,5,246,313,999,41,434,0,490,135,501,331,558,6208,1537,446185,25470,2787,5642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
511_Publishing_industries_except_internet_includes_software,39,2,7,0,1,125,326,9,0,0,2,6,81,0,83,15,5,5,47,31,156,17,21,43,7,50,520,618,123,25,14580,762,310,735,3631,877,957,376,1722,62,79,117,557,66052,0,53951,0,0,39,18362,-3304,0,0,676,0,0,0,813,0,0,0,2706,0,41,1371
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,349,112,0,49456,20,55,153,762,85,25,362,214,141,79,337,561,35460,0,33385,0,0,31,11336,-4753,0,0,0,0,0,0,0,0,0,0,0,0,8,1252
513_Broadcasting_and_telecommunications,354,49,290,142,146,1015,7162,846,188,145,319,339,641,19,959,758,329,265,1288,997,1571,219,431,332,509,686,9507,8903,3648,186,114253,14551,11726,1548,17315,3145,7144,1706,8113,1137,896,3418,4522,196456,6764,16368,0,0,0,7435,-138,0,0,0,0,0,0,0,0,0,0,0,0,524,6354
514_Data_processing_internet_publishing_and_other_information_services,0,0,20,3,4,830,552,685,144,77,318,324,251,14,480,426,297,237,1055,816,1010,118,251,311,332,477,1446,4199,306,23,4858,6008,384,1229,6299,1296,5131,597,1486,393,142,1062,1275,6219,0,6458,0,0,0,2287,-303,0,0,282,0,0,0,251,0,0,0,745,0,169,8902
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,856,217,764,424,360,6579,7718,2691,476,266,437,492,885,38,1305,1710,777,756,1853,1158,1011,390,1080,332,509,839,10926,13565,10087,221,6322,85326,100643,14087,18200,8304,5410,1653,9688,1315,915,2790,17811,160510,0,0,0,0,0,12190,-39,0,0,0,0,0,0,0,0,0,0,0,0,3253,199
523_Securities_commodity_contracts_and_investments,257,77,980,1637,1687,1025,3311,362,71,21,84,76,188,7,84,296,133,1505,3344,2195,634,487,1427,537,842,1556,1560,1608,12130,24,1494,122109,5132,1259,3992,3759,1437,810,7078,444,2989,4221,14661,101191,0,0,0,0,0,21467,-50,0,0,0,0,0,0,0,0,0,0,0,0,155,73
524_Insurance_carriers_and_related_activities,1792,451,1265,406,329,355,225,778,503,411,143,188,151,7,1129,360,456,292,644,778,1506,579,783,416,262,395,6389,4430,7064,233,1846,159738,24435,2974,6914,139,3477,676,23837,1558,601,1816,1782,231049,0,0,11414,0,0,6383,-24855,0,0,0,0,0,0,0,0,0,0,0,0,175,18074
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5834,0,0,0,4,0,0,0,0,0,0,0,81273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,2365,223,8724,1035,832,1345,12905,4437,469,809,478,1203,1315,74,5290,1578,837,880,3736,2563,4379,867,2339,1184,415,2276,11043,7821,17826,236,17194,10113,2726,4529,13417,9032,5315,1858,6707,1836,1115,5345,1669,61564,0,0,0,0,0,36316,0,0,0,0,0,0,0,0,0,0,0,0,0,208,486
5411_Legal_services,243,148,1319,486,499,4223,5621,772,184,78,287,274,391,63,2390,653,265,242,786,1019,1660,229,1374,3313,266,1006,5537,3108,1614,75,7844,17499,13342,553,14167,4703,3906,305,9872,1900,2231,1782,2389,79208,0,0,27003,0,0,4972,-1029,0,0,0,0,0,0,0,0,0,0,0,0,1130,1384
5412OP_Miscellaneous_professional_scientific_and_technical_services,963,726,1683,1380,1198,9887,35045,8492,1629,1532,2072,2266,2988,158,10211,4712,1921,2311,8524,5455,7303,1778,3774,4398,2936,6337,39635,52670,8626,418,69110,62058,32365,5527,109214,22221,19421,3167,37381,10017,5364,20052,14578,39753,28590,202259,2169,0,0,43171,-31352,0,0,47339,0,0,0,51521,0,0,0,10475,0,952,33546
5415_Computer_systems_design_and_related_services,208,59,1217,48,8,1244,2808,734,193,102,212,258,747,32,1064,536,194,232,1241,1856,3210,83,419,621,407,496,3658,3743,888,62,8104,9909,1320,394,12971,6443,4143,697,5370,562,272,1040,1460,0,9881,89892,0,0,0,5946,-8878,0,1062,4586,0,0,0,9740,0,0,651,5978,0,218,24574
55_Management_of_companies_and_enterprises,0,0,3730,1501,287,13,4861,15896,1063,682,592,1891,648,859,23355,1812,1366,964,5253,9609,9440,924,11067,4114,505,3013,23765,24614,5167,145,8484,7437,1250,2568,19539,31,15392,1966,16542,2178,7970,25142,5021,0,0,0,0,0,0,2501,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0
561_Administrative_and_support_services,440,93,349,397,339,3194,6439,3862,790,2625,929,1567,3535,81,3274,2140,1198,2555,5300,2958,4224,537,2304,2632,686,1256,20666,17291,21796,805,19559,22561,81942,9492,38693,3984,15139,1952,32034,3859,3066,6682,8158,34064,0,0,0,0,0,711,-586,0,0,0,0,0,0,0,0,0,0,0,0,1727,12922
562_Waste_management_and_remediation_services,227,44,366,169,68,505,2427,942,148,47,138,302,133,28,1113,396,181,387,451,211,241,76,324,134,207,154,1208,2175,554,215,392,1319,6163,274,1141,344,7820,356,2447,619,721,2074,1308,11848,0,0,0,0,0,17,-72,0,0,0,0,0,0,0,0,0,0,0,0,106,670
61_Educational_services,97,48,0,0,0,119,1,0,0,0,0,0,49,0,0,1,0,0,0,0,0,0,0,0,0,0,367,1281,30,1,258,12,0,0,40,0,115,1582,57,627,0,0,949,194282,0,0,0,0,0,719,-635,0,0,0,0,0,0,0,0,0,0,0,0,8,690
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,43,0,18468,71,0,0,59,561909,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
622_Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4541,0,0,0,0,501037,0,0,0,0,0,161,-1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623_Nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,45,9,0,0,5,63,97,130,24,7,38,50,77,3,41,119,36,47,129,70,28,8,46,18,28,57,729,712,352,55,17050,1430,2855,227,3347,1466,1123,393,802,10434,127,1174,1241,38488,0,3234,0,0,0,540,-145,0,0,0,0,0,0,0,0,0,0,0,0,37,1074
713_Amusements_gambling_and_recreation_industries,33,1,0,1,7,68,150,63,3,2,23,23,54,1,27,58,23,20,87,41,25,4,32,12,24,42,275,287,2,1,261,635,538,71,916,359,459,61,401,76,111,248,54,108348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1645
721_Accommodation,3,0,2,15,61,884,171,574,79,25,208,203,564,8,289,523,205,180,764,393,253,51,298,100,210,392,849,221,176,52,2455,5968,5216,865,7439,310,3090,432,2470,205,243,921,508,69087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1517
722_Food_services_and_drinking_places,377,82,20,25,72,2316,374,752,131,73,255,265,676,15,319,629,232,241,798,454,496,119,307,109,199,401,2437,2696,6672,27,2384,9041,17533,1805,17003,2462,7360,647,13022,652,8358,1865,1411,390234,0,0,0,0,0,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,696,419
81_Other_services_except_government,441,958,110,117,227,1807,8076,2896,596,132,851,1728,1028,46,3170,1704,1168,2131,2429,1491,1789,467,1584,527,603,678,12039,9935,10169,333,7497,19256,12490,4675,8510,3674,7244,1739,12752,2070,1333,7349,17068,394282,0,0,0,0,0,313,-1959,0,0,0,0,0,0,0,0,0,0,0,0,1623,2524
GFE_Federal_government_enterprises,26,13,0,11,0,470,8,0,7,0,0,0,334,8,128,0,0,42,103,885,71,592,0,0,0,73,12893,5944,6708,246,3344,6066,426,1106,4426,219,1858,572,3348,371,978,4376,2021,8180,0,0,0,0,0,274,-386,0,0,0,0,0,0,0,0,0,0,0,0,5,152
GFGD_Federal_general_government_defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411179,0,0,0,0,0,0,0,0,0,0,0,0,0
GFGN_Federal_general_government_nondefense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220427,0,0,0,0,0,0,0,0,0
