commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,F010_Personal_consumption_expenditures,F02E_Private_fixed_investment_in_equipment,F02N_Private_fixed_investment_in_intellectual_property_products,F02T_Private_fixed_investment_in_structures,F030_Change_in_private_inventories,F040_Exports_of_goods_and_services,F050_Imports_of_goods_and_services,F06C_National_defense_Consumption_expenditures,F06E_National_defense_Gross_investment_except_structures,F06S_National_defense_Gross_investment_in_structures,F07C_Nondefense_Consumption_expenditures,F07E_Nondefense_Gross_investment_except_structures,F07S_Nondefense_Gross_investment_in_structures,F10C_State_and_local_government_consumption_expenditures,F10E_State_and_local_government_gross_investment_except_structures,F10S_State_and_local_government_gross_investment_in_structures,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,T001_Total_Intermediate,T004_Total_Final_Uses_GDP
321_Wood_products,430,29,18,117,19,381,27901,185,68,7,18854,4686,33,24,240,1048,505,234,267,782,688,228,1607,175,6082,1421,1527,753,658,11,1324,60,2822,87,128,3,251,29,514,109,148,398,243,1577,1,0,9385,525,4418,-11113,0,0,0,0,6,0,0,0,0,0,21,46,977,76134,4799
322_Paper_products,684,58,10,106,9,54,2531,18090,683,274,332,41433,20356,143,5916,3709,1951,743,1510,2130,2122,1225,1315,289,1000,2423,4461,4281,1230,58,7199,1298,598,184,1798,167,2304,236,4645,210,1020,1882,993,12258,0,0,0,734,15088,-15068,0,0,0,0,0,0,0,0,0,112,1170,35,7191,150166,13011
323_Printing_and_related_support_activities,36,4,5,8,0,23,79,652,2,1629,14,76,6646,5,805,1,4,4,20,30,32,9,3,12,4,20,5916,2223,877,5,10319,4509,446,210,5663,829,2625,804,3793,857,598,646,3593,2508,0,0,0,297,1261,-989,0,0,0,0,0,0,0,0,0,436,1657,319,9129,65580,3076
324_Petroleum_and_coal_products,2836,419,542,1422,346,2845,11563,1041,163,88,319,671,1136,5107,4079,420,395,924,472,793,344,571,242,177,149,334,1238,1995,20802,35,471,1715,883,330,636,340,3115,142,959,314,284,890,964,62089,0,0,0,1880,10032,-23400,0,0,0,0,0,0,0,0,0,490,3939,4199,18128,99270,50601
325_Chemical_products,12132,1767,948,1986,551,237,5859,6222,14882,708,1234,9113,4599,1747,89634,33768,2744,1299,5060,3111,5693,2619,4170,1110,1314,4228,1522,585,464,116,1168,391,6676,179,3217,561,2173,424,32368,323,127,258,2231,80575,2533,0,0,2816,59131,-60865,0,0,0,0,0,0,0,0,0,100,3104,906,11852,285481,84190
326_Plastics_and_rubber_products,1134,162,23,1046,66,201,13403,9276,779,476,741,2760,1127,221,6988,11219,996,631,2239,5826,5735,2457,15843,2662,2715,3998,4607,4167,2591,46,2031,318,1016,437,1467,84,869,195,7123,187,214,2647,1922,16121,570,0,0,958,9790,-11998,0,0,0,0,29,0,0,0,0,13,853,594,3618,127723,15470
327_Nonmetallic_mineral_products,93,36,215,226,166,288,30940,3808,680,5,796,197,12,283,1153,1124,10154,1455,862,1413,1403,2185,3649,254,362,739,309,643,168,12,676,77,1635,74,776,131,280,146,2318,78,206,1025,595,5479,0,0,0,344,4674,-10429,0,0,0,0,0,0,0,0,0,1,208,650,918,73425,67
331_Primary_metals,91,0,888,474,187,69,2949,2533,170,1,197,417,78,19,220,1188,474,46490,45161,23577,7988,12653,28522,4929,2690,4434,763,157,557,0,183,4,555,37,124,8,67,25,102,114,10,37,116,830,8,0,0,931,14713,-43491,0,0,0,0,0,0,0,0,0,0,166,90,113,189625,-27010
332_Fabricated_metal_products,907,214,794,754,209,727,40143,12376,820,267,1965,2376,1308,186,5709,4124,1393,3740,20881,18558,13840,5949,21574,6487,2731,2908,1258,1603,2847,49,3846,142,2953,382,1008,215,840,120,947,492,129,877,1641,7516,6877,0,0,1446,13210,-17541,0,1594,0,0,185,0,0,311,0,228,3218,672,2033,196440,13598
333_Machinery,2700,293,1132,2614,621,274,14958,1023,183,155,298,859,1706,48,2735,1692,290,1617,2679,21489,1097,1400,10881,2646,96,833,1412,829,1056,57,1041,159,920,338,821,45,1426,416,857,114,61,278,3305,5480,132554,0,0,1674,54127,-56422,0,1453,0,0,511,0,0,3122,0,68,1071,689,2044,91330,142498
334_Computer_and_electronic_products,25,8,7,20,14,150,3696,918,702,83,273,324,1242,64,2029,922,484,746,1624,4669,107446,3341,10833,10365,372,1834,3895,1426,359,50,11344,864,368,137,5758,2714,2093,585,2654,64,513,101,1910,38665,128477,0,0,3496,98835,-128279,0,13448,0,0,3504,0,0,6808,0,3,8764,479,1148,197420,164953
335_Electrical_equipment_appliances_and_components,472,202,49,90,15,332,17485,455,90,107,1051,257,121,42,651,704,116,1519,1454,9007,6926,8439,3587,1651,41,649,407,849,607,60,1331,130,1241,92,1196,82,860,304,414,119,150,332,1495,21735,14933,0,0,737,15005,-24568,0,555,0,0,389,0,0,940,0,36,975,1269,1035,68497,29725
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,681,182,136,647,33,54,1270,976,134,11,531,350,247,39,451,226,244,696,903,8030,1406,499,112881,2562,170,272,2917,8986,3088,232,1328,47,148,549,575,175,2303,69,757,312,65,431,8697,119262,129083,0,0,2477,59614,-122026,0,5396,0,0,991,0,0,13625,0,932,1094,477,2750,169560,208422
3364OT_Other_transportation_equipment,0,6,0,8,0,0,24,0,0,0,35,0,0,0,0,0,0,0,4,60,0,0,55,23482,0,0,31,1,3257,0,0,0,1,0,7,0,3,1,1,77,0,0,67,8323,21245,0,0,-45,41461,-17134,0,14114,0,0,4075,0,0,635,0,6,13089,55,8,40281,72675
337_Furniture_and_related_products,14,0,4,4,0,75,8838,6,2,1,965,10,3,4,12,261,3,4,3,268,710,4,29,93,1729,159,75,332,28,0,165,2,452,0,159,29,19,1,409,150,6,126,130,23133,18633,0,0,422,2293,-8042,0,4,0,0,96,0,0,1395,0,700,0,503,5,16495,37935
339_Miscellaneous_manufacturing,165,7,8,26,3,34,2134,38,128,602,331,13,75,4,345,158,208,49,72,1455,92,600,967,77,34,5550,1227,833,259,27,190,393,348,74,1441,9,449,350,13454,307,229,516,2019,54212,20821,0,0,996,10988,-33409,0,82,0,0,118,0,0,709,0,15,398,33,3748,39493,54517
42_Wholesale_trade,11115,1369,1079,1722,318,3096,25344,37411,5945,6376,4740,8730,3966,5671,22053,9168,2886,8458,9378,13717,21819,6608,21650,4658,2770,5844,19390,9247,10327,80,8871,1630,2722,2954,3169,632,2818,1198,11887,1001,1137,7983,4129,152510,56250,1975,1315,4327,76765,19244,0,2998,0,0,879,0,0,2761,0,616,4657,2218,16622,359182,319025
44RT_Retail_trade,663,108,175,433,81,361,13080,2096,1202,837,2104,1417,861,69,1924,1702,1093,817,1794,3948,2099,1432,10477,1507,1183,981,1337,1766,2922,31,1647,366,958,174,806,1,811,239,1806,226,266,1660,1358,611987,20552,389,1066,0,6,0,0,0,0,0,0,0,0,0,0,57,37,79,2693,71683,633999
481_Air_transportation,125,27,52,266,38,609,758,1265,174,145,186,406,283,96,1055,519,429,671,588,636,864,144,739,299,122,253,2245,870,1194,7,1613,3305,2508,432,3326,109,2192,215,1952,202,155,684,566,52515,715,43,0,43,23992,-14172,0,67,0,0,20,0,0,38,0,1767,2775,131,2404,39402,63262
482_Rail_transportation,848,95,33,1032,16,1408,2509,2518,312,42,467,897,267,142,1953,541,1346,2361,484,385,236,201,1298,122,166,166,214,220,1617,10,205,83,235,17,182,19,145,40,575,93,50,334,177,5245,1107,0,0,199,4610,19,0,55,0,0,12,0,0,102,0,350,407,438,783,26036,11349
483_Water_transportation,256,48,53,92,18,162,278,1064,67,4,19,67,23,164,328,89,97,290,51,35,24,21,52,16,9,25,47,35,153,0,12,14,29,8,47,29,48,11,77,94,5,40,30,4849,7,0,0,45,6412,4152,0,3,0,0,1,0,0,0,0,1088,1589,127,746,7584,15470
484_Truck_transportation,2525,345,154,606,170,1033,7217,8699,1196,936,1215,2207,955,876,3226,1502,1293,2995,1526,1739,1736,868,3106,631,592,924,2572,2651,16727,66,1412,289,725,171,1240,103,839,263,2781,220,286,1095,897,32349,7720,324,308,722,13168,93,0,292,0,0,102,0,0,454,0,999,1977,486,2431,86504,55532
485_Transit_and_ground_passenger_transportation,0,11,19,18,9,95,203,248,26,27,47,85,70,24,192,110,39,58,113,121,161,24,135,55,28,57,322,235,444,2,433,1323,779,159,1257,33,715,100,902,637,52,199,132,14613,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,47,129,4205,14086,14625
486_Pipeline_transportation,34,5,1287,16,3,4562,76,14,8,1,4,10,15,11137,998,19,6,20,8,12,4,9,4,2,2,6,16,26,937,0,5,23,14,4,8,5,38,2,25,4,4,12,12,810,0,0,0,59,1418,0,0,0,0,0,0,0,0,0,0,30,40,1049,193,20712,2287
487OS_Other_transportation_and_support_activities,146,117,59,238,19,937,0,478,38,5,200,178,133,283,181,282,121,129,30,16,17,4,37,15,21,85,13901,6351,33455,159,2270,898,41,839,2613,88,1088,113,1059,578,376,167,528,4231,0,0,0,0,4200,343,0,0,0,0,0,0,0,0,0,149,9,1128,497,70074,8773
493_Warehousing_and_storage,848,2,1,58,0,329,4,45,28,16,18,32,59,17,151,44,22,19,221,88,324,14,40,14,19,103,3321,11333,1819,777,540,81,156,103,417,2,396,47,273,57,122,214,120,245,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,-15,131,113,1094,23616,454
511_Publishing_industries_except_internet_includes_software,29,3,1,10,0,16,37,8,0,0,12,13,85,1,61,10,2,44,12,12,1002,16,12,7,2,18,421,336,154,8,11046,424,127,286,1598,271,507,699,1186,66,83,111,845,41309,0,21939,0,465,10248,-2729,0,740,0,0,693,0,0,1401,0,133,223,140,3904,23981,74065
512_Motion_picture_and_sound_recording_industries,0,1,0,0,0,0,26,77,1,4,1,3,2,2,45,3,0,0,4,6,15,5,10,1,2,12,96,445,82,0,24924,51,35,188,635,49,51,196,274,69,16,91,435,21988,0,21987,0,37,5586,-494,0,0,0,0,0,0,0,0,0,0,427,0,92,28376,49104
513_Broadcasting_and_telecommunications,416,53,86,80,57,380,3878,435,77,91,125,211,285,69,530,336,136,144,446,823,1174,137,466,166,110,333,9395,7507,3559,54,39438,10516,6330,768,10803,8243,5570,798,6045,815,812,2210,2883,112216,4980,9727,0,0,5805,-63,0,0,0,0,0,0,0,0,0,248,2850,491,13048,143428,132665
514_Data_processing_internet_publishing_and_other_information_services,23,8,20,24,5,412,304,527,77,97,149,215,110,40,374,234,121,165,321,497,447,56,109,217,86,188,1892,2414,1232,11,3989,4481,284,595,4098,871,2725,816,1823,245,128,598,663,1953,0,1729,0,0,952,-136,0,174,0,0,121,0,0,360,0,142,2909,213,3545,38501,5152
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,846,194,357,372,116,2170,3943,2447,403,413,344,630,427,413,1679,976,425,597,949,1010,1383,342,1391,579,277,488,7651,10331,5217,44,3220,35090,43916,4148,6640,3605,3038,550,4581,1008,2384,2549,4358,96475,0,0,0,0,7196,-202,0,0,0,0,0,0,0,0,0,1005,441,2656,3934,169536,103469
523_Securities_commodity_contracts_and_investments,128,38,195,1623,790,336,977,196,35,24,40,50,41,64,145,143,42,577,974,1122,563,243,795,157,256,612,728,895,5188,4,666,47450,1795,333,1530,2206,636,698,1518,201,2079,2487,4778,51176,0,0,0,0,6827,-22,0,0,0,0,0,0,0,0,0,54,31,1112,7874,92430,57981
524_Insurance_carriers_and_related_activities,1537,367,397,284,82,256,2360,1087,320,601,123,260,131,158,1523,307,301,228,325,607,2044,308,820,217,130,256,4075,3527,5231,49,1222,102503,14519,2517,3203,124,2140,334,10025,753,353,1017,1062,153496,0,0,4340,0,2311,-4336,0,0,0,0,0,0,0,0,0,133,6095,827,744,175484,155811
525_Funds_trusts_and_other_financial_vehicles,0,1,0,0,0,19,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,1,1,39,0,0,5881,303,197,12,1,109,0,46,0,0,0,0,45504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6622,45504
531_Real_estate,15875,127,72,115,54,999,4954,783,257,479,195,356,768,80,712,796,256,186,1255,917,1087,254,790,906,364,609,16119,41265,4343,775,5947,16850,51671,2685,20752,4235,5306,8644,34306,5386,2600,16251,16607,756385,0,0,43072,0,1427,0,0,0,0,0,0,0,0,0,0,937,3208,1555,11427,304112,800884
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,1409,226,9745,811,201,289,8362,2675,343,879,287,795,821,415,4279,986,429,561,1707,1572,3156,472,1093,597,301,919,6776,4570,8250,57,8398,8411,2314,2295,5931,4045,3594,582,5422,1018,654,2085,1109,46908,0,0,0,0,19836,-8,0,0,0,0,0,0,0,0,0,75,249,249,3386,112806,66736
5411_Legal_services,135,224,482,393,107,1601,2692,591,144,95,163,167,179,271,1753,352,158,184,424,629,1365,142,1427,1079,99,520,4075,2578,2263,41,4105,11200,7851,255,7135,2664,2463,215,7285,927,584,1093,1430,47342,0,0,7801,0,3157,-612,0,0,0,0,0,0,0,0,0,459,595,349,3909,76855,57688
5412OP_Miscellaneous_professional_scientific_and_technical_services,1070,571,671,881,394,3135,28453,11463,873,1939,907,1399,1221,586,8985,2693,868,1229,3118,3688,7145,1114,3105,1450,1030,3482,28820,43325,8065,132,27502,31452,19276,2749,52608,13757,12291,1897,20145,5443,3899,12505,10101,25172,19719,122254,589,0,19851,-10362,0,33535,0,0,34959,0,0,6018,0,529,15015,4436,16663,422078,251735
5415_Computer_systems_design_and_related_services,62,23,236,52,2,238,761,376,62,62,79,97,298,206,346,166,51,70,269,672,1702,25,135,93,46,104,1607,1682,652,9,2877,3223,428,152,3567,2477,1456,253,1749,195,102,365,459,0,4855,44119,0,0,4023,-3214,0,3782,0,0,5431,0,0,3497,0,92,5447,437,2669,36129,62493
55_Management_of_companies_and_enterprises,0,16,1086,1036,557,24,1554,12139,967,1042,390,1935,823,1367,12887,1652,972,898,3472,6969,7733,1025,5941,2273,476,2187,14282,19642,3191,26,3873,4729,499,921,6531,6,7522,868,7469,1277,3753,9168,2050,0,0,0,0,0,6138,0,0,0,0,0,0,0,0,0,0,262,9,20,8,155527,6138
561_Administrative_and_support_services,176,122,151,371,119,870,4797,2355,683,3234,512,1082,1402,348,2538,1143,648,1638,2275,1438,4630,443,1590,1077,326,778,15553,14076,11831,283,11632,15007,32041,3389,22772,1826,10155,1321,18853,2174,2603,3695,4758,21581,0,0,0,0,659,-811,0,0,0,0,0,0,0,0,0,1515,3813,1458,9299,222800,21429
562_Waste_management_and_remediation_services,359,27,113,38,10,143,1246,604,77,74,78,300,98,161,985,243,130,376,330,235,486,53,370,130,60,105,839,1952,1105,43,272,1103,4045,133,428,167,4728,158,1758,398,673,1466,818,7304,0,0,0,0,22,-41,0,0,0,0,0,0,0,0,0,169,427,583,8238,36332,7285
61_Educational_services,54,79,4,23,0,100,1,5,1,0,9,14,24,20,113,17,3,5,14,15,36,3,141,50,6,7,158,499,182,0,386,23,3,0,136,0,209,525,151,59,0,0,468,109191,0,0,0,0,869,-590,0,0,0,0,0,0,0,0,0,0,2722,14,2652,8931,109470
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,56,0,75,0,12230,155,0,0,120,347993,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,233,0,3210,16101,348017
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380,0,0,0,0,394199,0,0,0,0,122,-780,0,0,0,0,0,0,0,0,0,0,474,0,361,2215,393542
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,564,569,51985
711AS_Performing_arts_spectator_sports_museums_and_related_activities,19,10,6,3,2,17,50,101,13,13,22,37,21,17,60,51,13,21,35,40,37,4,42,17,6,18,389,409,298,12,7290,625,954,74,1488,869,639,153,342,6616,203,1727,389,21786,0,1699,0,0,377,-164,0,0,0,0,0,0,0,0,0,13,287,8,230,23694,23698
713_Amusements_gambling_and_recreation_industries,7,18,28,12,8,38,55,99,11,12,18,37,28,39,95,41,19,54,39,47,65,12,63,34,9,24,194,215,277,2,120,229,151,29,332,126,209,25,240,63,43,117,69,62237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-2,833,86,328,4600,62241
721_Accommodation,21,27,55,64,34,387,266,780,120,96,162,283,253,87,645,390,146,197,409,439,532,92,442,172,101,215,1044,671,455,20,1684,3784,2944,468,4251,255,2236,224,1837,184,235,737,552,44429,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,8,757,63,2066,30888,44449
722_Food_services_and_drinking_places,145,63,79,88,57,959,418,945,149,166,178,291,308,137,682,362,144,228,421,536,1064,144,494,246,99,201,2048,2513,4739,13,1276,3794,6107,655,6751,1485,3948,1383,7113,460,3798,1385,1035,269660,0,0,0,0,1305,0,0,0,0,0,0,0,0,0,0,248,443,220,3768,61792,270965
81_Other_services_except_government,770,797,50,96,82,298,6033,2993,812,251,882,2167,775,418,3950,1784,1143,2359,1969,1355,2658,435,4732,693,280,758,11006,9402,10843,80,6913,8436,7022,2565,6627,6930,6089,846,6014,1667,1276,5150,12979,257714,0,0,0,1,750,-740,0,0,0,0,0,0,0,0,0,1355,1143,538,11007,156426,257726
GFE_Federal_government_enterprises,21,20,0,16,2,264,323,84,31,29,20,34,151,69,250,30,19,48,76,542,242,352,108,49,16,87,8809,5058,3915,54,2681,5542,1022,506,3434,139,1668,399,4312,328,658,2374,1793,7981,0,0,0,0,228,-210,0,0,0,0,0,0,0,0,0,28,960,179,2504,49246,7999
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292194,0,0,136779,0,0,0,0,0,0,0,0,0,0,428973
GSLE_State_and_local_government_enterprises,27,32,1,3,0,459,10,307,52,91,47,145,60,22,268,84,82,134,142,214,258,50,91,52,56,98,304,569,217,16,169,181,379,210,424,58,315,21,643,94,168,394,220,29812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,213,688,1175,9306,29812
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712770,0,0,0,0,0,0,0,712770
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,272,15,653,119,72,299,468,890,45,26,56,209,77,601,2589,295,135,298,262,564,771,363,934,221,49,230,3943,1070,15635,24,7227,7605,907,277,1827,482,816,149,58,248,242,543,153,-40377,0,664,0,0,79568,-104704,0,0,0,0,0,0,0,0,0,1113,13001,0,0,65831,-64849
T005_Total_Intermediate,123495,18536,29863,29696,6066,67979,320790,354489,59979,56142,55523,103603,56968,116110,221882,94586,41804,115392,120522,148790,226858,58587,287271,76383,31845,54910,228637,263876,215477,4279,242346,353616,281158,35418,215027,64564,110394,35563,267729,42008,41958,144928,116876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19395,123236,58386,270556,6013496,0
