commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,F010_Personal_consumption_expenditures,F02E_Private_fixed_investment_in_equipment,F02N_Private_fixed_investment_in_intellectual_property_products,F02T_Private_fixed_investment_in_structures,F030_Change_in_private_inventories,F040_Exports_of_goods_and_services,F050_Imports_of_goods_and_services,F06C_National_defense_Consumption_expenditures,F06E_National_defense_Gross_investment_except_structures,F06S_National_defense_Gross_investment_in_structures,F07C_Nondefense_Consumption_expenditures,F07E_Nondefense_Gross_investment_except_structures,F07S_Nondefense_Gross_investment_in_structures,F10C_State_and_local_government_consumption_expenditures,F10E_State_and_local_government_gross_investment_except_structures,F10S_State_and_local_government_gross_investment_in_structures,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,T001_Total_Intermediate,T004_Total_Final_Uses_GDP
44RT_Retail_trade,568,60,134,290,122,553,7477,821,394,352,810,474,123,78,846,380,420,496,884,1485,1152,616,3863,544,479,299,356,616,2032,3,333,146,736,53,272,1,208,92,652,38,93,92,484,361190,6081,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,80,0,30006,367327
481_Air_transportation,78,87,111,74,21,252,641,517,63,113,41,305,201,53,515,110,120,135,450,581,1384,372,592,838,62,92,2315,661,1036,6,1286,3847,241,158,3045,26,290,545,628,43,30,78,906,26336,826,0,0,44,7577,-5271,0,173,0,0,24,0,0,33,0,716,1435,75,67,25244,29742
482_Rail_transportation,595,58,45,926,124,1850,2038,2254,254,59,410,755,271,230,1563,406,1102,2257,508,327,210,212,1135,146,147,231,160,188,374,0,189,47,226,13,91,6,73,43,355,13,44,365,139,4987,944,0,0,254,3061,-137,0,43,0,0,6,0,0,56,0,559,463,287,314,22067,9215
483_Water_transportation,78,30,42,85,31,330,308,488,49,14,55,98,28,583,313,93,117,243,59,55,49,19,80,31,18,37,65,72,283,0,28,24,33,24,42,12,65,12,76,142,9,53,43,2843,128,0,7,31,4365,3139,0,13,0,0,2,0,0,4,0,113,835,181,69,5515,10532
484_Truck_transportation,949,103,87,498,423,955,4689,3610,476,373,303,788,410,299,1833,565,566,1418,950,644,647,336,1426,298,194,346,604,1205,11372,64,567,574,674,103,398,23,342,122,937,87,196,902,439,15511,1981,0,0,381,3254,0,0,99,0,0,19,0,0,116,0,1448,2796,267,577,46884,21362
485_Transit_and_ground_passenger_transportation,0,14,31,18,0,40,242,65,20,25,27,30,108,10,76,41,28,30,82,88,157,39,76,60,25,54,418,1029,1126,3,315,1175,433,85,270,13,219,81,218,62,137,292,189,8772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,87,124,3363,11045,8772
486_Pipeline_transportation,41,7,948,16,8,3454,59,7,6,3,4,16,5,14842,454,16,7,18,8,6,7,4,8,4,2,3,17,38,424,0,9,9,18,0,14,2,14,5,19,1,4,2,9,593,0,0,0,21,363,0,0,0,0,0,0,0,0,0,0,8,46,37,79,20710,977
487OS_Other_transportation_and_support_activities,0,26,28,45,21,228,166,303,39,11,43,92,28,356,297,107,108,195,57,47,40,16,60,28,13,31,5617,3862,21306,88,27,558,528,345,54,5,72,15,60,459,294,40,51,1413,0,0,0,0,2916,0,0,0,0,0,0,0,0,0,0,0,0,36,263,36065,4329
493_Warehousing_and_storage,2866,2,3,7,0,6,6,11,5,2,2,3,14,12,113,2,2,2,70,2,20,2,9,6,2,2,791,4475,865,90,91,178,131,33,134,1,277,19,81,13,27,53,43,240,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,152,142,514,11281,523
511_Publishing_industries_except_internet_includes_software,56,7,13,40,0,22,149,23,12,11,16,13,408,5,34,21,16,24,41,40,356,22,33,30,15,30,164,231,146,7,1398,664,36,56,1050,61,94,1174,880,50,81,108,1027,20244,0,4126,0,147,1621,-1127,0,42,0,0,41,0,0,86,0,52,201,384,3021,12320,25180
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,3,0,0,274,58,32,0,13527,10,0,28,2,16,4,301,190,1,3,0,224,8920,0,8964,0,67,1089,-100,0,0,0,0,0,0,0,0,0,27,385,0,87,15183,18940
513_Broadcasting_and_telecommunications,425,8,142,61,173,204,1897,185,79,129,103,167,160,126,379,345,386,315,841,521,1049,319,473,523,77,121,3549,3252,1711,16,20990,6321,975,349,4242,7932,1468,453,2531,223,608,576,1163,59953,5465,5382,0,0,1961,0,0,0,0,0,0,0,0,0,0,93,1858,209,3964,71691,72762
514_Data_processing_internet_publishing_and_other_information_services,0,40,49,71,45,381,54,123,18,26,13,42,172,55,117,78,34,55,139,164,112,56,86,80,17,25,194,229,1000,10,2815,4946,29,600,4310,417,93,242,1621,34,27,135,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,981,63,2642,22655,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,2777,162,580,867,0,1586,8059,1628,422,595,433,401,428,1195,1650,592,536,629,1238,1100,2328,885,1321,1579,560,462,5439,4786,5015,20,3038,19347,6564,1934,4300,1363,1450,225,1653,637,1677,2428,866,67801,0,0,0,0,6746,-59,0,0,0,0,0,0,0,0,0,1,1248,109,7224,101336,74488
523_Securities_commodity_contracts_and_investments,2,4,28,38,0,235,0,50,10,7,16,29,9,98,56,8,9,29,29,35,60,15,52,11,19,20,14,40,72,1,72,25315,142,4,137,926,60,170,111,2,7,20,197,18237,0,0,0,0,1880,-79,0,0,0,0,0,0,0,0,0,13,1,148,1653,29974,20039
524_Insurance_carriers_and_related_activities,2596,173,32,116,0,1311,2368,427,105,103,144,285,190,295,395,193,139,293,334,331,397,125,679,208,75,137,360,562,2471,12,245,79141,13515,1384,364,88,1006,281,888,14,61,19,449,73047,0,0,2285,0,1436,-1565,0,0,0,0,0,0,0,0,0,50,1362,642,1032,115400,75202
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,1,1,17,0,0,6725,174,124,10,0,63,0,21,0,0,0,0,18858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7161,18858
531_Real_estate,8141,116,0,403,235,424,2019,661,85,187,75,111,341,99,336,186,115,64,436,363,1019,134,110,425,167,170,5273,16049,2920,183,2976,9983,24569,464,8974,625,1300,5638,18508,1424,647,4633,7001,394699,0,0,24468,0,613,0,0,0,0,0,0,0,0,0,0,319,657,525,4560,133647,419780
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,268,183,19835,999,357,269,7321,757,185,332,211,607,571,359,766,416,293,531,760,755,1065,314,849,900,198,346,3499,3815,2327,7,2444,3121,487,386,2734,1288,926,292,2816,484,488,593,839,11870,0,0,0,0,5409,0,0,0,0,0,0,0,0,0,0,62,216,114,1214,67596,17279
5411_Legal_services,111,95,104,35,0,200,1070,317,67,99,68,51,296,26,190,78,77,114,205,226,637,188,237,473,71,210,2056,9358,591,31,1175,4039,2116,145,2391,785,515,321,2231,214,305,1413,555,24587,0,0,4119,0,247,-4,0,0,0,0,0,0,0,0,0,0,477,287,1520,35768,28948
5412OP_Miscellaneous_professional_scientific_and_technical_services,236,236,1872,495,0,474,39681,8107,695,1170,731,655,727,748,7486,1044,1112,2258,2348,2865,3490,1450,4641,2473,1150,1944,9053,17691,3392,55,4293,13032,4561,928,14211,4771,2762,1321,4068,2348,1777,4795,3752,12869,6273,63618,296,0,3884,-281,0,38691,0,0,20429,0,0,2989,0,199,11187,1015,5871,199174,148768
5415_Computer_systems_design_and_related_services,0,13,25,27,11,196,26,17,9,6,3,31,63,27,19,41,21,27,53,62,79,21,67,38,4,5,189,223,239,3,911,2555,11,235,2242,592,28,125,720,16,6,41,58,0,0,22487,0,0,430,-9,0,1374,0,0,1778,0,0,959,0,36,680,87,408,10295,27018
55_Management_of_companies_and_enterprises,0,30,1930,1126,3097,52,566,9681,871,1291,321,1718,857,833,5294,1278,670,1159,2467,4573,5059,1246,2597,2852,566,746,5273,12798,1409,1,1441,3411,194,206,731,0,2166,120,3142,512,609,6,1079,0,0,0,0,0,4714,0,0,0,0,0,0,0,0,0,0,0,17,40,14,84051,4714
561_Administrative_and_support_services,59,74,74,157,0,423,2202,697,518,184,151,220,244,109,870,204,227,256,819,611,870,184,473,554,421,230,6846,2664,749,230,1654,6136,5921,442,9873,562,3661,1086,8072,1089,1441,2027,4492,9288,0,0,0,0,147,-9,0,0,0,0,0,0,0,0,0,238,3148,272,7679,79111,9426
562_Waste_management_and_remediation_services,845,23,238,536,0,392,502,753,421,70,203,1460,142,259,724,410,317,514,443,301,272,101,390,190,139,314,131,400,319,0,1547,1151,86,18,218,18,2624,19,283,65,368,48,179,2143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71,77,38,651,18272,2144
61_Educational_services,0,58,24,54,0,169,0,10,4,1,11,23,17,81,272,24,9,15,46,38,139,9,269,86,14,10,25,0,56,0,225,48,3,0,55,0,61,12,19,0,0,0,3,46401,0,0,0,0,25,-3,0,0,0,0,0,0,0,0,0,0,3932,38,389,6252,46423
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3526,0,0,0,0,131231,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,657,0,1994,6177,131256
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178979,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,461,0,0,461,179110
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,155,195,21501
711AS_Performing_arts_spectator_sports_museums_and_related_activities,0,5,3,5,0,3,24,4,1,2,4,1,5,2,14,5,1,2,6,15,58,19,47,40,20,19,451,108,9,1,1882,135,27,15,255,263,72,23,85,3744,183,1154,136,11106,0,677,0,0,12,-10,0,0,0,0,0,0,0,0,0,1,116,1,21,8986,11785
713_Amusements_gambling_and_recreation_industries,0,5,9,8,2,37,70,49,8,5,9,17,16,58,57,19,18,32,20,21,32,7,21,11,7,13,183,219,362,1,38,208,59,13,105,68,48,20,114,33,20,27,39,24484,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,247,5,211,2574,24509
721_Accommodation,85,15,39,120,0,51,507,181,15,54,13,119,202,17,128,17,27,39,273,186,588,193,162,577,16,43,1380,426,504,6,295,1464,451,47,2198,89,530,32,280,32,23,4,436,21195,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,18,445,38,1325,13692,21227
722_Food_services_and_drinking_places,20,55,132,62,0,145,1321,380,141,219,146,165,412,42,484,215,156,188,458,533,794,226,443,285,161,329,3363,4382,1956,7,1257,5286,1916,335,2064,433,977,786,1613,230,60,96,641,148873,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,64,583,103,1603,35268,149071
81_Other_services_except_government,1619,354,121,321,39,346,8905,468,401,270,152,261,267,375,1417,381,220,1349,502,313,821,209,2513,283,126,320,5144,5092,2670,9,1686,1573,827,975,4448,1966,1536,371,2341,920,876,1180,2554,139373,0,0,0,-3,279,-418,0,0,0,0,0,0,0,0,0,367,1443,432,2311,61071,139231
GFE_Federal_government_enterprises,32,38,4,48,0,438,279,369,124,263,62,107,342,76,276,98,92,153,218,244,436,127,505,217,67,140,665,1607,226,11,1534,5880,363,444,1913,37,819,209,1924,178,182,139,980,5616,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,486,603,74,1390,24416,5797
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234079,0,0,86300,0,0,0,0,0,0,0,0,0,0,320380
GSLE_State_and_local_government_enterprises,56,14,3,16,0,23,127,303,31,15,14,147,17,12,130,27,17,62,71,26,51,22,133,27,8,16,222,368,206,2,73,49,75,138,106,6,35,22,205,39,180,192,198,12243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,71,6,331,3910,12243
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370260,0,0,0,0,0,0,0,370260
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,0,16,899,61,0,14,2,331,32,33,7,59,53,263,1644,153,106,108,124,404,673,94,567,52,8,81,1613,109,6051,0,2765,4150,45,13,1405,104,633,1,25,161,45,0,279,-1585,0,0,0,24,25046,-53532,0,0,0,0,0,0,0,0,0,846,6531,0,55,30616,-30047
T005_Total_Intermediate,83964,11581,44175,24882,17473,63549,254725,233316,38187,37897,27282,57287,31483,150457,128573,43979,28161,74942,77518,75532,118806,33646,160689,62408,18366,25498,92773,129120,119427,1076,106704,224416,98178,13155,89182,25681,36144,20679,113084,16346,19071,75932,55510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10852,99084,34565,131374,3436728,0
