commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,F010_Personal_consumption_expenditures,F02E_Private_fixed_investment_in_equipment,F02N_Private_fixed_investment_in_intellectual_property_products,F02T_Private_fixed_investment_in_structures,F030_Change_in_private_inventories,F040_Exports_of_goods_and_services,F050_Imports_of_goods_and_services,F06C_National_defense_Consumption_expenditures,F06E_National_defense_Gross_investment_except_structures,F06S_National_defense_Gross_investment_in_structures,F07C_Nondefense_Consumption_expenditures,F07E_Nondefense_Gross_investment_except_structures,F07S_Nondefense_Gross_investment_in_structures,F10C_State_and_local_government_consumption_expenditures,F10E_State_and_local_government_gross_investment_except_structures,F10S_State_and_local_government_gross_investment_in_structures,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,T001_Total_Intermediate,T004_Total_Final_Uses_GDP
321_Wood_products,621,16,2,92,15,497,16832,67,36,45,6621,1981,1,81,46,131,307,259,469,304,172,209,508,207,2951,836,661,34,313,4,378,18,1404,2,22,2,206,41,235,91,20,29,54,708,5,0,5656,2330,1499,-5081,0,0,0,0,0,0,0,0,0,96,24,350,85,37377,5118
322_Paper_products,680,95,26,39,0,157,887,9331,541,387,193,23249,12390,275,4338,1791,1478,178,963,541,1059,815,619,48,529,1249,3004,3198,207,12,7580,712,358,84,1251,57,617,666,1546,92,249,1448,641,7398,0,0,0,-613,4449,-8104,0,0,0,0,0,0,0,0,0,33,213,70,2114,86009,3130
323_Printing_and_related_support_activities,10,26,78,21,0,154,151,2312,25,62,22,78,2864,9,757,72,49,48,402,88,412,53,100,66,29,137,1859,44,468,5,8160,4126,634,8,2776,184,627,480,2094,91,192,82,3186,1372,0,0,0,192,295,-354,0,0,0,0,0,0,0,0,0,210,548,142,2606,36547,1505
324_Petroleum_and_coal_products,6005,1099,1002,1644,2039,5150,13093,1005,461,333,517,2010,525,13936,3314,499,608,1511,976,679,702,387,1064,421,233,379,1945,3896,23269,41,1445,1049,1903,260,1729,159,1497,550,2013,153,373,301,941,68422,0,0,0,8502,7570,-25422,0,0,0,0,0,0,0,0,0,727,4083,3872,8499,118290,59072
325_Chemical_products,6862,1622,1019,776,1564,514,4038,2852,10149,1142,920,5501,2129,2136,45911,16969,2490,3315,2684,1011,2119,2223,2335,425,710,1671,446,123,347,1,638,553,693,101,642,127,1235,236,10446,39,243,184,822,44404,1164,0,0,6184,21858,-17989,0,0,0,0,0,0,0,208,0,43,1357,1125,4645,147135,55829
326_Plastics_and_rubber_products,542,174,19,599,0,467,3962,4423,634,564,293,1688,1131,395,4629,3316,263,426,1454,2259,6625,1316,8733,685,1020,1382,594,367,1036,5,823,65,729,300,764,16,319,114,6033,140,464,1018,521,10039,98,0,0,1506,2809,-4917,0,0,0,0,15,0,0,0,0,47,407,273,1091,62122,9549
327_Nonmetallic_mineral_products,341,16,268,131,2049,622,21216,3687,147,8,401,84,9,301,909,554,5273,870,1005,732,654,965,1676,304,227,346,193,143,450,0,435,63,1809,81,40,13,11,176,766,11,302,310,310,3033,0,0,0,552,1740,-4580,0,0,0,0,0,0,0,0,0,114,84,536,344,48982,745
331_Primary_metals,175,1,199,169,4008,224,8484,29,23,4,74,348,202,155,1199,329,291,22739,28762,12015,4050,5548,15877,2545,1459,2607,14,12,274,0,153,12,609,1,7,2,8,23,170,3,8,11,17,456,16,0,0,17306,4506,-23004,0,0,0,0,0,0,0,0,0,38,399,131,62,113472,-721
332_Fabricated_metal_products,839,578,1212,1359,1631,1134,30808,9666,56,101,1649,780,135,512,3596,1229,596,2277,12885,9922,6525,2595,11037,3920,1797,1375,578,691,2624,8,1146,49,2873,82,300,46,315,143,730,78,55,417,1341,4894,5764,0,0,5588,6171,-8029,0,2532,0,0,121,0,0,170,0,217,2196,1122,644,123864,17211
333_Machinery,1039,116,699,1897,2003,947,7801,269,356,86,171,288,623,42,960,313,202,1277,1403,7215,576,473,4268,1194,79,186,360,252,988,9,538,717,738,226,782,5,761,189,543,36,35,118,1149,4023,78072,0,0,6543,22768,-25227,0,1996,0,0,633,0,0,2235,0,98,611,410,1487,44537,91043
334_Computer_and_electronic_products,56,12,24,10,0,417,4255,24,21,4,10,43,246,32,2116,107,35,63,351,1157,53126,1691,3626,5262,18,1115,931,181,438,2,6460,670,401,239,2748,667,1232,434,764,9,11,17,1171,15433,73295,0,0,-2781,30198,-42831,0,12927,0,0,2013,0,0,2046,0,38,8490,130,540,99393,90299
335_Electrical_equipment_appliances_and_components,372,49,363,317,0,649,12597,7,6,6,267,11,5,38,145,105,74,1078,562,4935,4315,4023,2030,482,46,274,143,130,733,1,520,45,1191,30,483,17,174,133,369,45,88,85,493,14860,10386,0,0,3726,5223,-8990,0,504,0,0,180,0,0,309,0,89,429,992,443,39388,26198
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,517,145,172,644,0,148,320,12,5,25,193,31,25,37,16,38,22,538,282,3285,28,229,63104,1377,51,21,544,3363,974,5,268,51,117,464,107,27,634,49,72,13,15,10,4273,83969,62532,0,0,11616,24046,-56626,0,1269,0,0,142,0,0,3993,0,133,489,227,794,83890,130940
3364OT_Other_transportation_equipment,0,344,0,9,0,13,3,0,0,0,4,0,0,0,0,0,0,6,44,20,0,49,121,18570,0,8,32,0,4386,0,17,60,0,13,0,0,0,8,6,154,5,0,209,6119,10433,0,0,-11484,17511,-6689,0,20432,0,0,3200,0,0,433,0,20,22571,164,29,46868,39955
337_Furniture_and_related_products,46,0,1,1,0,98,3395,1,1,0,167,3,0,8,2,1,1,32,4,2,524,9,43,50,122,25,4,5,49,0,71,4,255,0,4,1,1,7,14,1,4,2,9,14815,12531,0,0,1056,579,-2521,0,34,0,0,76,0,0,772,0,20,4,63,2,5059,27342
339_Miscellaneous_manufacturing,55,17,38,39,0,72,878,46,76,592,189,37,249,14,128,96,57,49,129,291,256,180,286,59,51,2722,287,369,158,2,197,469,145,166,491,1,221,167,4491,102,116,272,1059,25462,9881,0,0,786,3030,-13338,0,129,0,0,84,0,0,723,0,40,261,64,2999,18682,26758
42_Wholesale_trade,5978,735,867,1243,1351,1676,13644,20169,3269,3475,1975,4013,1945,6032,10678,4798,1629,5593,6727,6840,10581,3699,11314,2049,1522,2481,5563,1602,4919,11,3129,726,1505,259,1280,143,836,418,4427,203,509,4520,1677,72630,28371,46,680,6391,23808,11896,0,2054,0,0,375,0,0,1328,0,346,2613,1168,4218,174353,147580
44RT_Retail_trade,495,62,139,245,122,499,5949,706,381,322,734,437,106,108,703,333,367,440,791,1226,929,557,3675,341,425,275,275,408,1509,3,274,98,522,44,190,1,151,68,502,30,67,82,394,321048,5474,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,105,0,25088,326573
481_Air_transportation,70,110,160,73,27,311,584,478,66,134,42,322,203,64,536,108,132,155,511,591,1322,416,582,611,65,98,2000,552,1134,9,1395,3471,205,137,2572,25,285,494,569,42,26,74,767,24977,684,0,0,69,7009,-4888,0,120,0,0,19,0,0,26,0,654,1202,70,53,23508,28015
482_Rail_transportation,678,73,53,994,167,2321,1950,2423,278,61,457,832,287,271,1568,419,1093,2519,590,346,220,235,1171,116,158,243,153,161,448,1,215,45,196,12,86,5,67,44,339,14,42,384,128,4982,899,0,0,900,3118,-146,0,38,0,0,6,0,0,50,0,510,373,267,298,23314,9848
483_Water_transportation,96,38,57,96,47,428,313,537,57,17,61,108,29,686,337,101,126,285,69,55,47,21,86,26,20,39,61,63,288,0,31,21,30,22,37,11,57,12,76,142,8,57,37,2580,121,0,10,94,4225,3239,0,11,0,0,2,0,0,4,0,118,765,160,64,5845,10285
484_Truck_transportation,1013,122,103,506,667,1135,4244,3597,485,368,312,790,387,349,1704,522,553,1465,951,592,589,329,1391,212,187,351,540,992,11579,84,566,537,552,90,336,21,295,111,802,79,164,885,354,14690,1864,0,0,975,3389,0,0,81,0,0,16,0,0,100,0,1188,2048,235,516,44897,21116
485_Transit_and_ground_passenger_transportation,0,18,44,19,0,50,234,68,24,29,28,31,107,12,80,42,29,35,91,87,156,42,78,47,26,60,397,902,1160,4,325,953,378,77,233,13,200,78,198,58,119,307,155,8311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,74,115,3270,10470,8311
486_Pipeline_transportation,51,9,1008,17,9,3935,54,8,7,3,5,18,5,15543,407,16,7,21,10,6,7,4,8,3,2,4,17,34,480,0,11,8,16,0,14,2,13,5,20,1,3,3,8,592,0,0,0,87,360,0,0,0,0,0,0,0,0,0,0,7,42,31,68,21952,1040
487OS_Other_transportation_and_support_activities,0,36,44,54,42,316,189,367,48,15,48,106,30,455,353,126,127,245,72,51,44,18,68,23,16,35,5491,3115,22278,132,29,515,549,433,48,5,69,15,63,473,336,47,46,1131,0,0,0,0,2620,0,0,0,0,0,0,0,0,0,0,0,0,35,248,36852,3751
493_Warehousing_and_storage,3226,3,4,7,0,8,7,11,6,2,2,4,15,14,119,2,2,2,76,2,20,2,10,5,2,2,802,3649,1032,139,102,143,120,42,135,1,291,20,85,15,27,53,39,237,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,144,141,508,11038,505
511_Publishing_industries_except_internet_includes_software,67,10,21,37,0,29,157,27,15,15,18,15,422,7,39,24,18,28,50,43,302,25,37,26,16,36,161,209,146,11,1520,569,31,47,1103,66,94,1173,819,47,77,122,887,20003,0,3533,0,171,1641,-939,0,26,0,0,26,0,0,58,0,54,155,417,2929,12123,24517
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,2,0,0,225,30,26,0,12066,9,0,15,1,15,2,245,147,1,2,0,162,8161,0,8920,0,358,1091,-98,0,0,0,0,0,0,0,0,0,18,265,0,72,13314,18432
513_Broadcasting_and_telecommunications,431,10,197,79,232,253,1699,244,95,167,122,189,167,154,411,452,402,423,1155,562,1154,400,470,385,83,141,3385,2560,1735,22,19435,5263,823,362,4011,7492,1410,446,2430,232,604,524,956,54084,5283,4933,0,0,1730,0,0,0,0,0,0,0,0,0,0,76,1447,194,3384,66867,66031
514_Data_processing_internet_publishing_and_other_information_services,0,56,98,81,81,436,76,153,19,38,16,56,206,85,150,95,46,84,150,159,76,64,116,64,22,33,229,179,1181,16,2733,4293,32,568,3766,438,101,230,1348,33,29,159,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,940,68,2813,21812,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,3389,216,872,992,0,2121,6669,1893,547,741,472,441,454,1505,1920,670,594,775,1531,1169,2521,1021,1475,1336,624,539,5327,4104,5290,31,3268,14475,5655,1420,4390,1375,1445,243,1511,671,1246,2353,743,52498,0,0,0,0,6909,-35,0,0,0,0,0,0,0,0,0,1,1108,105,6898,96140,59373
523_Securities_commodity_contracts_and_investments,2,5,38,37,0,273,0,49,11,8,16,28,8,110,55,8,9,30,28,33,57,15,49,8,19,21,12,30,73,1,67,20257,107,4,97,821,52,148,88,2,6,20,140,15063,0,0,0,0,1650,-122,0,0,0,0,0,0,0,0,0,9,1,129,1284,24262,16591
524_Insurance_carriers_and_related_activities,2633,234,54,133,0,1656,2184,445,117,114,142,288,187,310,379,190,139,325,351,314,366,126,651,155,75,142,343,503,2683,19,270,60136,11647,1157,331,90,869,269,606,14,57,24,397,66534,0,0,1892,0,1099,-1240,0,0,0,0,0,0,0,0,0,47,1140,621,978,93916,68284
525_Funds_trusts_and_other_financial_vehicles,0,1,0,0,0,28,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,1,1,24,0,0,5658,177,165,10,0,65,0,24,0,0,0,0,16421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6164,16421
531_Real_estate,8551,158,0,457,352,507,1868,627,89,184,78,110,318,100,424,186,100,69,466,319,900,122,81,261,167,171,4867,12345,2964,261,2804,7940,21050,416,7995,611,1172,5243,18311,1385,654,3955,5977,357726,0,0,20479,0,572,0,0,0,0,0,0,0,0,0,0,270,565,486,4071,120006,378778
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,220,190,23911,1040,521,232,6040,617,174,299,189,487,438,394,690,364,246,513,699,630,868,275,713,619,166,297,2587,2414,2064,9,2106,2130,287,354,2122,1148,686,202,1762,406,355,493,544,9087,0,0,0,0,5196,0,0,0,0,0,0,0,0,0,0,45,168,83,874,61672,14283
5411_Legal_services,138,118,167,36,0,257,995,311,71,102,71,50,289,29,176,74,76,140,230,210,595,193,232,338,69,224,1937,7148,624,48,1143,3107,1867,143,2217,776,459,316,2109,210,283,1328,468,21474,0,0,3431,0,208,-3,0,0,0,0,0,0,0,0,0,0,398,274,1362,31407,25110
5412OP_Miscellaneous_professional_scientific_and_technical_services,271,289,2367,467,0,536,38712,8041,797,1238,711,627,680,815,7543,1048,1079,2475,2496,2776,3128,1450,4318,1785,1150,2048,7690,13563,3189,76,4234,9759,3391,791,11279,4632,2349,1135,3429,2204,1577,4311,2888,11633,5609,57456,246,0,3863,-249,0,32901,0,0,19061,0,0,2646,0,166,8241,659,5153,177564,133165
5415_Computer_systems_design_and_related_services,0,20,52,37,20,311,38,21,14,9,4,45,85,44,25,58,30,44,77,88,108,32,96,39,5,7,250,239,324,5,1074,2682,14,248,2429,646,36,157,777,19,7,55,61,0,0,19505,0,0,327,-7,0,1075,0,0,1384,0,0,812,0,37,656,94,437,11556,23097
55_Management_of_companies_and_enterprises,0,33,2461,1129,3499,59,504,9089,906,1293,299,1658,784,867,5213,1283,629,1285,2415,4380,4499,1216,2474,1919,533,768,4647,9334,1317,1,1422,2883,161,165,641,0,1856,102,2826,497,535,6,869,0,0,0,0,0,4746,0,0,0,0,0,0,0,0,0,0,0,14,34,12,76516,4746
561_Administrative_and_support_services,98,90,94,158,0,482,1666,698,639,195,147,220,223,129,905,199,224,276,935,537,828,183,452,435,434,233,5971,2020,706,324,1624,5055,4753,417,8598,551,3492,954,7138,967,1185,1979,3807,8464,0,0,0,0,149,-7,0,0,0,0,0,0,0,0,0,189,3114,231,7157,70713,8606
562_Waste_management_and_remediation_services,774,25,287,460,0,447,405,649,429,67,174,1273,120,263,667,362,296,475,388,249,228,88,329,127,121,285,108,294,304,1,1230,789,74,14,179,16,1913,16,232,53,305,62,132,1874,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,57,36,612,15462,1875
61_Educational_services,0,80,36,60,0,213,0,11,5,1,11,25,18,102,317,26,9,18,56,41,145,10,273,68,16,12,32,0,69,0,213,45,3,0,61,0,63,15,17,0,0,0,2,42970,0,0,0,0,16,-2,0,0,0,0,0,0,0,0,0,0,3451,39,415,5979,42984
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2395,0,0,0,0,116947,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,634,0,1922,4952,116978
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166126,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,432,0,0,432,166335
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,105,165,18932
711AS_Performing_arts_spectator_sports_museums_and_related_activities,0,6,4,5,0,4,23,4,1,2,4,1,5,2,14,5,1,3,7,14,53,18,44,29,21,20,368,89,8,1,1686,113,22,15,230,241,61,20,77,3587,163,1091,108,10523,0,655,0,0,11,-7,0,0,0,0,0,0,0,0,0,1,84,1,18,8277,11182
713_Amusements_gambling_and_recreation_industries,0,6,12,8,4,45,62,52,9,5,9,17,14,71,59,20,19,36,20,19,28,7,20,8,6,13,143,158,418,1,34,147,42,11,77,72,39,16,95,32,15,25,29,21910,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,217,4,205,2353,21938
721_Accommodation,87,18,51,115,0,61,444,180,17,61,12,117,190,20,130,18,27,43,288,175,566,199,154,421,15,46,1191,335,499,8,293,1097,349,42,1848,85,561,28,234,34,19,7,362,19018,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,16,358,35,1161,12018,19047
722_Food_services_and_drinking_places,15,70,187,64,0,182,1246,387,157,235,148,170,404,52,498,218,159,217,499,511,774,236,441,218,162,361,3068,3556,1751,10,1325,4178,1589,290,1819,405,888,707,1447,217,58,138,548,141411,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,59,459,96,1413,31634,141607
81_Other_services_except_government,1719,400,156,290,42,382,7144,453,431,258,134,240,225,373,1324,334,195,1397,477,283,780,191,2216,196,114,292,4032,3676,2332,11,1557,1123,608,932,3432,1713,1237,299,1844,774,657,1085,1909,126341,0,0,0,-19,352,-258,0,0,0,0,0,0,0,0,0,255,1178,360,1831,50890,126415
GFE_Federal_government_enterprises,35,47,5,50,0,516,257,381,141,296,63,112,325,92,290,103,96,173,238,241,424,133,513,167,70,155,606,1308,229,14,1660,4850,293,390,1606,34,757,186,1539,171,155,153,805,5184,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,468,484,65,1151,21845,5320
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217700,0,0,78511,0,0,0,0,0,0,0,0,0,0,296211
GSLE_State_and_local_government_enterprises,60,17,5,17,0,28,117,291,35,16,13,141,16,14,127,26,17,66,70,25,47,21,126,20,8,15,188,286,189,3,70,36,57,104,86,7,30,20,171,33,146,187,151,10270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,57,5,284,3460,10270
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338518,0,0,0,0,0,0,0,338518
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,0,20,1067,57,0,18,2,290,31,30,6,63,42,341,1637,145,108,119,127,372,738,93,573,36,8,80,1506,92,6391,0,2778,3346,45,15,1629,110,543,1,24,161,41,0,188,-1850,0,0,0,62,23964,-51339,0,0,0,0,0,0,0,0,0,789,6019,0,51,29731,-29163
T005_Total_Intermediate,90728,14191,53131,25893,20844,76178,232200,233727,40683,38883,27668,58782,30289,164921,125089,43272,28237,80195,79248,70261,117440,33838,156760,49307,17907,26645,83234,100992,122485,1529,104354,177163,82080,11781,78433,24438,31864,19240,101759,15561,16770,73655,46360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9550,88264,32018,118364,3276211,0
