commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,F010_Personal_consumption_expenditures,F02E_Nonresidential_private_fixed_investment_in_equipment,F02N_Nonresidential_private_fixed_investment_in_intellectual_property_products,F02R_Residential_private_fixed_investment,F02S_Nonresidential_private_fixed_investment_in_structures,F030_Change_in_private_inventories,F040_Exports_of_goods_and_services,F050_Imports_of_goods_and_services,F06C_Federal_national_defense_Consumption_expenditures,F06E_Federal_national_defense_Gross_investment_in_equipment,F06N_Federal_national_defense_Gross_investment_in_intellectual_property_products,F06S_Federal_national_defense_Gross_investment_in_structures,F07C_Federal_national_nondefense_Consumption_expenditures,F07E_Federal_national_nondefense_Gross_investment_in_equipment,F07N_Federal_national_nondefense_Gross_investment_in_intellectual_property_products,F07S_Federal_national_nondefense_Gross_investment_in_structures,F10C_State_and_local_Consumption_expenditures,F10E_State_and_local_Gross_investment_in_equipment,F10N_State_and_local_Gross_investment_in_intellectual_property_products,F10S_State_and_local_Gross_investment_in_structures,GFE_Federal_government_enterprises,GFG_Federal_general_government
321_Wood_products,309,19,0,22,19,0,38252,179,126,0,20860,3950,4,0,232,1910,427,207,234,941,613,234,2370,146,7628,1257,1107,854,1004,32,2252,60,1522,174,228,1,220,42,886,108,297,651,367,3101,0,0,5262,279,630,3435,-16476,0,0,0,0,0,6,0,0,0,0,0,0,0,28
322_Paper_products,288,2,16,110,18,6,2878,18816,830,105,469,36762,12800,178,5970,3786,1720,815,1579,1714,1966,1189,1832,664,1202,2212,2367,2070,2450,119,6120,1295,143,258,1686,252,1289,198,4159,115,1361,1596,698,18827,0,0,0,0,1117,12615,-18358,0,0,0,0,0,0,0,0,0,0,0,0,33,1593
323_Printing_and_related_support_activities,45,0,6,8,0,22,42,261,0,1953,22,0,5434,13,1293,0,0,0,5,23,0,6,3,0,0,0,4704,3390,785,5,13082,5257,35,341,6799,910,2334,1231,4844,1252,749,675,1914,1688,0,0,0,0,62,1346,-1516,0,0,0,0,0,0,0,0,0,0,0,0,180,2735
324_Petroleum_and_coal_products,3700,471,817,1229,356,9515,23090,1612,138,41,439,823,1609,7383,8916,617,401,1258,822,1201,591,651,278,203,181,396,1194,1276,21599,38,645,3748,690,432,884,445,4192,343,902,569,468,1366,1134,75755,0,0,0,0,-256,10237,-32440,0,0,0,0,0,0,0,0,0,0,0,0,665,8391
325_Chemical_products,10419,1132,1372,1348,480,315,6876,4659,13595,247,1826,8054,4363,2386,110393,36287,3632,1195,5581,2899,6853,2539,5247,1382,1983,5383,627,437,429,224,1767,264,2514,215,4995,909,1893,880,64629,305,60,223,3340,152385,2628,0,0,0,2366,66124,-109100,0,0,0,0,0,0,0,0,0,0,0,0,80,3265
326_Plastics_and_rubber_products,1027,88,27,721,135,3,18686,11878,746,89,763,1913,570,175,8814,13563,1350,551,2032,5696,5230,2082,19591,3719,3429,4453,4893,4005,4883,160,4165,642,290,486,2779,152,1129,336,7043,139,100,2884,2187,23762,107,0,68,0,1092,14027,-19641,0,0,0,0,0,10,0,0,0,0,0,0,11,1301
327_Nonmetallic_mineral_products,7,40,253,131,95,15,47550,3812,615,0,764,191,2,385,1548,1327,12966,1036,838,1437,1152,1456,4936,216,457,841,196,628,67,28,1476,61,28,91,1347,169,437,163,2516,88,85,1033,723,9381,0,0,0,0,545,5197,-15552,0,0,0,0,0,0,0,0,0,0,0,0,0,256
331_Primary_metals,112,0,899,287,66,0,2430,4271,140,0,234,254,30,19,31,1109,661,32359,39446,17938,6173,10350,31151,6212,2776,4075,538,174,483,0,273,2,231,23,279,9,186,80,193,115,12,38,143,810,0,0,0,0,-29,10854,-35953,0,0,0,0,0,0,0,0,0,0,0,0,0,147
332_Fabricated_metal_products,1099,117,1074,476,307,1243,49606,12166,1187,242,2334,3120,1534,212,7502,5696,2330,3239,22842,17306,12280,7018,29871,8872,3081,3777,858,1416,3696,169,7831,109,325,343,2890,287,1683,245,1002,418,359,1575,1574,10443,6345,0,0,0,422,15234,-28992,0,1249,0,0,0,420,0,0,0,671,0,0,424,2994
333_Machinery,2887,708,2394,2188,1097,1622,19295,1583,53,12,408,632,1420,104,2047,1305,244,1251,2726,22349,967,1833,14900,3542,97,548,676,539,339,267,1776,433,146,385,2045,201,2516,920,565,84,35,305,2245,7754,133119,0,0,0,-223,58717,-67024,0,936,0,0,0,234,0,0,0,5622,0,0,13,1422
334_Computer_and_electronic_products,11,2,11,27,25,28,4461,1827,1108,58,602,878,1588,158,3398,1714,966,1130,2796,5293,99994,3417,12914,10946,876,2265,2601,1610,314,106,15377,1029,145,127,8707,2140,2448,1012,2804,86,682,204,2297,60355,144326,0,187,0,-2146,102803,-191316,0,15624,0,0,0,4650,0,0,0,14254,0,0,0,7928
335_Electrical_equipment_appliances_and_components,331,229,36,15,32,6,19921,574,103,92,905,274,117,104,674,833,105,1183,1916,7798,5641,7880,4052,2052,63,660,257,806,221,152,2250,198,124,87,2556,73,1153,635,547,94,183,381,1737,27546,16220,0,3326,0,117,17357,-40783,0,416,0,0,0,714,0,0,0,1459,0,0,4,1399
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,698,136,204,648,95,6,1168,1841,204,4,607,548,245,85,841,352,519,391,1048,8993,1801,381,142313,4912,304,426,2584,6671,4532,754,2863,27,0,297,1230,241,3125,149,1402,122,75,435,9135,204978,151690,0,0,0,9679,61573,-189201,0,3807,0,0,0,163,0,0,0,9930,0,0,1123,2482
3364OT_Other_transportation_equipment,0,24,0,15,0,0,10,0,0,0,27,0,0,0,0,0,0,0,61,897,0,0,197,33792,0,0,44,2,3186,0,2,0,0,0,63,1,53,0,246,37,0,0,35,18685,37246,0,0,0,24,54234,-30139,0,18709,0,0,0,4316,0,0,0,1386,0,0,11,13387
337_Furniture_and_related_products,10,0,0,0,0,0,11792,0,0,0,590,0,0,0,0,376,0,0,0,356,370,1,26,246,3007,280,115,404,0,0,195,0,90,0,112,37,4,0,589,200,2,197,165,37470,27271,0,385,0,805,2175,-19067,0,0,0,0,0,11,0,0,0,1624,0,0,927,0
339_Miscellaneous_manufacturing,193,3,6,19,4,0,863,36,334,414,21,1,57,7,465,166,250,43,51,1733,19,762,1858,204,23,7071,1153,883,329,82,245,380,271,26,1222,16,989,541,23847,509,250,398,2513,79916,27991,0,0,0,738,17121,-59964,0,58,0,0,0,95,0,0,0,1048,0,0,0,337
42_Wholesale_trade,14242,2142,1191,1833,557,4231,38029,32276,3929,3402,5795,7964,3102,5488,22933,8491,3575,9740,8996,12956,21323,6451,29982,5833,3354,6160,22944,13052,10393,316,11286,3215,1353,4894,6380,773,4960,1874,26042,1113,1479,6060,5199,279349,83405,6694,1270,26,2654,68977,19938,0,4103,121,0,0,1363,150,0,0,4955,289,0,685,5141
441_Motor_vehicle_and_parts_dealers,10,2,16,62,14,4,755,355,41,1,71,97,46,0,184,57,97,50,98,711,154,1,1520,581,43,91,47,1302,540,34,419,7,55,68,134,0,324,0,0,7,10,30,1730,108697,16004,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445_Food_and_beverage_stores,54,0,0,0,0,67,136,9,0,0,0,1,47,1,29,2,3,0,1,2,1,1,9,0,5,4,9,57,215,0,5,9,21,3,13,0,61,17,17,19,28,1464,31,137919,129,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452_General_merchandise_stores,111,0,2,5,1,52,1152,105,101,0,7,13,323,4,156,18,9,3,15,57,17,9,137,32,51,49,51,220,192,2,51,50,137,10,79,0,107,112,76,10,92,425,258,128686,2118,114,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
481_Air_transportation,13,0,3,40,54,876,158,795,93,36,238,249,587,113,367,634,242,219,900,407,334,60,321,126,244,318,1976,183,1476,7,2013,3613,3737,591,5112,133,2549,483,1934,210,155,604,407,68664,60,7,1,0,0,20370,-19215,0,5,0,0,0,1,0,0,0,4,0,0,777,4548
482_Rail_transportation,895,56,62,757,19,3405,1301,3091,97,4,686,1816,138,332,2317,910,1267,2141,473,257,181,218,883,146,234,202,119,133,3269,17,251,125,79,15,264,14,146,35,246,23,39,201,81,4580,1398,0,17,0,67,4492,110,0,52,0,0,0,3,0,0,0,102,0,0,144,473
483_Water_transportation,113,4,55,22,3,45,171,335,15,0,1,28,1,10,173,24,39,103,21,9,31,11,10,9,3,8,12,10,21,0,3,1,2,4,144,22,17,42,53,2,1,5,9,8923,3,0,0,0,2,4770,6853,0,2,0,0,0,0,0,0,0,0,0,0,979,1973
484_Truck_transportation,2696,366,278,344,165,433,11909,9734,1033,668,1491,2116,852,2638,3497,1537,2135,2416,1692,1897,2207,854,3401,784,985,1014,2699,8294,14892,64,1890,429,191,184,1502,155,773,402,2943,356,302,1085,1087,62601,17931,443,567,9,578,13721,1233,0,439,8,0,0,117,10,0,0,706,19,0,1101,1726
485_Transit_and_ground_passenger_transportation,0,1,1,4,11,245,257,169,12,5,52,54,130,24,87,140,52,43,206,92,74,12,73,27,54,90,181,58,112,1,521,1329,1092,167,1829,36,687,148,844,378,40,187,93,21117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
486_Pipeline_transportation,93,10,1816,22,4,10063,190,26,23,1,6,14,24,4508,309,16,6,12,12,18,9,7,4,3,3,7,18,19,318,1,8,54,13,6,12,7,64,5,18,8,7,20,16,1121,0,0,0,0,-338,697,0,0,0,0,0,0,0,0,0,0,0,0,0,53,124
487OS_Other_transportation_and_support_activities,0,96,4,536,1,2696,0,557,70,0,667,400,612,382,111,520,535,79,93,9,0,4,8,0,141,222,21958,8049,52943,412,4796,2457,0,1334,7168,141,2624,381,3096,721,104,356,1380,7898,0,0,0,0,0,4811,2134,0,0,0,0,0,0,0,0,0,0,0,0,408,23
493_Warehousing_and_storage,625,0,1,131,0,564,0,63,36,22,29,38,199,18,131,58,34,24,278,128,458,20,59,19,26,124,6391,17574,2454,2592,1182,87,26,223,747,3,573,66,671,135,145,554,276,311,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,260
4A0_Other_retail,1259,6,9,143,1,1122,49672,713,343,1,121,69,1459,81,1771,103,10,6,86,204,79,71,518,43,394,367,296,1596,4038,4,204,271,1000,28,419,0,398,119,483,194,538,6012,1295,421620,24350,2214,5546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
511_Publishing_industries_except_internet_includes_software,46,2,5,0,0,162,335,11,0,0,2,8,93,4,109,20,6,5,53,33,246,21,21,57,7,49,519,581,141,21,23323,720,325,591,3992,884,1101,428,1709,63,107,132,517,63707,0,52955,0,0,-92,17736,-3012,0,0,810,0,0,0,1002,0,0,0,1935,0,37,1289
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,370,107,0,43809,16,49,122,773,81,23,57,186,131,21,261,602,36138,0,30297,0,0,22,10628,-3558,0,0,0,0,0,0,0,0,0,0,0,0,7,984
513_Broadcasting_and_telecommunications,429,42,193,140,107,1291,7011,978,190,169,306,352,701,190,1070,836,328,275,1405,1013,1921,234,440,357,424,663,9604,8844,3746,141,121684,12783,10986,1242,16876,2885,6960,1826,7827,1134,1028,3394,4419,192172,7110,15012,0,0,0,7033,-130,0,0,0,0,0,0,0,0,0,0,0,0,548,5842
514_Data_processing_internet_publishing_and_other_information_services,0,0,12,3,3,982,502,785,128,74,290,315,263,46,505,430,273,213,993,742,1211,118,226,326,313,404,1530,4366,303,16,4767,5610,359,826,5867,1167,4866,627,1391,381,167,995,1112,5939,0,6923,0,0,0,2012,-301,0,0,259,0,0,0,237,0,0,0,781,0,191,7451
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,979,207,761,413,272,8492,7354,2924,421,259,361,435,933,385,1254,1876,731,664,1817,1000,1078,336,785,321,467,718,9713,12231,9977,163,6131,78836,97080,10351,17459,7263,5146,1590,9476,952,771,2666,19624,140824,0,0,0,0,0,11220,-37,0,0,0,0,0,0,0,0,0,0,0,0,3364,185
523_Securities_commodity_contracts_and_investments,307,71,801,2085,1533,1215,2751,464,76,24,89,93,218,84,100,348,135,1337,3316,1966,687,504,1252,522,810,1361,1580,1351,10892,18,1379,106726,4871,928,3666,3423,1326,598,6191,438,1661,5436,14739,100812,0,0,0,0,0,18828,-47,0,0,0,0,0,0,0,0,0,0,0,0,192,60
524_Insurance_carriers_and_related_activities,1161,411,1022,387,208,403,216,653,454,471,135,185,163,55,1275,364,461,268,633,748,2133,583,681,352,261,355,5678,4059,6338,163,1615,146101,21153,2288,6177,119,3235,649,19710,1396,645,1662,1520,215289,0,0,11117,0,0,4825,-21617,0,0,0,0,0,0,0,0,0,0,0,0,156,12526
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5775,0,0,0,4,0,0,0,0,0,0,0,81927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,2205,202,11424,999,563,1769,13259,4803,492,835,526,1232,1503,708,5573,1669,887,889,3699,2332,4895,872,2112,1297,456,1919,9104,6094,17026,168,16441,8687,2153,3058,12138,6987,5332,1806,5865,1662,935,4220,1348,64557,0,0,0,0,0,34355,0,0,0,0,0,0,0,0,0,0,0,0,0,169,337
5411_Legal_services,282,151,768,483,349,5014,5396,879,147,79,285,240,259,215,2037,610,228,214,774,941,1563,224,623,806,264,910,5350,2701,1623,56,7203,16095,12413,414,13706,4307,3667,306,9169,1443,1150,1642,2305,73792,0,0,16365,0,0,4822,-948,0,0,0,0,0,0,0,0,0,0,0,0,1205,1171
5412OP_Miscellaneous_professional_scientific_and_technical_services,1105,726,1068,1387,890,11584,33426,10056,1531,1655,2107,2386,3088,836,11008,4957,1835,2204,8816,5450,8323,1984,2784,3116,3035,6156,40669,51864,8780,325,68794,54799,29201,3583,105432,20735,19289,3223,35521,10495,5962,19508,13899,37705,28970,197277,1426,0,0,41922,-29196,0,0,42307,0,0,0,48784,0,0,0,9971,0,950,28428
5415_Computer_systems_design_and_related_services,248,61,807,52,6,1526,2786,950,203,124,216,308,896,352,1317,643,206,243,1359,1960,4414,87,437,798,486,508,3731,3858,1021,48,8107,8985,1310,311,12662,6149,4126,763,5185,469,342,1038,1471,0,10609,88977,0,0,0,5223,-7450,0,1160,4379,0,0,0,9651,0,0,965,6417,0,241,23093
55_Management_of_companies_and_enterprises,0,0,2890,1790,254,13,5533,11340,693,504,360,1193,366,1828,15616,1168,903,591,3620,6546,8140,632,7492,2115,288,1924,26031,23798,5894,133,8943,7605,1405,2466,21884,31,17352,1586,18119,2560,5618,28068,5031,0,0,0,0,0,0,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0
561_Administrative_and_support_services,483,94,213,385,238,3638,5862,4932,794,3064,932,1642,3674,459,3898,2194,1239,2800,5410,3170,4397,605,2035,3179,708,1194,19496,15979,23463,705,21617,20802,69427,6418,36266,3680,15797,2041,31049,3906,2739,6418,7970,32096,0,0,0,0,0,695,-495,0,0,0,0,0,0,0,0,0,0,0,0,1803,10975
562_Waste_management_and_remediation_services,249,50,242,138,42,524,2095,970,131,54,122,311,127,196,965,411,157,424,420,177,221,64,326,104,189,133,1043,1927,506,148,351,1240,5330,190,970,295,7016,375,2142,535,811,1845,1120,11053,0,0,0,0,0,17,-61,0,0,0,0,0,0,0,0,0,0,0,0,99,569
61_Educational_services,96,43,0,0,0,119,1,0,0,0,0,0,44,4,0,0,0,0,0,0,0,0,0,0,0,0,298,1000,24,1,238,6,0,0,33,0,167,1422,47,441,0,0,860,184902,0,0,0,0,0,733,-535,0,0,0,0,0,0,0,0,0,0,0,0,1,442
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,44,0,18370,76,0,0,68,525717,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
622_Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5286,0,0,0,0,469028,0,0,0,0,0,165,-1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623_Nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,50,11,0,0,3,66,88,147,22,6,32,48,82,34,46,125,32,41,127,60,29,8,41,17,26,49,667,699,389,53,15527,1197,2568,176,3223,1360,1054,411,718,9931,125,1128,1138,35597,0,2891,0,0,0,529,-122,0,0,0,0,0,0,0,0,0,0,0,0,36,849
713_Amusements_gambling_and_recreation_industries,44,1,0,1,6,92,155,83,4,2,26,26,67,12,36,71,24,20,100,41,32,4,33,13,26,41,292,301,4,0,284,629,566,67,966,346,470,70,417,68,107,227,56,98641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1693
721_Accommodation,4,0,2,16,49,1120,159,713,82,27,216,222,628,101,363,608,210,173,848,384,306,58,300,111,221,376,879,186,179,47,2515,5608,5224,722,7481,284,3032,508,2437,208,214,919,563,63908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1403
722_Food_services_and_drinking_places,435,79,15,22,52,3002,377,798,110,67,217,247,778,165,342,649,202,193,750,381,778,125,262,100,176,327,2352,2634,5135,18,2231,7984,15400,1410,16550,2530,7304,673,11140,478,12296,1586,1293,369608,0,0,0,0,0,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,653,309
81_Other_services_except_government,529,1024,94,125,171,1849,8204,3567,627,146,909,2043,1195,318,4404,1999,1307,2408,2753,1583,1996,544,1761,673,666,710,11356,9478,10325,258,8183,18686,9610,3184,7796,3704,7553,1938,11416,2049,1294,6924,18097,379165,0,0,0,0,0,272,-1839,0,0,0,0,0,0,0,0,0,0,0,0,1647,2190
GFE_Federal_government_enterprises,30,14,0,13,0,590,8,0,5,0,0,0,388,121,189,0,0,34,101,862,92,656,0,0,0,65,13083,6032,6436,199,3307,5943,415,872,4250,194,1822,702,3309,404,1237,4390,2045,7924,0,0,0,0,0,266,-317,0,0,0,0,0,0,0,0,0,0,0,0,7,149
GFGD_Federal_general_government_defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358518,0,0,0,0,0,0,0,0,0,0,0,0,0
GFGN_Federal_general_government_nondefense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202427,0,0,0,0,0,0,0,0,0
