commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,F010_Personal_consumption_expenditures,F02E_Nonresidential_private_fixed_investment_in_equipment,F02N_Nonresidential_private_fixed_investment_in_intellectual_property_products,F02R_Residential_private_fixed_investment,F02S_Nonresidential_private_fixed_investment_in_structures,F030_Change_in_private_inventories,F040_Exports_of_goods_and_services,F050_Imports_of_goods_and_services,F06C_Federal_national_defense_Consumption_expenditures,F06E_Federal_national_defense_Gross_investment_in_equipment,F06N_Federal_national_defense_Gross_investment_in_intellectual_property_products,F06S_Federal_national_defense_Gross_investment_in_structures,F07C_Federal_national_nondefense_Consumption_expenditures,F07E_Federal_national_nondefense_Gross_investment_in_equipment,F07N_Federal_national_nondefense_Gross_investment_in_intellectual_property_products,F07S_Federal_national_nondefense_Gross_investment_in_structures,F10C_State_and_local_Consumption_expenditures,F10E_State_and_local_Gross_investment_in_equipment,F10N_State_and_local_Gross_investment_in_intellectual_property_products,F10S_State_and_local_Gross_investment_in_structures,GFE_Federal_government_enterprises,GFG_Federal_general_government
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,741,101,421,660,308,13,1670,1668,62,2,325,583,158,119,765,271,381,504,890,9176,636,318,127755,2812,180,359,4028,7740,3529,2131,1342,52,0,482,2067,416,4856,679,2065,82,79,381,12019,150769,142305,0,0,0,9851,78677,-203576,0,8768,0,0,0,741,0,0,0,12522,0,0,1525,4140
3364OT_Other_transportation_equipment,0,12,0,47,0,0,2,0,0,0,25,0,0,0,0,0,0,0,40,505,0,0,273,44649,0,0,5,14,5045,0,4,0,0,0,333,8,53,0,201,2,0,0,117,14724,39662,0,0,0,8944,78384,-33751,0,36574,0,0,0,6686,0,0,0,1544,0,0,13,25506
337_Furniture_and_related_products,0,0,0,0,0,0,9416,0,0,0,866,2,0,0,0,307,2,0,0,346,142,2,29,159,3612,223,440,901,6,0,480,0,790,0,272,11,6,0,472,449,3,268,166,34236,18528,0,381,0,2155,3154,-27387,0,1,0,0,0,49,0,0,0,2605,0,0,1080,0
339_Miscellaneous_manufacturing,222,4,17,26,15,0,1264,32,105,177,13,0,8,5,559,81,472,40,37,2678,4,583,1207,67,23,5405,1887,674,140,184,187,365,198,29,1339,12,1563,314,35522,594,174,367,1966,87886,39037,0,0,0,2518,29682,-80313,0,60,0,0,0,104,0,0,0,747,0,0,0,613
42_Wholesale_trade,25603,2427,3456,3039,1991,5976,44832,49537,2826,1715,5498,10057,3072,13189,35765,10345,3756,18314,12275,19573,10977,6773,35850,7188,3786,8114,35139,15307,15311,1169,17221,4330,2316,8921,11970,3332,6504,3174,38308,2344,2408,11367,7962,419302,134367,13084,1400,28,7234,145970,28603,0,9843,327,0,0,2649,474,0,0,5696,812,0,1774,13816
441_Motor_vehicle_and_parts_dealers,11,2,54,97,59,7,1356,447,18,1,55,145,42,0,233,59,104,85,124,1185,74,1,1365,456,41,107,139,2161,542,70,186,16,155,149,336,0,714,0,0,8,14,42,3162,105297,13697,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445_Food_and_beverage_stores,73,0,0,0,0,106,129,10,0,0,0,1,41,1,36,2,2,0,1,3,1,1,9,0,4,5,16,152,442,0,9,17,60,6,14,0,96,29,27,56,72,1923,37,175750,188,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452_General_merchandise_stores,171,1,8,8,4,153,1463,147,160,0,6,23,403,6,216,19,11,7,18,108,10,10,156,30,44,59,109,375,653,5,65,102,498,27,113,0,266,127,113,32,174,847,446,194699,3589,208,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
481_Air_transportation,88,2,11,24,267,902,366,1038,56,25,160,202,326,76,404,464,291,315,712,511,227,63,324,186,163,401,3406,234,4022,30,2997,8496,4150,999,7565,263,4150,499,3328,265,214,891,538,98064,251,21,2,0,10,37027,-37103,0,32,1,0,0,7,1,0,0,12,1,0,514,9533
482_Rail_transportation,1675,68,308,1329,107,5024,1379,5654,90,6,495,2110,153,656,4429,1121,1777,3604,700,372,90,248,848,214,171,226,249,203,3944,39,378,135,107,25,573,32,301,61,557,46,81,403,115,6236,1712,0,21,0,339,10646,230,0,172,0,0,0,8,0,0,0,150,0,0,146,1383
483_Water_transportation,554,24,573,197,58,328,1076,1257,45,1,7,142,3,80,900,152,274,583,108,58,31,78,63,40,13,59,45,49,71,1,34,12,27,10,297,30,94,84,247,15,10,47,40,15754,10,0,0,0,30,7210,11989,0,6,0,0,0,1,0,0,0,0,0,0,646,2661
484_Truck_transportation,4381,412,703,594,306,917,11246,19725,763,257,1318,2594,699,5661,5531,1894,1871,5921,2816,2884,1207,968,3984,976,913,1134,2695,8839,11263,107,1949,497,395,195,2023,275,1020,413,2976,563,375,1582,1208,67922,22478,449,502,9,1054,26202,2293,0,217,2,0,0,75,2,0,0,584,4,0,395,2356
485_Transit_and_ground_passenger_transportation,0,3,2,4,65,303,303,233,10,5,40,51,82,19,90,111,69,82,184,136,54,14,74,41,41,132,428,77,591,4,1063,3069,1390,395,3522,86,1489,202,2409,1250,74,320,141,29425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19
486_Pipeline_transportation,112,10,4935,43,19,8654,226,30,6,0,5,14,15,8374,266,12,7,13,7,13,2,6,4,2,2,7,37,25,513,2,11,97,22,15,19,13,42,10,49,10,10,28,31,1792,0,0,0,0,493,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,341,206
487OS_Other_transportation_and_support_activities,0,160,15,509,6,4118,0,465,59,0,526,266,296,261,108,304,585,112,62,9,0,3,8,0,201,241,24318,6815,80765,737,4118,4381,0,1705,9542,350,2269,262,3369,916,96,284,1081,13595,0,0,0,0,0,9709,3170,0,0,0,0,0,0,0,0,0,0,0,0,635,79
493_Warehousing_and_storage,396,0,4,143,0,610,0,190,91,71,81,131,174,41,276,156,103,70,858,375,944,51,173,55,77,349,17298,42946,4099,7788,1938,114,46,502,1073,4,1304,213,1550,224,660,1166,561,123,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,627
4A0_Other_retail,1504,10,39,166,5,1810,55946,894,521,2,71,108,1330,79,2192,88,12,15,82,325,45,73,556,41,302,387,488,2528,7708,9,225,367,3230,57,409,0,852,187,560,628,738,7276,1720,542932,29835,3017,4260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70
511_Publishing_industries_except_internet_includes_software,46,1,10,0,1,104,250,8,0,0,1,2,47,0,37,6,2,6,29,24,29,3,8,105,4,32,764,791,119,56,13206,1004,198,745,4158,1164,968,453,2529,44,73,63,568,70326,0,59548,0,0,-42,34959,-3958,0,0,1279,0,0,0,1855,0,0,0,3182,0,563,2874
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,395,54,0,50264,26,35,252,825,136,22,1209,384,137,446,912,638,25756,0,33496,0,0,55,15643,-4595,0,0,0,0,0,0,0,0,0,0,0,0,7,2113
513_Broadcasting_and_telecommunications,516,38,784,188,525,1802,5138,1140,100,53,234,293,428,120,1034,593,367,301,1012,894,1080,192,384,677,222,672,12061,8607,3876,452,93253,21676,9398,1837,18783,4398,7815,2027,9919,1182,1645,4179,4146,272084,6978,20615,0,0,0,13232,-146,0,0,0,0,0,0,0,0,0,0,0,0,794,14255
514_Data_processing_internet_publishing_and_other_information_services,0,0,35,5,9,1322,550,801,67,46,191,241,143,40,355,316,302,263,784,711,332,123,196,741,180,425,2369,5177,297,71,7932,10396,355,4102,11551,2799,9161,2032,3542,596,322,1790,3204,21451,0,9014,0,0,0,3774,-848,0,0,438,0,0,0,471,0,0,0,1063,0,256,18724
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,1116,125,1744,560,1112,7642,4819,3943,238,183,275,382,427,214,1618,1174,816,1133,1634,1406,729,458,922,525,430,988,17859,19706,12502,654,6820,82995,103201,22447,22039,13301,6868,2862,11601,1655,1665,3026,14253,199056,0,0,0,0,0,31997,-42,0,0,0,0,0,0,0,0,0,0,0,0,5120,314
523_Securities_commodity_contracts_and_investments,476,51,1468,1034,2874,745,1393,274,16,7,53,31,61,28,50,112,79,3285,4325,3686,654,804,2201,1128,926,2633,1592,1225,13076,36,1416,141204,3045,1032,4064,8533,1675,536,8081,605,1529,1684,9795,164381,0,0,0,0,0,54668,-52,0,0,0,0,0,0,0,0,0,0,0,0,127,151
524_Insurance_carriers_and_related_activities,2476,255,1854,451,673,508,321,1258,171,176,95,138,94,79,948,250,394,307,463,684,469,471,506,321,178,357,12216,5685,7697,501,2184,259353,25822,3261,8479,293,4105,849,39262,1948,858,2050,1893,288954,0,0,3479,0,0,15377,-62958,0,0,0,0,0,0,0,0,0,0,0,0,1049,22218
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12409,0,0,0,10,0,0,0,0,0,0,0,115430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,3129,144,3319,1189,2361,1784,12361,5148,131,186,304,920,780,511,4469,999,825,968,2582,1962,1851,676,1646,1203,228,1793,16886,9629,22855,674,18803,14276,2336,5008,15768,13855,5544,3953,12256,2558,1477,5896,2354,65539,0,0,0,0,0,62435,0,0,0,0,0,0,0,0,0,0,0,0,0,542,607
5411_Legal_services,365,123,2324,699,1545,5771,5202,1209,140,79,208,353,297,242,3392,602,380,307,1201,1321,3013,262,1154,3800,203,1301,10892,4128,1690,214,9361,22769,12883,865,19418,7924,5754,376,18387,2839,1814,2553,2757,87300,0,0,15921,0,0,10555,-1967,0,0,0,0,0,0,0,0,0,0,0,0,1779,2679
5412OP_Miscellaneous_professional_scientific_and_technical_services,1257,741,3694,1811,4578,12630,31886,10505,780,668,1278,2030,1876,1000,11390,3606,2109,3048,6524,5079,6655,1350,3418,4986,1639,5841,65019,56678,10733,1183,82589,97635,41071,8168,127831,34232,29370,7076,65419,12723,7652,23602,18810,53060,38939,283477,1416,0,0,95577,-71712,0,0,62143,0,0,0,68272,0,0,0,15118,0,2146,69574
5415_Computer_systems_design_and_related_services,260,43,1641,94,22,1425,2679,731,66,38,117,155,359,166,702,309,165,233,810,1064,1616,79,302,1437,116,404,7072,4540,1261,184,11206,16606,1057,570,18426,10619,5767,1083,9812,621,430,1247,1684,0,19456,146121,0,0,0,11592,-19409,0,1345,6048,0,0,0,14833,0,0,551,7690,0,426,45842
55_Management_of_companies_and_enterprises,0,0,9028,2216,1029,26,3734,18967,983,853,668,2295,681,2274,19158,1874,1592,975,6211,12385,10343,1042,12845,5344,473,3217,50925,41891,8364,415,10963,16895,1373,4816,28749,67,27293,4174,31071,2924,12854,37166,7250,0,0,0,0,0,0,3730,0,0,0,0,0,0,0,0,0,0,0,0,0,651,0
561_Administrative_and_support_services,619,77,812,536,1145,11308,6102,4119,335,881,567,1473,3011,790,4368,1660,1179,2846,6314,2302,3276,453,2367,3402,356,1481,39137,23559,18092,1817,26474,34170,83230,13683,61913,5736,21788,2959,51878,4664,4964,8726,9326,47444,0,0,0,0,0,1334,-849,0,0,0,0,0,0,0,0,0,0,0,0,3306,26236
562_Waste_management_and_remediation_services,265,21,916,280,303,938,2197,1877,119,33,140,360,144,232,2458,379,306,481,579,330,265,104,286,218,132,230,2001,2743,786,664,421,1644,7086,552,1653,546,9159,452,5395,726,1075,2464,1524,20820,0,0,0,0,0,41,-100,0,0,0,0,0,0,0,0,0,0,0,0,269,1485
61_Educational_services,65,24,0,0,0,236,7,0,0,0,0,0,73,6,0,2,0,0,0,0,0,0,0,0,0,0,1455,3423,142,0,421,52,0,0,135,0,653,3226,68,1600,0,0,1722,288736,0,0,0,0,0,2132,-1662,0,0,0,0,0,0,0,0,0,0,0,0,139,2425
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,27,0,23938,37,0,0,29,792024,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726
622_Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687,0,0,0,0,775260,0,0,0,0,0,523,-1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623_Nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,44,2,1,0,12,234,81,143,9,3,23,33,33,17,35,64,30,55,80,62,16,7,33,19,14,48,1043,925,457,38,24402,1973,2380,280,3091,2122,1252,768,1175,13456,265,1462,1602,59103,0,3928,0,0,0,1681,-549,0,0,0,0,0,0,0,0,0,0,0,0,69,1699
713_Amusements_gambling_and_recreation_industries,32,1,0,1,18,67,88,60,2,0,10,13,23,5,21,30,18,21,48,33,13,3,18,11,10,32,321,348,2,1,278,818,375,72,897,546,531,61,449,119,259,299,48,149893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1017
721_Accommodation,1,0,3,11,141,857,304,501,27,13,86,108,239,40,193,272,147,173,394,288,117,35,154,89,87,284,1041,219,249,60,2612,7593,3528,903,7116,404,3448,360,2665,166,260,858,368,109091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2155
722_Food_services_and_drinking_places,428,45,28,39,313,2115,342,919,59,28,151,198,253,105,303,387,226,326,581,459,254,88,234,138,120,400,3109,3789,7127,127,3108,12849,14357,1789,17244,1930,8207,1428,29346,1377,4172,2748,2214,518175,0,0,0,0,0,2498,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,892
81_Other_services_except_government,400,403,170,110,566,2417,5915,2516,138,41,318,1022,491,319,2464,837,643,1228,1302,833,571,215,798,543,182,411,16804,10735,11532,767,5902,13226,12270,4991,9526,4333,7418,2310,20076,2169,1680,7957,7897,473685,0,0,0,0,0,304,-2356,0,0,0,0,0,0,0,0,0,0,0,0,1424,5557
GFE_Federal_government_enterprises,21,7,0,12,0,350,11,0,3,0,0,0,117,35,83,0,0,19,54,631,32,329,0,0,0,61,15093,4925,6145,385,2903,13564,270,1079,3631,221,1549,759,3727,260,1022,3617,1600,10032,0,0,0,0,0,274,-313,0,0,0,0,0,0,0,0,0,0,0,0,3,206
GFGD_Federal_general_government_defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651766,0,0,0,0,0,0,0,0,0,0,0,0,0
GFGN_Federal_general_government_nondefense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351142,0,0,0,0,0,0,0,0,0
