unit,induse,stk_flow,prod_na,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
NR,CPA_G45,TOTAL,D1,EU27_2020	0.28 	0.28 	0.28 	0.28 	0.29 	0.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,D1,EU28	0.3 	0.3 	0.3 	0.3 	0.31 	0.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,D11,EA19	0 	0 	0 	0.24 	0.24 	0.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,D11,EU27_2020	0 	0 	0 	0.23 	0.23 	0.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,D11,EU28	0 	0 	0 	0.25 	0.25 	0.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,D21X31,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,D21X31,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,D21X31,EU28	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,D29X39,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,D29X39,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,D29X39,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,P1,EA19	1 	1 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,P1,EU27_2020	1 	1 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,P1,EU28	1 	1 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,P2_ADJ,EA19	0.46 	0.46 	0.46 	0.46 	0.46 	0.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,P2_ADJ,EU27_2020	0.45 	0.45 	0.45 	0.45 	0.46 	0.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,P2_ADJ,EU28	0.45 	0.45 	0.45 	0.45 	0.45 	0.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,P51C,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,P51C,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,P51C,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,TOTAL,EA19	0.45 	0.45 	0.45 	0.45 	0.46 	0.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,TOTAL,EU27_2020	0.44 	0.45 	0.45 	0.44 	0.45 	0.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,TOTAL,EU28	0.44 	0.44 	0.44 	0.44 	0.45 	0.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,B1G,EA19	0.49 	0.49 	0.49 	0.49 	0.49 	0.49 	0.48 	0.48 	0.48 	0.48 	0.49 	0.48 	0.5 	0.48 	0.48 
NR,CPA_G46,DOM,B1G,EU27_2020	0.49 	0.49 	0.49 	0.49 	0.49 	0.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,B1G,EU28	0.49 	0.49 	0.49 e	0.49 	0.49 	0.49 	0.48 	0.49 	0.48 	0.48 	0.49 	0.48 	0.48 	0.48 	0.48 
NR,CPA_G46,DOM,B2A3G,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,B2A3G,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,B2A3G,EU28	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,B2A3N,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,B2A3N,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,B2A3N,EU28	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,B3G,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,B3G,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,B3G,EU28	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_A01,EA19	0 	0 	0 	0 	0 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_A01,EU27_2020	0.01 	0.01 	0.01 	0.01 	0 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_A01,EU28	0 	0 	0.01 e	0 	0 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_A02,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_A02,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_A02,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_A03,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_A03,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_A03,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_B,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_B,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_B,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C10-12,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_C10-12,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C10-12,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_C13-15,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C13-15,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C13-15,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C16,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C16,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C16,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C17,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C17,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C17,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C18,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C18,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C18,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C19,EA19	0 	0 	0 	0 	0 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_C19,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C19,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_C20,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_C20,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C20,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_C21,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C21,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C21,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C22,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C22,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C22,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_C23,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C23,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C23,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C24,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C24,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C24,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C25,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.01 	0 	0 
NR,CPA_G46,DOM,CPA_C25,EU27_2020	0 	0 	0 	0 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C25,EU28	0 	0 	0 e	0 	0 	0 	0 	0.01 	0.01 	0 	0 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_C26,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C26,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C26,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C27,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C27,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C27,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C28,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C28,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C28,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C29,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C29,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C29,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C30,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C30,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C30,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C31_32,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C31_32,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C31_32,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C33,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_C33,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_C33,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_D,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_D,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_D,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_E36,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_E36,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_E36,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_E37-39,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_E37-39,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_E37-39,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_F,EA19	0.01 	0.01 	0.01 	0.01 	0 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_F,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_F,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_G45,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_G45,EU27_2020	0 	0 	0 	0 	0 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_G45,EU28	0.01 	0.01 	0.01 e	0.01 	0 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_G46,EA19	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 
NR,CPA_G46,DOM,CPA_G46,EU27_2020	0.06 	0.06 	0.06 	0.06 	0.06 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_G46,EU28	0.06 	0.06 	0.06 e	0.06 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 
NR,CPA_G46,DOM,CPA_G47,EA19	0.01 	0.01 	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_G47,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_G47,EU28	0 	0 	0 e	0 	0 	0 	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_H49,EA19	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 
NR,CPA_G46,DOM,CPA_H49,EU27_2020	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_H49,EU28	0.04 	0.04 	0.04 e	0.04 	0.04 	0.04 	0.05 	0.04 	0.05 	0.05 	0.05 	0.04 	0.05 	0.05 	0.05 
NR,CPA_G46,DOM,CPA_H50,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_H50,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_H50,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_H51,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_H51,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_H51,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_H52,EA19	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.04 	0.05 	0.05 	0.05 
NR,CPA_G46,DOM,CPA_H52,EU27_2020	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_H52,EU28	0.05 	0.05 	0.05 e	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 
NR,CPA_G46,DOM,CPA_H53,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_H53,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_H53,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_I,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_I,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_I,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_J58,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_J58,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_J58,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_J59_60,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_J59_60,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_J59_60,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_J61,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_J61,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_J61,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_J62_63,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_J62_63,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_J62_63,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_G46,DOM,CPA_K64,EA19	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 
NR,CPA_G46,DOM,CPA_K64,EU27_2020	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_K64,EU28	0.02 	0.02 	0.02 e	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 
NR,CPA_G46,DOM,CPA_K65,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_K65,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_K65,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_K66,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_K66,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_K66,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_L68A,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_L68A,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_L68A,EU28	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_G46,DOM,CPA_L68B,EA19	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	0.02 	0.04 	0.04 
NR,CPA_G46,DOM,CPA_L68B,EU27_2020	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_L68B,EU28	0.03 	0.03 	0.03 e	0.03 	0.03 	0.03 	0.03 	0.03 	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 
NR,CPA_G46,DOM,CPA_M69_70,EA19	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 
NR,CPA_G46,DOM,CPA_M69_70,EU27_2020	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G46,DOM,CPA_M69_70,EU28	0.04 	0.04 	0.04 e	0.04 	0.04 	0.04 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 
NR,CPA_G46,DOM,CPA_M71,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
