unit,induse,stk_flow,prod_na,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
NR,CPA_G45,TOTAL,CPA_C16,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C16,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C16,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C17,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C17,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C17,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C18,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C18,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C18,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C19,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C19,EU27_2020	0 	0 	0 	0 	0 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C19,EU28	0.01 	0.01 	0 	0 	0 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C20,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C20,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C20,EU28	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C21,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C21,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C21,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C22,EA19	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C22,EU27_2020	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C22,EU28	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C23,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C23,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C23,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C24,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C24,EU27_2020	0.01 	0.01 	0.01 	0 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C24,EU28	0 	0 	0 	0 	0 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C25,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C25,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C25,EU28	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C26,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C26,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C26,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C27,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C27,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C27,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C28,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C28,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C28,EU28	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C29,EA19	0.08 	0.08 	0.08 	0.08 	0.07 	0.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C29,EU27_2020	0.07 	0.07 	0.07 	0.07 	0.07 	0.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C29,EU28	0.08 	0.08 	0.08 	0.08 	0.08 	0.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C30,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C30,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C30,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C31_32,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C31_32,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C31_32,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C33,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C33,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_C33,EU28	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_D,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_D,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_D,EU28	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_E36,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_E36,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_E36,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_E37-39,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_E37-39,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_E37-39,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_F,EA19	0.01 	0.01 	0.01 	0.01 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_F,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_F,EU28	0.01 	0.01 	0.01 	0.01 	0 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_G45,EA19	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_G45,EU27_2020	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_G45,EU28	0.05 	0.05 	0.05 	0.05 	0.05 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_G46,EA19	0.02 	0.02 	0.02 	0.02 	0.03 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_G46,EU27_2020	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_G46,EU28	0.02 	0.02 	0.02 	0.02 	0.02 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_G47,EA19	0.01 	0.01 	0.01 	0.01 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_G47,EU27_2020	0.01 	0.01 	0.01 	0.01 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_G47,EU28	0.01 	0.01 	0.01 	0.01 	0 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_H49,EA19	0.01 	0.01 	0.01 	0.01 	0.02 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_H49,EU27_2020	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_H49,EU28	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_H50,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_H50,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_H50,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_H51,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_H51,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_H51,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_H52,EA19	0.02 	0.02 	0.02 	0.02 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_H52,EU27_2020	0.02 	0.02 	0.02 	0.02 	0.01 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_H52,EU28	0.01 	0.01 	0.01 	0.01 	0.01 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_H53,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_H53,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_H53,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_I,EA19	0.01 	0.01 	0.01 	0 	0.01 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_I,EU27_2020	0 	0 	0 	0 	0.01 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_I,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_J58,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_J58,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_J58,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_J59_60,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_J59_60,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_J59_60,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_J61,EA19	0 	0 	0 	0 	0 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_J61,EU27_2020	0 	0 	0 	0 	0 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_J61,EU28	0.01 	0 	0 	0 	0 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_J62_63,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_J62_63,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_J62_63,EU28	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_K64,EA19	0.01 	0.01 	0.01 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_K64,EU27_2020	0.01 	0.01 	0.01 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_K64,EU28	0.01 	0.02 	0.02 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_K65,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_K65,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_K65,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_K66,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_K66,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_K66,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_L68A,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_L68A,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_L68A,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_L68B,EA19	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_L68B,EU27_2020	0.03 	0.03 	0.03 	0.03 	0.04 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_L68B,EU28	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_M69_70,EA19	0.03 	0.03 	0.03 	0.03 	0.03 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_M69_70,EU27_2020	0.03 	0.02 	0.02 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_M69_70,EU28	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_M71,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_M71,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_M71,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_M72,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_M72,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_M72,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_M73,EA19	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_M73,EU27_2020	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_M73,EU28	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_M74_75,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_M74_75,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_M74_75,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_N77,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_N77,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_N77,EU28	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_N78,EA19	0.01 	0.01 	0.01 	0.01 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_N78,EU27_2020	0.01 	0.01 	0.01 	0.01 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_N78,EU28	0.01 	0.01 	0.01 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_N79,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_N79,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_N79,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_N80-82,EA19	0.02 	0.02 	0.02 	0.02 	0.02 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_N80-82,EU27_2020	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_N80-82,EU28	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_O,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_O,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_O,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_P,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_P,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_P,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_Q86,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_Q86,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_Q86,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_Q87_88,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_Q87_88,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_Q87_88,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_R90-92,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_R90-92,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_R90-92,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_R93,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_R93,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_R93,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_S94,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_S94,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_S94,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_S95,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_S95,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_S95,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_S96,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_S96,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_S96,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_T,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_T,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_T,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_U,EA19	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_U,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,CPA_U,EU28	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_G45,TOTAL,D1,EA19	0.29 	0.29 	0.29 	0.3 	0.3 	0.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 
