industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,4A0_Other_retail,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFGD_Federal_general_government_defense,GFGN_Federal_general_government_nondefense,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,HS_Housing,ORE_Other_real_estate,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
531_Real_estate,0,0,0,0,0,0,17796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,266,350,0,0,0,0,0,0,0,0,0,0,22,0,67,0,0,0,0,0,2212202,1449503,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,77,282,0,0,0,0,968,38,0,0,0,1061,0,0,0,0,0,9,1069,0,379598,0,94,213,0,0,0,3,0,0,0,0,0,0,0,0,4446,0,0,0,0,0,0,3099,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,562,0,0,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,584,0,0,0,0,0,0,0,0,6661,3178,0,209,18612,0,703,0,0,420,375561,1606332,459069,0,8295,0,2102,0,0,0,0,0,0,0,0,5046,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5756,14179,651288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,103,0,0,0,1214,0,0,0,0,0,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,967,0,0,0,0,0,0,73,0,611,0,14856,10931,0,1051303,112653,224,18,0,0,61,0,0,0,0,0,0,0,0,0,0,0,327,0,734
61_Educational_services,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616,0,0,0,0,0,0,101,0,89,0,32934,4647,0,0,0,303834,0,0,0,0,1683,0,28752,9300,1643,0,0,0,0,0,0,75,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,12995,0,0,0,0,0,0,0,0,5243,0,7793,4207,0,0,0,0,1159482,937423,265128,231052,0,0,0,3539,0,0,0,0,0,0,0,119,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,4479,0,0,0,0,0,0,0,0,1895,0,10174,175,0,0,0,1385,0,0,0,888,187447,145517,507,20388,3049,0,0,0,0,0,0,1237,0,0
721_Accommodation,0,0,0,0,0,0,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,448,513,0,0,0,0,0,0,0,0,851,0,0,291,0,0,0,0,0,1567,0,2,43,0,0,0,0,0,0,0,0,1748,37010,208608,51339,2084,0,0,0,0,0,0,1305,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,0,0,0,0,0,0,0,0,0,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,201,903382,0,0,0,0,0,0,0,0,0,193
81_Other_services_except_government,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,2501,0,203,0,0,0,0,0,0,0,0,4145,0,0,0,397,0,0,0,0,302,0,1478,934,0,0,0,33,0,0,0,371,0,0,0,4006,738929,0,0,0,0,0,0,1535,0,0
GFE_Federal_government_enterprises,0,0,0,0,0,14091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2972,0,0,0,0,0,0,0,0,37,0,16,0,0,0,0,1515,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,1433,0,69162,0,0,0,0,0,823,0,0
GFG_Federal_general_government,0,79,0,0,0,40,369,0,0,0,0,0,6,0,5,0,0,0,0,2,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,138,44,0,15,0,0,0,62,0,0,43855,5405,0,0,0,245,0,2584,0,0,22,0,0,0,0,344,679644,415141,0,0,0,0,4309,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,148022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5507,0,0,180,524,0,17210,0,15842,0,0,0,0,0,0,22,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,106,34237,0,0,3413,0,0,0,110475,0,8255,31561,0,0
GSLG_State_and_local_general_government,586,3419,0,673,0,1254,22309,2267,0,1336,221,656,1751,0,109,0,0,0,0,0,0,0,0,0,0,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,562,1,0,2412,0,0,0,30480,0,0,58938,5357,0,9525,15006,101652,37721,229296,0,3831,3398,2917,10849,20040,1236,0,0,0,0,1913994,0,0,0,4296
