industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,4A0_Other_retail,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFGD_Federal_general_government_defense,GFGN_Federal_general_government_nondefense,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,HS_Housing,ORE_Other_real_estate,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
321_Wood_products,0,0,0,0,0,0,164,0,0,0,118803,8,0,0,15,128,0,0,521,0,0,0,0,0,1350,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338
322_Paper_products,0,0,0,0,0,0,22,0,250,0,138,174856,145,0,644,281,16,0,8,0,93,0,0,0,0,13,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384
323_Printing_and_related_support_activities,0,0,0,0,0,0,4,0,669,42,0,484,59290,0,0,200,0,0,97,0,32,0,0,0,0,427,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14304,220,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
324_Petroleum_and_coal_products,0,0,0,172,0,0,65,0,0,0,0,0,0,334265,17191,1,51,0,0,0,0,49,0,0,0,0,2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,4,0,0,37,7921,18,0,0,24,0,6494,679664,2787,1,23,15,29,771,79,1,0,0,1109,7849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61337,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,30,0,1079,0,103,867,47,0,676,225054,182,25,256,210,40,319,987,11,2122,1744,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190
327_Nonmetallic_mineral_products,0,0,5,691,1,0,223,0,22,0,8,65,0,80,225,18,131478,0,51,53,0,44,0,0,440,1,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
331_Primary_metals,0,0,0,0,0,0,57,0,6,0,0,1,0,962,225,0,22,193976,958,42,1,471,0,0,1,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445
332_Fabricated_metal_products,0,0,0,0,0,0,1439,0,3,0,1062,0,69,4,198,803,199,3223,330415,2585,302,138,872,1202,140,69,2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3171,327,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,2885
333_Machinery,0,0,0,0,0,0,387,0,0,0,0,0,0,2,496,62,266,66,2395,335516,357,2613,1279,505,7,482,4596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9687,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259
334_Computer_and_electronic_products,0,0,0,0,0,0,13,0,0,0,733,1,0,0,544,40,3,18,33,672,302757,737,9,2246,86,1874,2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60638,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,19,0,0,0,0,40,0,2,49,88,9,467,86,965,272,119420,341,11,731,42,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2674,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,128,0,36,0,0,0,0,0,6,118,1,64,1355,1387,17,308,622061,1911,1,859,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13940,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359
3364OT_Other_transportation_equipment,0,0,0,0,0,0,200,0,3,0,0,0,0,0,9,46,0,1,295,1032,3621,106,1448,242820,0,0,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16867,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
337_Furniture_and_related_products,0,0,0,0,0,0,95,0,53,1,192,0,1,0,3,2,8,1,42,2,0,0,0,0,71885,32,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,935,0,64,399,22,26,386,178,906,714,0,38,197,24,567,30,9,7,509,137743,4457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13862,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42_Wholesale_trade,0,756,0,0,0,0,2943,3708,0,0,0,0,0,0,0,0,0,0,11,552,157,0,297,17,34,1326,1921823,0,0,0,0,0,0,0,0,623,1186,16,0,0,0,0,0,0,0,0,0,13218,0,1220,19328,0,35,0,0,0,0,0,0,0,0,0,0,67734,0,0,0,0,0,0,0,0,0
44RT_Retail_trade,171,0,0,0,0,0,5931,13915,0,279,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,2207,0,216796,250427,248733,0,0,0,31,0,0,4689,436,1090740,0,1484,57,0,5752,0,0,0,5434,0,11050,4240,0,2577,0,238,2007,0,0,0,0,561,0,51255,109931,0,0,0,0,0,0,0,0,0
48_Transportation,0,968,0,0,0,166,2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,4,0,111747,72030,38138,381529,58615,55825,268112,6664,10,0,0,0,0,0,0,103,0,894,0,3551,1323,0,116,2305,0,40,0,0,0,0,108,0,29,1413,0,0,0,0,0,0,8,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2075,0,0,469,150846,0,0,0,0,0,0,0,0,0,9,0,456,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,2030,0,0,0,0,0,1282,0,0,0,0,0,0,0,9,0,0,0,0,0,21121,0,0,0,0,0,0,0,0,0,0,0,2497,339908,138343,742350,308364,0,0,0,0,11016,0,351566,43561,0,1480,0,10969,0,0,0,0,0,185,0,0,2618,0,0,0,0,0,0,55,0,0
52_Finance_and_insurance,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940980,688450,1315453,165108,75795,478,9002,7919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,18940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,319,387,0,0,0,0,0,0,0,0,0,0,24,0,75,0,0,0,0,0,2305205,1384611,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,78,220,0,0,0,0,825,41,0,0,0,1030,0,0,0,0,0,9,924,0,358332,0,119,219,0,0,0,2,0,0,0,0,0,0,0,0,1998,0,0,0,0,0,0,2589,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,398,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,4006,0,0,601,0,0,0,0,0,0,0,0,7140,3322,0,217,19378,0,723,0,0,440,381210,1645142,479786,0,8585,0,2143,0,0,0,0,0,0,0,0,5141,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5569,15110,657446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,100,0,0,0,887,0,0,0,0,0,3146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,968,0,0,0,0,0,0,73,0,600,0,12775,11005,0,1004728,112733,203,15,0,0,60,0,0,0,0,0,0,0,0,0,0,0,326,0,750
61_Educational_services,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548,0,0,0,0,0,0,211,0,345,0,34840,4582,0,0,0,303870,0,0,0,0,1755,0,10348,5421,23,0,0,0,0,0,0,342,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,12751,0,0,0,0,0,0,0,0,5605,0,7752,4289,0,0,0,0,1109905,932358,263351,230205,0,0,0,3655,0,0,0,0,0,0,0,124,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,3080,0,0,0,0,0,0,0,0,1168,0,6978,177,0,0,0,1077,0,0,0,374,120254,96597,57,12055,662,0,0,0,0,0,0,801,0,0
721_Accommodation,0,0,0,0,0,0,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,487,584,0,0,0,0,0,0,0,0,653,0,0,153,0,0,0,0,0,962,0,2,32,0,0,0,0,0,0,0,0,925,20400,115770,27805,1115,0,0,0,0,0,0,657,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,0,0,0,0,0,0,0,0,0,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,155,769538,0,0,0,0,0,0,0,0,0,163
81_Other_services_except_government,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,2293,0,233,0,0,0,0,0,0,0,0,3559,0,0,0,362,0,0,0,0,305,0,1441,1012,0,0,0,26,0,0,0,4173,0,0,0,3754,691219,0,0,0,0,0,0,1519,0,0
GFE_Federal_government_enterprises,0,0,0,0,0,13699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2735,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1623,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,1206,0,68227,0,0,0,0,0,668,0,0
GFG_Federal_general_government,0,42,0,0,0,22,430,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,74,45,0,15,0,0,0,33,0,0,51637,5310,0,0,0,249,0,2136,0,0,22,0,0,0,0,184,701608,467992,0,0,0,0,3260,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,148192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6326,0,0,140,339,0,8972,0,9820,0,0,0,0,0,0,22,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,131,26067,0,0,2583,0,0,0,104959,0,8552,18416,0,0
GSLG_State_and_local_general_government,551,3321,0,634,0,1180,23048,2133,0,1252,208,605,1632,0,101,0,0,0,0,0,0,0,0,0,0,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,523,1,0,2271,0,0,0,28696,0,0,59695,5544,0,9084,14716,94192,36245,221436,0,3606,3188,2928,10001,10646,1163,0,0,0,0,1968775,0,0,0,4045
