industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
332_Fabricated_metal_products,0,0,0,0,0,0,3236,212,211,3542,183062,2367,467,292,1399,316,204,262,0,13,1,32,118,4,120,961,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,1009,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,509,0
333_Machinery,0,0,0,0,0,0,3052,0,74,314,2610,201555,544,1036,2094,552,143,263,106,0,0,21,0,1,345,206,3111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0
334_Computer_and_electronic_products,0,0,0,0,0,0,404,31,144,48,520,878,302426,1515,342,1392,170,939,0,95,0,177,84,0,784,245,4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,15927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,110,0,151,774,644,876,1744,88972,715,70,25,124,0,5,1,25,0,28,187,86,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,1562,0,20,82,804,1313,1957,721,355446,174,115,1,0,122,0,0,0,0,36,115,1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,9309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,829,0,0,1,489,1482,1890,170,210,116794,0,26,0,73,0,0,0,0,11,67,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,10775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
337_Furniture_and_related_products,0,0,0,0,0,0,407,360,98,1,155,81,24,8,165,0,50216,47,0,34,0,48,0,0,17,105,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,1581,76,65,55,280,189,299,12,6,31,188,80801,0,118,198,268,148,11,425,433,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,4374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,459139,1,90,0,0,0,1309,18,5313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,184,0,0,22,55,0,0,0,286,0,165,126,0,79377,192,125,19,10,3438,230,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,33,0,999,78418,0,6,0,0,25,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
322_Paper_products,0,0,0,0,0,1,130,136,2,25,237,0,315,0,0,0,28,306,0,285,0,130919,441,0,515,1146,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,123,0,0,0,136,0,11,0,0,0,0,180,0,29,40,325,59239,0,0,32,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,24339,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
324_Petroleum_and_coal_products,0,0,0,60,0,0,114,0,96,81,0,15,0,0,0,0,0,0,0,13,0,27,0,133645,6500,15,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,30,0,0,1376,22,139,36,80,237,1493,25,28,0,0,583,1037,0,0,203,3,2473,325636,1816,6943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,9871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,476,226,97,96,587,1007,170,355,396,33,139,576,0,235,0,969,106,0,825,126541,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0
42_Wholesale_trade,0,557,0,0,0,0,1806,0,0,0,9,159,47,0,232,6,30,1197,6265,0,0,0,0,0,0,0,585424,0,0,0,0,0,0,67,703,73,0,0,0,0,0,0,0,0,0,7657,0,4599,1301,0,147,0,10,0,0,0,0,0,0,0,25251,0,0,0,0,0,0
44RT_Retail_trade,67,0,0,0,0,0,1546,0,0,0,0,0,0,0,0,0,0,799,8464,0,466,0,71,0,0,0,0,643138,0,0,0,679,0,0,1066,113,0,0,27,0,1865,0,94,0,17,4756,0,411,1523,0,1286,0,74,216,0,0,0,429,0,16593,57354,0,0,0,0,0,0
481_Air_transportation,0,50,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95019,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,18,0,286,51,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
482_Rail_transportation,0,0,0,0,0,0,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,155,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483_Water_transportation,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20305,0,0,0,388,0,0,0,0,0,0,0,0,0,0,10,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
484_Truck_transportation,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,134807,0,0,449,2198,0,0,0,0,0,0,0,0,0,0,0,85,115,0,0,5,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0
485_Transit_and_ground_passenger_transportation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20623,0,90,0,0,0,0,0,0,0,0,0,0,0,0,37,11,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0
486_Pipeline_transportation,0,0,0,0,0,1448,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20914,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS_Other_transportation_and_support_activities,0,1,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,17,2008,402,163,980,26,0,66995,69,0,0,0,0,0,0,0,0,0,24,0,192,943,0,9,0,11,4,0,0,0,1,0,38,21,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,97,0,0,0,223,0,0,178,19730,0,0,0,0,0,0,0,0,0,0,0,34,26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
511_Publishing_industries_except_internet_includes_software,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,0,0,0,1196,335,0,0,0,0,0,0,0,0,85300,2,367,2228,0,0,0,0,0,5,0,2335,46117,0,163,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,6,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,69,173,0,0,0,0,0,0,0,0,0,68031,0,0,0,0,0,0,11,12,0,95,48,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
513_Broadcasting_and_telecommunications,0,0,0,0,0,0,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,167,0,0,0,0,0,0,0,0,0,1747,248753,1004,0,0,0,0,0,1667,0,1065,40007,0,0,0,1,0,0,0,0,0,0,0,1759,0,0,0,0,0,0
514_Data_processing_internet_publishing_and_other_information_services,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,278,0,0,0,0,0,0,0,0,688,0,15,33063,0,0,0,0,0,15,0,1663,1978,0,31,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,253290,17027,170,0,0,33368,0,1664,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523_Securities_commodity_contracts_and_investments,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1975,103607,1250,0,0,0,0,422,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524_Insurance_carriers_and_related_activities,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,320203,0,443,0,77,1086,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38250,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,18150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1043324,0,0,317,35,0,0,0,0,0,0,0,0,1,62,0,593,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1264,0,0,0,30,16,0,0,0,0,0,0,0,0,1,3,0,70,114006,0,126,4,0,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0
5411_Legal_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132467,53,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415_Computer_systems_design_and_related_services,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2206,470,0,0,0,0,0,0,0,0,292,0,42,1157,0,0,0,0,0,33,0,55632,1494,0,371,0,193,0,0,0,0,0,0,0,1114,0,0,0,0,0,0
5412OP_Miscellaneous_professional_scientific_and_technical_services,0,0,0,0,0,0,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,41,2574,0,0,0,0,0,0,0,0,4,0,0,1268,0,3,0,0,0,0,0,1660,369316,0,434,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,6555,150385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561_Administrative_and_support_services,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,36,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,979,6038,0,208923,29,0,1,0,3,0,0,0,0,155,0,0,0,0,0,0
562_Waste_management_and_remediation_services,0,0,207,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,96,59,0,7,35001,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0
61_Educational_services,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,201,10653,0,0,0,75350,0,0,0,340,0,3257,3688,48,0,0,0,0,0,0
621_Ambulatory_health_care_services,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,286,123,0,0,0,0,324657,106,0,0,0,0,32,0,0,0,0,0,0,0
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,165,0,668,1691,0,0,0,0,2721,317084,4,0,0,0,1211,0,0,0,0,0,0,0
624_Social_assistance,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,9,0,0,0,0,25,75,48014,0,0,0,97,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,726,0,32,1511,0,0,0,58,0,0,0,42174,386,0,295,47,0,0,0,0,0,0
713_Amusements_gambling_and_recreation_industries,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,0,30,63,0,0,0,911,0,0,31,83,41380,261,6903,338,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,1312,169,0,67,1,0,0,0,0,0,0,0,10,11777,61673,18424,173,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,777,356,262127,0,0,0,0,0,88,0
81_Other_services_except_government,0,0,0,0,0,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,380,0,320,1014,0,8,0,2,0,0,-3,0,0,0,1872,291593,0,0,0,0,0,0
GFG_Federal_general_government,0,1015,0,671,0,21,685,0,0,1,0,3,0,0,0,0,0,173,0,0,0,0,10,1,221,0,0,0,0,0,0,0,0,0,0,0,290,7,0,9,0,0,0,85,0,0,0,4532,19198,0,0,0,234,0,1017,0,8,0,0,0,0,429323,271,0,0,0,927
GFE_Federal_government_enterprises,0,0,0,0,0,6913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2614,0,0,0,0,0,0,0,0,0,95,0,0,0,0,323,0,558,0,0,145,0,0,0,0,0,0,0,0,0,0,0,1802,3,0,53472,0,0,0,0
GSLG_State_and_local_general_government,87,1426,0,171,0,507,9692,30,0,0,0,0,0,0,0,0,0,253,575,0,197,139,550,0,7,0,0,0,0,0,0,0,0,0,0,0,140,0,0,1020,0,0,0,6769,0,0,0,3412,20581,0,4423,6455,31525,12367,59157,1345,687,2399,4204,8570,343,0,0,678778,0,1856,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,47102,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,0,77,1196,0,6619,0,3217,0,0,0,0,0,71,0,45,0,9908,0,0,0,0,0,0,0,0,0,0,0,145,2614,0,0,1090,0,0,0,36518,0,0
