industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
337_Furniture_and_related_products,0,0,0,0,0,0,348,591,88,3,160,95,9,18,123,0,53911,37,0,49,0,104,0,0,28,139,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,1013,94,129,123,414,333,246,27,14,69,314,92988,0,191,445,172,192,26,737,497,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,4920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,498889,3,33,1,0,0,1616,8,5940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,100,0,0,44,112,0,0,0,509,0,298,128,0,78774,321,112,36,1,4190,295,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,4,0,1328,79679,0,1,0,0,3,2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
322_Paper_products,0,0,0,0,0,0,148,167,4,57,178,0,211,0,0,0,42,281,0,314,0,147142,577,0,473,1147,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,81,0,0,0,58,0,24,0,0,0,0,218,0,61,41,383,67302,0,0,56,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25940,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0
324_Petroleum_and_coal_products,0,0,0,145,0,0,95,0,121,64,0,36,0,0,0,0,0,0,0,31,0,33,0,160213,9143,37,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,65,0,0,699,47,108,73,175,394,1530,56,57,0,0,825,1704,0,0,207,7,2754,355730,2581,6970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,12841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,250,307,133,212,707,1251,225,251,879,74,248,706,0,396,0,1375,208,0,1008,139342,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0
42_Wholesale_trade,0,453,0,0,0,0,2051,0,0,0,7,276,41,0,163,13,22,1550,6063,0,0,0,0,0,0,0,653901,0,0,0,0,0,0,34,767,76,0,0,0,0,0,0,0,0,0,9160,0,4538,1168,0,146,0,16,0,0,0,0,0,0,0,31446,0,0,0,0,0,0
44RT_Retail_trade,134,0,0,0,0,0,2217,0,0,0,0,0,0,0,0,0,0,920,6890,0,355,0,100,0,0,0,0,719563,0,0,0,251,0,0,1191,123,0,0,53,0,2283,0,52,0,38,5996,0,370,1445,0,1634,0,102,373,0,0,0,414,0,14421,65448,0,0,0,0,0,0
481_Air_transportation,0,101,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,105150,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,37,0,508,103,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
482_Rail_transportation,0,0,0,0,0,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,101,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483_Water_transportation,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23796,0,0,0,366,0,0,0,0,0,0,0,0,0,0,24,0,32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
484_Truck_transportation,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,148391,0,0,871,2209,0,0,0,0,0,0,0,0,0,0,0,62,120,0,0,12,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
485_Transit_and_ground_passenger_transportation,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,22834,0,116,0,0,0,0,0,0,0,0,0,0,0,0,50,28,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0
486_Pipeline_transportation,0,0,0,0,0,2309,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21412,0,0,0,0,0,0,0,0,0,0,0,0,0,115,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS_Other_transportation_and_support_activities,0,3,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,36,891,164,93,443,36,0,76505,105,0,0,0,0,0,0,0,0,0,61,0,148,1994,0,35,0,24,8,0,0,0,2,0,75,50,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,409,0,0,414,22497,0,0,0,0,0,0,0,0,0,0,0,21,51,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
511_Publishing_industries_except_internet_includes_software,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,0,0,0,938,283,0,0,0,0,0,0,0,0,109996,1,302,3506,0,0,0,0,0,13,0,1509,51513,0,400,0,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,5,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,138,188,0,0,0,0,0,0,0,0,0,85196,0,0,0,0,0,0,21,24,0,54,95,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
513_Broadcasting_and_telecommunications,0,0,0,0,0,0,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,233,0,0,0,0,0,0,0,0,0,919,308307,421,0,0,0,0,0,1882,0,1111,43070,0,0,0,2,0,0,0,0,0,0,0,2860,0,0,0,0,0,0
514_Data_processing_internet_publishing_and_other_information_services,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,310,0,0,0,0,0,0,0,0,996,0,56,37088,0,0,0,0,0,37,0,2167,3611,0,77,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,291361,20817,23,0,0,44849,0,1138,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523_Securities_commodity_contracts_and_investments,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4217,167642,975,0,0,0,0,224,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524_Insurance_carriers_and_related_activities,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,335193,0,437,0,85,440,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49497,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,22085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1166971,0,0,204,73,0,0,0,0,0,0,0,0,3,56,0,1324,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1574,0,0,0,60,16,0,0,0,0,0,0,0,0,3,6,0,323,136110,0,111,10,0,0,0,0,0,0,0,0,0,0,0,1257,0,0,0,0,0,0
5411_Legal_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145138,59,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415_Computer_systems_design_and_related_services,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4412,565,0,0,0,0,0,0,0,0,550,0,84,3869,0,0,0,0,0,27,0,69581,2075,0,1020,0,291,0,0,0,0,0,0,0,1933,0,0,0,0,0,0
5412OP_Miscellaneous_professional_scientific_and_technical_services,0,0,0,0,0,0,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,2700,0,0,0,0,0,0,0,0,3,0,0,540,0,5,0,0,0,0,0,1492,459043,0,751,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,5228,173614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561_Administrative_and_support_services,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,0,0,0,5,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,858,5617,0,265851,111,0,2,0,8,0,0,0,0,22,0,0,0,0,0,0
562_Waste_management_and_remediation_services,0,0,238,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,80,86,0,5,38283,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,0
61_Educational_services,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,210,11056,0,0,0,87373,0,0,0,403,0,4085,4365,26,0,0,0,0,0,0
621_Ambulatory_health_care_services,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,231,112,0,0,0,0,364216,186,0,0,0,0,64,0,0,0,0,0,0,0
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,298,0,615,1667,0,0,0,0,3711,344019,7,0,0,0,1293,0,0,0,0,0,0,0
624_Social_assistance,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14,0,0,0,0,58,93,53394,0,0,0,138,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2064,0,15,2164,0,0,0,67,0,0,0,49543,495,1,533,94,0,0,0,0,0,0
713_Amusements_gambling_and_recreation_industries,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114,0,18,86,0,0,0,1843,0,0,30,116,48922,301,9137,505,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,824,338,0,86,2,0,0,0,0,0,0,0,20,13086,72733,20014,346,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,784,424,284541,0,0,0,0,0,94,0
81_Other_services_except_government,0,0,0,0,0,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,388,0,262,1171,0,19,0,5,0,0,-5,0,0,0,984,333597,0,0,0,0,0,0
GFG_Federal_general_government,0,356,0,70,0,42,354,0,0,1,0,3,0,0,0,0,0,95,0,0,0,0,10,0,63,0,0,0,0,0,0,0,0,0,0,0,219,20,0,9,0,0,0,87,0,0,0,4558,18381,0,0,0,180,0,1644,0,13,0,0,0,0,429360,427,0,0,0,1059
GFE_Federal_government_enterprises,0,0,0,0,0,7812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3082,0,0,0,0,0,0,0,0,0,98,0,0,0,0,1028,0,748,0,0,290,0,0,0,0,0,0,0,0,0,0,0,1885,2,0,58713,0,0,0,0
GSLG_State_and_local_general_government,205,1552,0,146,0,565,8810,75,0,0,0,0,0,0,0,0,0,575,772,0,556,228,634,0,26,0,0,0,0,0,0,0,0,0,0,0,197,0,0,1009,0,0,0,9714,0,0,0,3739,21686,0,3871,7106,36247,12349,70891,1555,1189,1696,4170,8750,486,0,0,743529,0,2038,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,51965,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186,0,82,471,0,7254,0,4565,0,0,0,0,0,75,0,27,0,10888,0,0,0,0,0,0,0,0,0,0,0,324,5359,0,0,1169,0,0,0,40622,0,0
