industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,19,0,0,0,0,0,0,0,2,0,9,3,0,13478,2,27,1,1,29,18,35,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,56,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16105,0,0,0,0,7,33,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,0
322_Paper_products,0,0,0,0,0,0,12,1,0,0,12,0,14,0,0,0,1,6,0,16,0,10768,51,0,19,6,46,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,38,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,5,0,0,2,36,2277,0,0,2,72,0,0,0,0,0,0,0,2791,0,0,0,0,0,0,0,0,0,0,0,0,31,0
324_Petroleum_and_coal_products,0,0,0,0,0,0,101,0,31,115,0,0,0,8,0,0,0,0,0,0,0,8,0,12919,474,0,81,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,56,0,8,0,0,2,6,0,0,0,0,12,94,0,0,2,0,62,15228,44,386,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,2,1,16,0,4,10,1,0,0,0,3,44,0,20,0,15,0,0,44,3415,57,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,7,0
42_Wholesale_trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,3,1824,0,0,0,0,0,0,0,26418,0,30,0,0,0,0,412,12,0,7,0,0,0,0,0,827,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,29,3155,0,0,0,4,0,0,0,0,43550,84,0,0,133,0,0,11,0,0,0,0,0,0,1025,4865,0,0,0,0,0,0
48_Transportation,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,28691,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13856,0,0,0,4527,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52_Finance_and_insurance,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,8059,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,1,0,3602,0,0,0,0,0,41,0,0,0,0,0,0
61_Educational_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,242,0,0,2136,0,29,0,127,0,0,0,0,0,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,24,0,0,0,9870,0,0,18,0,0,0,0,0,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,20,0,0,2866,0,387,2,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551,433,0,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,39,16,15268,0,0,0,0,0,6,0
81_Other_services_except_government,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,4,0,0,0,0,0,0,309,14883,0,0,0,0,0,0
GFG_Federal_general_government,0,84,0,87,0,0,100,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,1048,0,0,13,31,0,0,0,0,47153,0,0,0,0,141
GFE_Federal_government_enterprises,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,2739,0,0,0,0
GSLG_State_and_local_general_government,0,43,0,6,0,15,350,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,17,0,0,0,0,0,0,0,3,162,0,0,378,0,355,247,504,111,138,249,7,0,0,19918,0,78,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,992,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,526,0,0,0,284,0,0,0,0,0,0,0,0,0,10,0,0,0,809,0,0
