industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
332_Fabricated_metal_products,0,0,0,0,0,0,2363,110,114,2736,160519,1643,390,337,801,262,139,134,0,23,0,0,113,0,96,691,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0
333_Machinery,0,0,0,0,0,0,2228,0,78,232,1860,170185,272,660,1749,689,91,77,0,0,0,19,0,0,137,215,2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,3244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0
334_Computer_and_electronic_products,0,0,0,0,0,0,319,0,36,0,609,553,237593,1672,165,928,20,376,0,0,0,0,0,0,439,0,2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,13529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,72,0,113,240,255,509,1223,75660,492,0,23,55,0,8,1,0,0,13,132,79,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,827,0,0,0,684,970,976,691,241900,264,136,0,0,103,0,0,0,0,0,55,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,7325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,813,0,0,0,504,969,2803,253,216,132075,0,71,0,16,0,0,0,0,0,0,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,17639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0
337_Furniture_and_related_products,0,0,0,0,0,0,270,180,97,0,131,52,34,0,174,0,43134,65,0,26,0,0,0,0,1,75,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,922,59,53,0,184,87,412,0,0,0,102,65119,0,88,0,260,106,1,232,355,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,411919,0,121,0,0,0,938,33,4937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,124,0,0,0,0,0,0,0,81,0,27,117,0,68408,102,100,2,14,2150,154,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,68,0,480,67067,0,13,0,0,52,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
322_Paper_products,0,0,0,0,0,0,93,90,0,0,281,0,419,0,0,0,18,384,0,260,0,121527,311,0,528,1241,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,96,0,0,0,201,0,0,0,0,0,0,140,0,4,35,337,54777,0,0,23,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,22174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
324_Petroleum_and_coal_products,0,0,0,0,0,0,379,0,120,3,0,0,0,0,0,0,0,0,0,0,0,20,0,161144,6753,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,1145,0,180,0,0,117,1254,0,2,0,0,324,520,0,0,186,0,1765,285858,1238,6052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,305,113,76,0,428,629,90,314,0,0,46,362,0,117,0,606,22,0,589,102252,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
42_Wholesale_trade,0,947,0,0,0,0,1339,0,0,0,57,43,27,0,239,1,19,641,6762,0,0,0,0,0,0,0,468822,0,0,0,0,0,0,50,585,37,0,0,0,0,0,0,0,0,0,9003,0,1996,927,0,133,0,3,0,0,0,0,0,0,0,18239,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,765,0,0,0,0,0,0,0,0,0,0,622,8361,0,452,0,42,0,0,0,0,512757,0,0,0,822,0,0,841,55,0,0,0,0,1334,0,132,0,0,3143,0,389,1168,0,777,0,51,58,0,0,0,352,0,14827,42168,0,0,0,0,0,0
481_Air_transportation,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482_Rail_transportation,0,0,0,0,0,0,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483_Water_transportation,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18087,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484_Truck_transportation,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,106373,0,0,103,1901,0,0,0,0,0,0,0,0,0,0,0,7,100,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0
485_Transit_and_ground_passenger_transportation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18494,0,62,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486_Pipeline_transportation,0,0,0,0,0,703,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18541,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS_Other_transportation_and_support_activities,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,2186,450,161,1072,16,0,52975,23,0,0,0,0,0,0,0,0,0,0,0,24,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,44,0,0,0,15360,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511_Publishing_industries_except_internet_includes_software,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,326,0,0,0,0,0,0,0,0,59959,0,0,263,0,0,0,0,0,0,0,2635,44330,0,0,0,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,49725,0,0,0,0,0,0,0,0,0,57,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513_Broadcasting_and_telecommunications,0,0,0,0,0,0,2868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,323,0,0,0,0,0,0,0,0,0,2167,189460,1320,0,0,0,0,0,1416,0,846,35939,0,0,0,0,0,0,0,0,0,0,0,995,0,0,0,0,0,0
514_Data_processing_internet_publishing_and_other_information_services,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,278,0,0,25903,0,0,0,0,0,0,0,493,944,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,215596,9830,276,0,0,20765,0,1271,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523_Securities_commodity_contracts_and_investments,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,832,65238,1084,0,0,0,0,1813,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524_Insurance_carriers_and_related_activities,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,255166,0,48,0,59,1282,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34028,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,16126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,840902,0,0,274,9,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,93058,0,107,3,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0
5411_Legal_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111442,55,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415_Computer_systems_design_and_related_services,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,122,0,0,127,0,0,0,0,0,18,0,38138,852,0,0,0,109,0,0,0,0,0,0,0,517,0,0,0,0,0,0
5412OP_Miscellaneous_professional_scientific_and_technical_services,0,0,0,0,0,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1706,0,0,0,0,0,0,0,0,0,0,0,1799,0,0,0,0,0,0,0,1961,305806,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403,5771,118265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561_Administrative_and_support_services,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,4615,0,160134,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0
562_Waste_management_and_remediation_services,0,0,123,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,31,0,0,28088,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0
61_Educational_services,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,9023,0,0,0,59229,0,0,0,264,0,2573,2576,57,0,0,0,0,0,0
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,267,117,0,0,0,0,237987,0,0,0,0,0,0,0,0,0,0,0,0,0
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,472,1417,0,0,0,0,1469,248428,0,0,0,0,971,0,0,0,0,0,0,0
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,0,0,0,0,0,0,38336,0,0,0,64,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,874,0,0,0,0,0,0,0,30699,256,0,114,0,0,0,0,0,0,0
713_Amusements_gambling_and_recreation_industries,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,21,39,0,0,0,221,0,0,14,37,30590,137,5046,187,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,0,0,55,1,0,0,0,0,0,0,0,0,9123,47300,16518,0,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,659,272,222141,0,0,0,0,0,76,0
81_Other_services_except_government,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,241,774,0,0,0,0,0,0,0,0,0,0,2334,236078,0,0,0,0,0,0
GFG_Federal_general_government,0,1324,0,1276,0,4,808,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,5,2,288,0,0,0,0,0,0,0,0,0,0,0,250,0,0,3,0,0,0,41,0,0,0,2719,17387,0,0,0,191,0,440,0,0,0,0,0,0,404170,0,0,0,0,668
GFE_Federal_government_enterprises,0,0,0,0,0,6845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,0,0,0,0,0,0,0,0,0,87,0,0,0,0,265,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1837,3,0,43353,0,0,0,0
GSLG_State_and_local_general_government,0,995,0,139,0,341,7563,0,0,0,0,0,0,0,0,0,0,39,319,0,18,49,366,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,748,0,0,0,3355,0,0,0,1808,16457,0,3488,4428,19954,9713,40306,986,252,2314,3196,6317,158,0,0,544016,0,1284,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,38776,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299,0,69,933,0,5412,0,1735,0,0,0,0,0,71,0,49,0,8317,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,883,0,0,0,26621,0,0
